"9917","91330522147164675F","诸暨市城北林惠狗肉店","餐饮服务经营者","郦中欢","184","2016-12-21","诸暨市陶朱街道众泰路7-5号","2016-12-21至2021-12-20","零售","餐饮，食品","诸暨市市场监督管理局","2016-12-21","存续"
"9918","913301107572237591","平阳县明前食品店","食品销售经营者","吴明前","137","2016-11-28","浙江省温州市平阳县闹村乡闹村南路6-8号","2016-11-28至2021-11-27","零售","餐饮，食品","平阳县市场监督管理局","2016-11-28","存续"
"9919","913305007530362008","永康市前仓发洪副食店","食品销售经营者","李发洪","103","2016-09-13","浙江省金华市永康市前仓镇前仓村武平路47号","2016-09-13至2021-09-12","零售","餐饮，食品","永康市市场监督管理局","2016-09-13","存续"
"9920","913306817200178713","义乌市古陶土菜馆","餐饮服务经营者","俞方仙","178","2016-04-27","浙江省金华市义乌市义亭镇缸窑村","2016-04-27至2021-04-26","零售","餐饮，食品","义乌市市场监督管理局","2016-04-27","存续"
"9921","91330382145523195F","诸暨市岁丰食品有限公司","食品销售经营者","诸暨市岁丰食品有限公司","83","2016-03-16","浙江省绍兴市诸暨市33068100暨阳街道东安路3号","2016-03-16至2021-03-15","零售","餐饮，食品","诸暨市市场监督管理局","2016-03-16","存续"
"9922","36651","张尧点心","餐饮服务经营者","张尧","38","2017-01-05","浙江省舟山市普陀区虾峙镇大岙一区99号","2017-01-05至2022-01-04","零售","餐饮，食品","舟山市市场监督管理局普陀分局","2017-01-05","存续"
"9923","91330681724548426T","浦江县红涛快餐店","餐饮服务经营者","赵红涛","192","2016-07-19","浙江省金华市浦江县岩头镇飞轮村新岭脚191号","2016-07-19至2021-07-18","零售","餐饮，食品","浦江县市场监督管理局","2016-07-19","存续"
"9924","91330621749818410X","平湖市新仓中心小学食堂","单位食堂","毛仲华","153","2018-12-17","浙江省嘉兴市平湖市新仓镇育才路78号","2018-12-17至2023-12-16","零售","餐饮，食品","平湖市市场监督管理局","2018-12-17","存续"
"9925","58857","天台一酒一肉烧烤店","餐饮服务经营者","李琳","41","2019-01-31","浙江省赤城街道金盘中路189号","2019-01-31至2024-01-30","零售","餐饮，食品","天台县市场监督管理局","2019-01-31","存续"
"9926","91330903759099341E","南浔马哈给拉面店","餐饮服务经营者","马哈哈","156","2016-12-23","浙江省湖州市经济技术开发区南林大桥","2016-12-23至2021-12-22","零售","餐饮，食品","湖州市南浔区市场监督管理局","2016-12-23","存续"
"9927","913310820568871659","瑞安市建道熟食店","食品销售经营者","马建道","176","2017-01-20","浙江省温州市瑞安市莘塍街道菜市场","2017-01-20至2022-01-19","零售","餐饮，食品","瑞安市市场监督管理局","2017-01-20","存续"
"9928","36010","瑞安市漫话快餐店","餐饮服务经营者","阮锋克","118","2016-10-10","浙江省温州市瑞安市塘下镇赵宅村塘川北街123号","2016-10-10至2021-10-09","零售","餐饮，食品","瑞安市市场监督管理局","2016-10-10","存续"
"9929","55641","宁波市江北皓皓食品店","食品销售经营者","应冬南","161","2019-02-28","浙江省宁波市江北区文教街道永红家园5幢36-38号","2019-02-28至2024-02-27","零售","餐饮，食品","宁波市江北区市场监督管理局","2019-02-28","存续"
"9930","913305030605598347","永康市玖维贸易有限公司","食品销售经营者","吕香维","45","2016-12-26","浙江省金华市永康市东城街道五金城金都市场五金北路2幢295号","2016-12-26至2021-12-25","零售","餐饮，食品","永康市市场监督管理局","2016-12-26","存续"
"9931","913306217441221585","浙江省遂昌县国家税务局","单位食堂","杜良德","128","2017-02-07","浙江省丽水市遂昌县下南门路1号","2017-02-07至2022-02-06","零售","餐饮，食品","遂昌县市场监督管理局","2017-02-07","存续"
"9932","32893","杭州市滨江区来梅凤小吃店","餐饮服务经营者","来梅凤","170","2016-07-20","浙江省杭州市滨江区浦沿街道新生社区来家里28号","2016-07-20至2021-07-19","零售","餐饮，食品","杭州高新技术产业开发区（滨江）市场监督管理局","2016-07-20","存续"
"9933","913304020583036027","杭州酒之德贸易有限公司","食品销售经营者","许益春","165","2016-07-22","浙江省杭州市余杭区黄湖镇通达路91-93号","2016-07-22至2021-07-21","零售","餐饮，食品","余杭区市场监督管理局","2016-07-22","存续"
"9934","913306007985603218","绍兴市柯桥区钱清高峰奶茶店","餐饮服务经营者","高峰","49","2016-08-08","浙江省绍兴市柯桥区钱清镇锦江苑3幢14号","2016-08-08至2021-08-07","零售","餐饮，食品","绍兴市柯桥区市场监督管理局","2016-08-08","存续"
"9935","91330502146962245N","诸暨市曽记百货经营部","食品销售经营者","曾志红","108","2016-09-07","诸暨市暨阳街道艮塔东路69号体育馆内","2016-09-07至2021-09-06","零售","餐饮，食品","诸暨市市场监督管理局","2016-09-07","存续"
"9936","913311217829435712","义乌市诚轩调味品商行","食品销售经营者","楼小青","30","2016-11-01","浙江省金华市义乌市北苑街道西城路469街43号","2016-11-01至2021-10-31","零售","餐饮，食品","义乌市市场监督管理局","2016-11-01","存续"
"9937","91330521787718445L","浙江洪福堂医药连锁有限公司台州路桥新南保健品店","食品销售经营者","叶兵华","135","2019-03-21","浙江省台州市路桥区蓬街镇新南村5队第五间","2019-03-21至2023-07-10","零售","餐饮，食品","台州市路桥区市场监督管理局","2019-03-21","存续"
"9938","91330483699506768D","奉化市莼湖文江食品店","食品销售经营者","嵇文江","145","2016-09-12","浙江省宁波市奉化区莼湖镇街东下洋坎","2016-09-12至2021-09-11","零售","餐饮，食品","奉化市市场监督管理局","2016-09-12","存续"
"9939","91331000681695011Q","绍兴市上虞区东关街道沈浩副食品店","食品销售经营者","沈敏江","170","2018-11-30","浙江省绍兴市上虞区东关街道凌江村27号（住所申报）","2018-11-30至2023-11-29","零售","餐饮，食品","绍兴市上虞区市场监督管理局","2018-11-30","存续"
"9940","91330781693868995L","三门县士龙面馆","餐饮服务经营者","邵士龙","131","2016-06-30","浙江省台州市三门县海游街道石洋溪路15、17号","2016-06-30至2021-06-29","零售","餐饮，食品","三门县市场监督管理局","2016-06-30","存续"
"9941","92330502MA2F744T65","余姚市同泰堂子陵药品加盟店","食品销售经营者","陈乐波","43","2016-10-28","浙江省宁波市余姚市余姚市文山路57，59号","2016-10-28至2021-10-27","零售","餐饮，食品","余姚市市场监督管理局","2016-10-28","存续"
"9942","91330326066941487W","江山市龙军饭店","餐饮服务经营者","祝龙军","107","2016-09-22","浙江省衢州市江山市虎山街道环城西路79号","2016-09-22至2021-09-21","零售","餐饮，食品","江山市市场监督管理局","2016-09-22","存续"
"9943","91330281730164795W","杭州余杭区五常街道洪园面馆","餐饮服务经营者","方移田","36","2016-07-26","浙江省杭州市余杭区五常街道问溪路93号","2016-07-26至2021-07-25","零售","餐饮，食品","余杭区市场监督管理局","2016-07-26","存续"
"9944","91330483684536884Y","宁波市鄞州新河煜盛面馆","餐饮服务经营者","吴鼎嵩","56","2017-01-06","浙江省宁波市鄞州区百丈街道华严街101号（1-17）","2017-01-06至2022-01-05","零售","餐饮，食品","宁波市鄞州区市场监督管理局","2017-01-06","存续"
"9945","91330784255074941B","东阳市白云睿祥饭店","餐饮服务经营者","魏正芳","176","2016-12-28","浙江省金华市东阳市白云街道五马塘村文化礼堂大楼下","2016-12-28至2021-12-27","零售","餐饮，食品","东阳市市场监督管理局","2016-12-28","存续"
"9946","91330503704453868L","义乌市莆隆小吃店","餐饮服务经营者","曾国龙","92","2016-09-13","浙江省金华市义乌市福田街道长春二区7幢5-1号","2016-09-13至2021-09-12","零售","餐饮，食品","义乌市市场监督管理局","2016-09-13","存续"
"9947","913308817046362855","德清武康街道中力食品商行","食品销售经营者","倪根山","65","2016-12-26","浙江省湖州市德清县武康街道营盘小区35幢富民巷58号","2016-12-26至2021-12-25","零售","餐饮，食品","德清县市场监督管理局","2016-12-26","存续"
"9948","91330421796474817Y","义乌市雨华调味品店","食品销售经营者","刘加寿","72","2016-11-28","浙江省金华市义乌市后宅综合市场","2016-11-28至2021-11-27","零售","餐饮，食品","义乌市市场监督管理局","2016-11-28","存续"
"9949","91330683665182814K","南浔和孚桂珍小吃店","餐饮服务经营者","汪桂珍","120","2016-11-29","浙江省湖州市南浔区和孚镇重兆希望街34号","2016-11-29至2021-11-28","零售","餐饮，食品","湖州市南浔区市场监督管理局","2016-11-29","存续"
"9950","52639","宁波市海曙索飞牙面馆","餐饮服务经营者","韩玉华","47","2018-11-30","浙江省宁波市海曙区石碶街道食品街10号","2018-11-30至2023-11-29","零售","餐饮，食品","宁波市海曙区市场监督管理局","2018-11-30","存续"
"9951","91330903689956079N","温州市瓯海郭溪求德副食品店","食品销售经营者","李忠强","139","2018-11-28","浙江省温州市瓯海区郭溪街道任桥村前垟路40号","2018-11-28至2023-11-27","零售","餐饮，食品","温州市瓯海区市场监督管理局","2018-11-28","存续"
"9952","913302827900707585","嘉兴经济开发区蓝鹰网吧","食品销售经营者","朱玉宏","97","2018-05-15","浙江省嘉兴经济开发区昌盛花园A区公建五商5二层","2018-05-15至2021-08-24","零售","餐饮，食品","嘉兴市市场监督管理局","2018-05-15","存续"
"9953","913301097323923298","磐安县万苍乡儿园蔬菜水果店","食品销售经营者","周儿园","89","2016-07-06","浙江省金华市磐安县万苍乡雅庄村中街81号","2016-07-06至2021-07-05","零售","餐饮，食品","磐安县市场监督管理局","2016-07-06","存续"
"9954","91330483693858287P","杨威包子","餐饮服务经营者","杨威","120","2016-07-04","浙江省台州市温岭市箬横镇箬升路北侧（镇农贸市场）","2016-07-04至2021-07-03","零售","餐饮，食品","温岭市市场监督管理局","2016-07-04","存续"
"9955","913302836102508671","台州市黄岩启忠饭店","餐饮服务经营者","卢启忠","105","2018-12-11","浙江省台州市黄岩区北洋镇后窑村（长宁路与北平线交叉口往南第一间）","2018-12-11至2023-12-10","零售","餐饮，食品","台州市黄岩区市场监督管理局","2018-12-11","存续"
"9956","91330600735251855W","舟山布衣医药连锁有限公司定海解放西路店","食品销售经营者","张亚雪","102","2016-06-21","浙江省舟山市定海区解放西路273-1号","2016-06-21至2021-06-20","零售","餐饮，食品","舟山市市场监督管理局定海分局","2016-06-21","存续"
"9957","91330282144812876M","余姚市仙狸食品商店","食品销售经营者","孙超","31","2016-12-15","浙江省宁波市余姚市临山镇临海村浦西3区73号","2016-12-15至2021-12-14","零售","餐饮，食品","余姚市市场监督管理局","2016-12-15","存续"
"9958","913307836936499879","温州市鹿城区滨江郭先生点心店","餐饮服务经营者","郭良伟","54","2016-10-12","浙江省温州市鹿城区滨江街道康源路172号-1","2016-10-12至2021-10-11","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-10-12","存续"
"9959","9133048166057865XH","义乌市剑龙食品商行","食品销售经营者","朱荷仙","72","2016-04-07","浙江省金华市义乌市副食品市场二楼十街1397A号","2016-04-07至2021-04-06","零售","餐饮，食品","义乌市市场监督管理局","2016-04-07","存续"
"9960","913303037043237136","桐乡市龙翔陈建根文教用品商店","食品销售经营者","陈建根","170","2016-11-10","浙江省嘉兴市桐乡市龙翔街道皂林村望龙小区","2016-11-10至2021-11-09","零售","餐饮，食品","桐乡市市场监督管理局","2016-11-10","存续"
"9961","91330400765212101P","金华市金东区程银花菜馆","餐饮服务经营者","吴正明","145","2019-05-17","浙江省金华市金东区东孝街道廊下村第二区块11号一楼营业房（自主申报）","2019-05-17至2024-05-16","零售","餐饮，食品","金华市金东区市场监督管理局","2019-05-17","存续"
"9962","91330621736021242P","杭州桑美假日酒店有限公司","食品销售经营者","吴万全","98","2016-11-29","浙江省杭州市江干区艮山西路168号4幢3-5楼","2016-11-29至2021-11-28","零售","餐饮，食品","杭州市江干区市场监督管理局","2016-11-29","存续"
"9963","9133052166289746XU","义乌市程文食品店","食品销售经营者","程文","102","2016-08-01","浙江省金华市义乌市苏溪镇蒋宅一区56幢1号","2016-08-01至2021-07-31","零售","餐饮，食品","义乌市市场监督管理局","2016-08-01","存续"
"9964","91330326671602395R","台州市黄岩艾夫斯酒吧","食品销售经营者","谢海萍","140","2018-12-14","浙江省台州市黄岩区东城街道劳动南路644.646号","2018-12-14至2023-12-13","零售","餐饮，食品","台州市黄岩区市场监督管理局","2018-12-14","存续"
"9965","91330784727623102D","温州志丰贸易有限公司","食品销售经营者","周小良","92","2016-10-12","浙江省温州市高新技术产业区炬光园鹿瓯路1145-5号","2016-10-12至2021-03-30","零售","餐饮，食品","温州市鹿城区市场监督管理局","2016-10-12","存续"
"9966","55762","浙江贝利建设集团有限公司（工地食堂）","单位食堂","胡泽华","165","2016-07-05","浙江省杭州市余杭区余杭街道东西大道与荆余路交叉口","2016-07-05至2021-07-04","零售","餐饮，食品","余杭区市场监督管理局","2016-07-05","存续"
"9967","91331021751905812X","德清雷甸杨名茶叶副食店","食品销售经营者","李燕平","33","2016-12-05","浙江省湖州市德清县雷甸镇雷甸农贸市场内28号","2016-12-05至2021-12-04","零售","餐饮，食品","德清县市场监督管理局","2016-12-05","存续"
"9968","92331126MA2FYH8315","杭州习安实业有限公司","食品销售经营者","翁杰","153","2016-04-29","浙江省杭州市拱墅区祥符街道三墩路85号2幢401室","2016-04-29至2021-04-28","零售","餐饮，食品","杭州市拱墅区市场监督管理局","2016-04-29","存续"
"9969","913306837804728926","安吉孝丰小黄点心店","餐饮服务经营者","黄天敏","106","2016-07-05","浙江省湖州市安吉县孝丰镇通德路282号","2016-07-05至2021-07-04","零售","餐饮，食品","安吉县市场监督管理局","2016-07-05","存续"
"9970","9133050070446804XN","长兴和平坤生副食店","食品销售经营者","王舒昊","190","2016-11-15","浙江省湖州市长兴县和平镇长城村牧湾自然村","2016-11-15至2021-11-14","零售","餐饮，食品","长兴县市场监督管理局","2016-11-15","存续"
"9971","91330503704449420L","温州经济技术开发区沙城孙作寿小吃店","餐饮服务经营者","孙作寿","100","2018-12-11","浙江省温州经济技术开发区沙城街道七三村永强大道2780、2782号","2018-12-11至2023-12-10","零售","餐饮，食品","温州市市场监督管理局","2018-12-11","存续"
"9972","91330424254849661B","宁波福港餐饮管理有限公司","餐饮服务经营者","孙靖波","129","2018-04-24","浙江省宁波市北仑区新碶街道岷山路383号、385号、387号、389号1幢383、385、387、389号","2018-04-24至2022-01-15","零售","餐饮，食品","宁波市北仑区市场监督管理局","2018-04-24","存续"
"9973","913304007458400205","嘉善朱氏包子店","餐饮服务经营者","朱能勇","61","2016-12-27","嘉善县罗星街道车站南路425号","2016-12-27至2021-12-26","零售","餐饮，食品","嘉善县市场监督管理局","2016-12-27","存续"
"9974","91330400684522853W","中国石化销售股份有限公司浙江台州临海新兴加油站","食品销售经营者","郑宇钢","32","2019-04-29","浙江省台州市临海市古城街道西郊松一村","2019-04-29至2021-06-20","零售","餐饮，食品","临海市市场监督管理局","2019-04-29","存续"
"9975","28317","诸暨市同山寿平泉糕点店","餐饮服务经营者","寿平泉","135","2016-08-24","诸暨市同山镇高城头村597号","2016-08-24至2021-08-23","零售","餐饮，食品","诸暨市市场监督管理局","2016-08-24","存续"
"9976","22770","杭州市下城区晓满饮品店","餐饮服务经营者","卢林","132","2016-12-06","浙江省杭州市下城区中山北路33号","2016-12-06至2021-12-05","零售","餐饮，食品","杭州市下城区市场监督管理局","2016-12-06","存续"
"9977","91330522343989324C","安吉梅溪高磊小吃店","餐饮服务经营者","刘磊","42","2016-08-15","浙江省湖州市安吉县梅溪镇晓墅振兴路2幢","2016-08-15至2021-08-14","零售","餐饮，食品","安吉县市场监督管理局","2016-08-15","存续"
"9978","57068","温州中贸贸易有限公司","食品销售经营者","娄孟翔","180","2016-10-14","浙江省温州市瓯海区新桥街道卧云南苑5幢106室","2016-10-14至2021-10-13","零售","餐饮，食品","温州市瓯海区市场监督管理局","2016-10-14","存续"
"9979","91330109738443369L","义乌市吴辉冷冻食品商行","食品销售经营者","吴明辉","184","2016-08-30","浙江省金华市义乌市稠城街道词林菜市场","2016-08-30至2021-08-29","零售","餐饮，食品","义乌市市场监督管理局","2016-08-30","存续"
"9980","91330400743490223R","诸暨市城东中桓食品经营部","食品销售经营者","应忠苗","127","2016-07-15","浙江省绍兴市诸暨市浣东街道福田花园幼儿园东侧117#营业房","2016-07-15至2021-07-14","零售","餐饮，食品","诸暨市市场监督管理局","2016-07-15","存续"
"9981","23533","乐清市坝头大药房（普通合伙）","食品销售经营者","王秀平","88","2019-05-28","浙江省温州市乐清市城东街道坝头村东康路11号","2019-05-28至2024-05-27","零售","餐饮，食品","乐清市市场监督管理局","2019-05-28","存续"
"9982","51473","乐清市经济开发区道味炸酱面馆","餐饮服务经营者","黄栋嵩","77","2016-09-28","浙江省温州市乐清市经济开发区纬十五路17-10-08地块商贸中心A区12号","2016-09-28至2019-09-27","零售","餐饮，食品","乐清市市场监督管理局","2016-09-28","存续"
"9983","91330500749802208L","杭州农副产品物流中心水产品批发市场锦通食品商行","食品销售经营者","李伟","48","2017-01-23","浙江省杭州市余杭区良渚街道打石漾路3、5号杭州农副产品物流中心水产品批发市场1楼2街50号","2017-01-23至2022-01-22","零售","餐饮，食品","余杭区市场监督管理局","2017-01-23","存续"
"9984","91330303715472423G","桐乡市乌镇果果坊副食品店","食品销售经营者","沈建春","182","2016-09-22","浙江省嘉兴市桐乡市乌镇镇虹桥路142、146、148号","2016-09-22至2021-09-21","零售","餐饮，食品","桐乡市市场监督管理局","2016-09-22","存续"
"9985","91330723737768727D","桐乡市石门强强副食店","食品销售经营者","钟建强","158","2016-03-02","浙江省嘉兴市桐乡市石门镇农贸市场91号（摊位）","2016-03-02至2021-03-01","零售","餐饮，食品","桐乡市市场监督管理局","2016-03-02","存续"
"9986","92330326MA2C36JM5J","杭州市江干区秋来小吃店","餐饮服务经营者","余秋来","98","2016-08-22","浙江省杭州市江干区杭海路1211号2号楼111室","2016-08-22至2021-08-21","零售","餐饮，食品","杭州市江干区市场监督管理局","2016-08-22","存续"
"9987","913304837679903886","温州市瓯海梧田徐颂亮小吃店","餐饮服务经营者","徐颂亮","200","2016-11-10","浙江省温州市瓯海经济开发区安心公寓3幢104号","2016-11-10至2021-11-09","零售","餐饮，食品","温州市瓯海区市场监督管理局","2016-11-10","存续"
"9988","91330702562354003B","嘉善县西塘镇汪江副食品商店","食品销售经营者","何金芳","94","2016-10-21","浙江省嘉兴市嘉善县西塘镇大舜村兴舜西路68号","2016-10-21至2021-10-20","零售","餐饮，食品","嘉善县市场监督管理局","2016-10-21","存续"
"9989","9133108171611146XR","杭州市拱墅区沈从国面馆","餐饮服务经营者","谢良斌","174","2017-08-11","浙江省杭州市拱墅区上塘街道沈半路120号北间-2","2017-08-11至2018-08-10","零售","餐饮，食品","杭州市拱墅区市场监督管理局","2017-08-11","存续"
"9990","91330523L12515135T","浙江省嘉善经济开发区实业总公司","单位食堂","浙江省嘉善经济开发区实业总公司","100","2016-01-11","浙江省嘉兴市嘉善县33042100惠民街道泾渭路168号","2016-01-11至2021-01-10","零售","餐饮，食品","嘉善县市场监督管理局","2016-01-11","存续"
"9991","91331181789681404F","中国石化销售股份有限公司浙江嘉兴桐乡石油支公司庆丰北路加油站","食品销售经营者","李晓峰","60","2019-04-01","浙江省嘉兴市桐乡市梧桐街道庆丰北路630号","2019-04-01至2021-05-04","零售","餐饮，食品","桐乡市市场监督管理局","2019-04-01","存续"
"9992","91330326681696508R","金华柏康大药房连锁有限公司双汇路药店","食品销售经营者","陈旭军","91","2016-08-29","浙江省金华市婺城区双汇路139号一楼","2016-08-29至2021-08-28","零售","餐饮，食品","金华市市场监督管理局","2016-08-29","存续"
"9993","91330324609394716X","缙云县海杰小炒店","餐饮服务经营者","丁海杰","33","2016-05-10","浙江省丽水市缙云县五云街道溪滨南路83号","2016-05-10至2021-05-09","零售","餐饮，食品","缙云县市场监督管理局","2016-05-10","存续"
"9994","91330282739476189A","慈溪市逍林仁丽食品店","食品销售经营者","毛仁丽","80","2016-11-01","浙江省宁波市慈溪市逍林镇宏跃村林西路33号","2016-11-01至2021-10-31","零售","餐饮，食品","慈溪市市场监督管理局","2016-11-01","存续"
"9995","91331081148911994Y","宁波江东宁东爱立餐厅","餐饮服务经营者","沈文艇","183","2016-11-03","浙江省宁波市江东区白鹤街道桃源街402-404号1-5406-408号1-6","2016-11-03至2021-11-02","零售","餐饮，食品","宁波市江东区市场监督管理局","2016-11-03","存续"
"9996","33058","杭州余杭区东湖街道王长安蛋糕店","餐饮服务经营者","王长安","77","2016-07-28","浙江省杭州市余杭区东湖街道横塘社区3组横塘新村54号","2016-07-28至2021-07-27","零售","餐饮，食品","余杭区市场监督管理局","2016-07-28","存续"
"9997","9133082207160352XB","台州市黄岩御品麦香蛋糕坊","餐饮服务经营者","李立红","188","2019-01-29","浙江省台州市黄岩区东城街道文盛街43号","2019-01-29至2021-07-03","零售","餐饮，食品","台州市黄岩区市场监督管理局","2019-01-29","存续"
"9998","59721","永康市芝英松利炒货店","食品销售经营者","孟庆松","85","2018-12-25","浙江省金华市永康市芝英镇后城大街第五幢第101套间","2018-12-25至2023-12-24","零售","餐饮，食品","永康市市场监督管理局","2018-12-25","存续"
"9999","913306217450650600","台州市椒江康尔绿厨食品商行","食品销售经营者","彭嘉龙","177","2019-04-26","浙江省台州市椒江区洪家街道白云山南路947号","2019-04-26至2024-04-25","零售","餐饮，食品","台州市椒江区市场监督管理局","2019-04-26","存续"
"10000","91330483749015538K","无锡堂堂果之餐饮管理有限公司嘉兴分公司","餐饮服务经营者","汤行","125","2017-07-04","浙江省嘉兴市南湖区33040200中山东路与越秀路交汇处八佰伴购物中心地上三层F3019-A","2017-07-04至2021-01-16","零售","餐饮，食品","嘉兴市南湖区市场监督管理局","2017-07-04","存续"
"10001","28580","义乌市阿顺面馆","餐饮服务经营者","黄春盛","113","2016-11-28","浙江省金华市义乌市福田街道下骆宅振兴西路58号","2016-11-28至2021-11-27","零售","餐饮，食品","义乌市市场监督管理局","2016-11-28","存续"
"10002","913305007601589780","仙居县南峰街道黎明幼儿园","单位食堂","徐珠莲","142","2016-09-28","浙江省台州市仙居县南峰街道世纪新村五区2幢9号","2016-09-28至2021-09-27","零售","餐饮，食品","仙居县市场监督管理局","2016-09-28","存续"
"10003","91330304755904374Y","义乌市丁海小吃店","餐饮服务经营者","丁海洪","52","2016-11-02","浙江省金华市义乌市福田街道下骆宅村振兴东路6号","2016-11-02至2021-11-01","零售","餐饮，食品","义乌市市场监督管理局","2016-11-02","存续"
"10004","913306817236185680","宁波市鄞州姜山君红小吃店","餐饮服务经营者","吴善青","98","2016-12-27","浙江省宁波市鄞州区姜山镇明光北路1166号（奥克斯北面B幢1号）","2016-12-27至2021-12-26","零售","餐饮，食品","宁波市鄞州区市场监督管理局","2016-12-27","存续"
"10005","913310007410158246","嵊泗县菜园镇付彐芬食品店","食品销售经营者","付彐芬","200","2016-04-24","浙江省舟山市嵊泗县菜园镇沙河路防疫站房27号一楼","2016-04-24至2021-04-23","零售","餐饮，食品","嵊泗县市场监督管理局","2016-04-24","存续"
"10006","913301107471890086","温岭市石塘蓝岛小吃店","餐饮服务经营者","杜凌","34","2016-08-03","浙江省石塘镇三岙村三岙里（村委会南第四间）","2016-08-03至2021-08-02","零售","餐饮，食品","温岭市市场监督管理局","2016-08-03","存续"
"10007","913303265517989950","温州经济技术开发区滨海阿茂川菜馆","餐饮服务经营者","蒲香茂","136","2016-12-06","浙江省温州市经济技术开发区滨海六路2164号1层商业3070号、2166号1层商业3069号、2168号1层商业3068号","2016-12-06至2021-12-05","零售","餐饮，食品","温州市市场监督管理局","2016-12-06","存续"
"10008","91331082147979743U","宁海县跃龙街道群芳矿泉水店","食品销售经营者","陈群芳","76","2016-09-30","浙江省宁波市宁海县跃龙街道中山东路151号","2016-09-30至2021-09-29","零售","餐饮，食品","宁海县市场监督管理局","2016-09-30","存续"
"10009","91330503671643736K","杭州市江干区舒风娥小吃店","餐饮服务经营者","舒风娥","123","2016-07-21","浙江省杭州市江干区太平门直街134号","2016-07-21至2021-07-20","零售","餐饮，食品","杭州市江干区市场监督管理局","2016-07-21","存续"
"10010","35105","桐乡市崇福吕建国副食品店","食品销售经营者","吕建国","180","2016-12-28","浙江省嘉兴市桐乡市崇福镇新桥村南吕家桥23号","2016-12-28至2021-12-27","零售","餐饮，食品","桐乡市市场监督管理局","2016-12-28","存续"
"10011","34759","平阳县光光食品店","食品销售经营者","施书光","37","2016-03-14","浙江省温州市平阳县昆阳镇白垟路98-2号","2016-03-14至2021-03-13","零售","餐饮，食品","平阳县市场监督管理局","2016-03-14","存续"
"10012","913307035928913011","吴兴维德快餐店","餐饮服务经营者","何小川","161","2017-01-20","浙江省湖州市吴兴区八里店镇大升路899号万达广场4035号商铺","2017-01-20至2022-01-19","零售","餐饮，食品","湖州市吴兴区市场监督管理局","2017-01-20","存续"
"10013","913304837707324274","桐乡市梧桐振东阿文小吃店","餐饮服务经营者","梁文","164","2016-03-15","浙江省嘉兴市桐乡市梧桐街道校场东路11幢625、627号","2016-03-15至2021-03-14","零售","餐饮，食品","桐乡市市场监督管理局","2016-03-15","存续"
