"14723","宁波百方气体有限公司","紫竹院路128号","方国珠","方国珠","胡治盈","紫竹院路128号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330212","浙江省药品监督管理局","2015-11-19","2020-11-18"
"14724","台州太法药业有限公司","上地西路与上地六街路口西侧","汪家振","汪家振","彭怀清","上地西路与上地六街路口西侧","批发","中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","331024","浙江省药品监督管理局","2017-08-08","2022-08-07"
"14725","浙江经纬药业有限公司","杨庄东街6号","徐惠云","徐惠云","郑跃飞","杨庄东街6号","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","330822","浙江省药品监督管理局","2017-06-06","2020-12-31"
"14726","宁波大红鹰药业股份有限公司","二七剧场路6号光发酒店1-3层","余剑伟","张素珍","张素珍","二七剧场路6号光发酒店1-3层","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素、麻黄碱复方制剂","330286","浙江省药品监督管理局","2015-11-19","2020-11-18"
"14727","宁波双伟制药有限公司","望京广顺北大街","孙伟东","孙伟平","于绍东","望京广顺北大街","零售","中成药、化学药制剂、抗生素原料药及制剂、生化药品、生物制品、化学原料药","330226","浙江省药品监督管理局","2015-11-19","2020-11-18"
"14728","济民健康管理股份有限公司","绿地中央广场","李丽莎","田云飞","冯雅琳","绿地中央广场","零售","中药材、中药饮片，(以上均不包含冷藏冷冻药品)","331003","浙江省药品监督管理局","2018-09-18","2020-07-19"
"14729","绍兴兴亚药业有限公司","光华路SOHO一期一层137A","朱小根","高慧峰","陈传江","光华路SOHO一期一层137A","零售","生物制品、疫苗、体外诊断试剂","330621","浙江省药品监督管理局","2018-09-25","2023-09-24"
"14730","台州阜大中药饮片有限公司","东直门","邱阳桂","杨典军","张丽","东直门","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素、第二类精神药品、医疗用毒性药品、体外诊断试剂","331002","浙江省药品监督管理局","2015-12-30","2020-12-29"
"14731","温州市申鹿气体有限公司","良乡苏庄，苏园小区西区门口对面","陈福令","陈福令","朱腾凯","良乡苏庄，苏园小区西区门口对面","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330302","浙江省药品监督管理局","2015-12-31","2020-12-30"
"14732","浙江田雨山药用油有限公司","丰科路","叶昱迅","叶建龙","傅蕾","丰科路","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","330825","浙江省药品监督管理局","2019-02-20","2020-12-31"
"14733","浙江新赛科药业有限公司","三元桥霄云路","李洪武","李洪武","杨林江","三元桥霄云路","批发","中成药、化学药制剂、抗生素制剂、生化药品、生物制品","330682","浙江省药品监督管理局","2018-08-27","2023-04-02"
"14734","浙江北生药业汉生制药有限公司","金宝街68号","洪鸣新","斯卫东","程绍红","金宝街68号","批发","中药材、中药饮片","330783","浙江省药品监督管理局","2018-01-29","2020-12-30"
"14735","浙江盛基药业有限公司","建国路88号SOHO现代城A座3712","曾瑞淼","曾瑞淼","余机权","建国路88号SOHO现代城A座3712","零售","生物制品、蛋白同化制剂、肽类激素（仅限生物制品）","330327","浙江省药品监督管理局","2017-01-11","2022-01-10"
"14736","台州市星明药业有限公司","良乡大学城首都师范大学2B09","丁仁友","丁仁友","卢济洪","良乡大学城首都师范大学2B09","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、精神药品(限第二类)、医疗用毒性药品，(以上均不包含冷藏冷冻药品)","331002","浙江省药品监督管理局","2018-01-17","2023-01-17"
"14737","杭州协和液化气体有限公司","郭家坞村怀沙路铁路桥西200米","沈建林","沈建林","蒋宏达","郭家坞村怀沙路铁路桥西200米","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素","330105","浙江省药品监督管理局","2016-01-05","2019-12-07"
"14738","浙江康莱特药业有限公司","姚家园综合市场门口","李义保","王海峰","张朝军","姚家园综合市场门口","零售","中药材、中药饮片，(以上均不包含冷藏冷冻药品)","330186","浙江省药品监督管理局","2018-01-05","2020-06-29"
"14739","杭州康恩贝制药有限公司","大成路大成南里1区23号楼","陈岳忠","徐春玲","徐秀卉","大成路大成南里1区23号楼","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","330108","浙江省药品监督管理局","2017-06-13","2020-12-30"
"14740","中肽生化有限公司","天宁寺西里16号","徐琪","徐琪","陆军波","天宁寺西里16号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","330186","浙江省药品监督管理局","2016-03-10","2020-01-29"
"14741","浙江弘盛药业有限公司","北苑南路辅路","汪炳英","汪炳英","朱广东","北苑南路辅路","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素、第二类精神药品","330183","浙江省药品监督管理局","2017-05-10","2020-01-03"
"14742","浙江思贤制药有限公司","漷县镇绿茵小区商铺6号","赵成建","金一平","祝高松","漷县镇绿茵小区商铺6号","批发","中成药、化学药制剂、抗生素制剂、生化药品(以上均不包含冷藏冷冻药品)","330621","浙江省药品监督管理局","2016-07-25","2020-05-26"
"14743","浙江新昌康平胶囊有限公司","青云店镇北辛屯内","潘慧明","潘慧明","陈菊娥","青云店镇北辛屯内","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330624","浙江省药品监督管理局","2018-07-17","2020-07-19"
"14744","浙江圣博康药业有限公司","采伟路8号","应圣俊","应圣俊","杜君美","采伟路8号","零售","中药材、中药饮片","330521","浙江省药品监督管理局","2018-11-06","2023-11-05"
"14745","华东医药股份有限公司","北辰路","李邦良","李邦良","陈志群","北辰路","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素原料药、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","330103","浙江省药品监督管理局","2016-02-26","2020-07-06"
"14746","浙江燎原药业股份有限公司","田村路.","屠瑛","林良通","周浚林","田村路.","零售","中药材、中成药、中药饮片、化学原料药、化学药制剂、抗生素制剂、生化药品、生物制品","331082","浙江省药品监督管理局","2018-05-07","2020-08-20"
"14747","嘉兴市天和制药有限公司","大张本村孙垡路与赵大路交汇西侧50米路南","赵其法","吴蕴","鲁建强","大张本村孙垡路与赵大路交汇西侧50米路南","零售","麻醉药品、中药材、抗生素原料药及制剂、化学药制剂、生物制品、精神药品、生化药品、中药饮片、化学原料药、中成药、蛋白同化制剂、肽类激素、麻黄碱复方制剂、医疗用毒性药品","330402","浙江省药品监督管理局","2018-08-20","2023-08-19"
"14748","杭州萧山东南气体有限公司","小屯路2号博龙家园南门向南15米","王友根","王水祥","孙苞","小屯路2号博龙家园南门向南15米","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品，(以上均不包含冷藏冷冻药品)","330109","浙江省药品监督管理局","2018-04-08","2020-01-11"
"14749","浙江润格制药有限公司","霄云路霄云里1号朝阳投资服务大厅2层","陈伟星","沈燕萍","李霞敏","霄云路霄云里1号朝阳投资服务大厅2层","批发","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、体外诊断试剂、蛋白同化制剂、肽类激素、医疗用毒性药品","330186","浙江省药品监督管理局","2018-02-23","2023-02-22"
"14750","台州南峰药业有限公司","上地西路与上地六街路口西侧","黄旭炎","黄旭炎","吴雄生","上地西路与上地六街路口西侧","零售","生物制品、蛋白同化制剂、肽类激素（仅限生物制品）
","331024","浙江省药品监督管理局","2015-12-30","2020-11-15"
"14751","浙江先锋科技股份有限公司","丽泽路京蒙大厦南","王文标","高飞飞","苗凤仙","丽泽路京蒙大厦南","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","331082","浙江省药品监督管理局","2017-12-18","2022-01-19"
"14752","浙江乐普药业股份有限公司","青云店镇西大屯村委会 向北50米","魏战江","洪华斌","吴建平","青云店镇西大屯村委会 向北50米","零售","中药材、中药饮片","331002","浙江省药品监督管理局","2018-08-09","2020-08-27"
"14753","联化科技（台州）有限公司","新康路6号","邹本立","邹本立","何祖运","新康路6号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","331082","浙江省药品监督管理局","2018-05-09","2022-08-20"
"14754","宁波双成药业有限公司","林荫南街1号","WANGYINGPU","姚忠","杨海龙","林荫南街1号","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、医疗用毒性药品，(以上均不包含冷藏冷冻药品)","330284","浙江省药品监督管理局","2018-03-15","2023-03-14"
"14755","杭州振和堂药业有限公司","学院南路51号","李家豪","李家豪","章怡","学院南路51号","批发","体外诊断试剂","330183","浙江省药品监督管理局","2018-12-26","2022-06-13"
"14756","浙江东邦药业有限公司","白石桥","池正明","池瀛","胡才科","白石桥","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素","331082","浙江省药品监督管理局","2017-06-26","2022-06-25"
"14757","宁波绿之健药业有限公司","新平北路33号","戴福盛","卢国定","孙娜","新平北路33号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330283","浙江省药品监督管理局","2017-07-04","2020-11-18"
"14758","宁波科友胶囊有限公司","农大南路农科院植保所旁边","李冲平","李冲平","魏祖艳","农大南路农科院植保所旁边","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330203","浙江省药品监督管理局","2017-03-20","2020-12-08"
"14759","宁波寿全斋中药饮片有限公司","西绒线胡同东","王寒民","王明江","陈丽丽","西绒线胡同东","零售","中药材、中药饮片","330284","浙江省药品监督管理局","2018-08-16","2022-06-20"
"14760","浙江天台药业有限公司","三条14号附近","郭一平","郭一平","杨晓章","三条14号附近","零售","中药材、生化药品、中药饮片、抗生素制剂、化学原料药、化学药制剂、生物制品、中成药、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","331023","浙江省药品监督管理局","2019-01-21","2020-09-15"
"14761","杭州澳医保灵药业有限公司","西便门外大街","钟海荣","庞孝铨","赵志良","西便门外大街","零售","中药材、中药饮片","330186","浙江省药品监督管理局","2016-09-20","2020-12-30"
"14762","杭州富阳杭氧气体有限公司","土桥华远铭苑商业街","顾红卫","顾红卫","陈礼峰","土桥华远铭苑商业街","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","330183","浙江省药品监督管理局","2019-01-17","2021-05-05"
"14763","浙江英特中药饮片有限公司","慧忠里320号住总大厦西门1-2楼","汪少华","汪少华","梁方园","慧忠里320号住总大厦西门1-2楼","零售","中药材、中药饮片","330624","浙江省药品监督管理局","2018-07-02","2020-10-07"
"14764","浙江普洛得邦制药有限公司","回龙观新龙城小区西门5号楼","马向红","马向红","谭跃浪","回龙观新龙城小区西门5号楼","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、体外诊断试剂、蛋白同化制剂、肽类激素","330783","浙江省药品监督管理局","2018-12-07","2023-12-06"
"14765","浦江县盛蓝胶囊有限公司","大望路SOHO现代城C座501室","倪燕","倪燕","戴永许","大望路SOHO现代城C座501室","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素","330726","浙江省药品监督管理局","2015-12-31","2020-12-30"
"14766","浙江方格药业有限公司","前罗圈胡同","任海斌","范建东","刘世柱","前罗圈胡同","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","331126","浙江省药品监督管理局","2016-06-02","2020-12-31"
"14767","宁波人健药业集团股份有限公司","东亚奥北3号楼","岑坚","岑坚","夏星辉","东亚奥北3号楼","零售","中药材、中药饮片","330282","浙江省药品监督管理局","2017-08-21","2020-11-17"
"14768","新昌县和信胶囊有限公司","和平里东街道15号","石优芹","吴桂英","潘海英","和平里东街道15号","零售","处方药与非处方药:中药材、中成药、化学药制剂、抗生素制剂、生化药品、生物制品","330624","浙江省药品监督管理局","2015-12-23","2020-07-05"
"14769","宁波中药制药股份有限公司","垡头东方家园东门旺鑫超市南20米","方明","方明","刘平淑","垡头东方家园东门旺鑫超市南20米","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","330206","浙江省药品监督管理局","2016-09-14","2021-09-13"
"14770","湖州京城气体有限公司","经海七路100号院11号楼","施建良","施建良","陈利民","经海七路100号院11号楼","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品（以上均不含冷藏冷冻药品）","330502","浙江省药品监督管理局","2015-12-28","2020-12-27"
"14771","浙江广聚缘生物科技有限公司","东外大街南侧","朱云华","徐琳","高本建","东外大街南侧","批发","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","330402","浙江省药品监督管理局","2017-01-13","2022-01-12"
"14772","浙江海迪森胶丸有限公司","佳亿广场4楼北三号","陈优萍","陈优萍","盛新阳","佳亿广场4楼北三号","零售","中成药、化学药制剂、抗生素制剂、生化药品、生物制品，(以上均不包含冷藏冷冻药品)","330624","浙江省药品监督管理局","2016-01-12","2021-01-11"
"14773","杭州新世纪混合气体有限公司","永大路","沈建林","沈建林","蒋宏达","永大路","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","330110","浙江省药品监督管理局","2019-01-31","2019-06-09"
"14774","杭州默沙东制药有限公司","国美餐饮街西150米","JosephShadsRomanelli","DavidJohnLutter","鲍淑雯","国美餐饮街西150米","零售","中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","330186","浙江省药品监督管理局","2019-01-17","2020-12-28"
"14775","杭州青春宝健康产品有限公司","大成南里一区23号楼","郭福敏","郭福敏","秦红丽","大成南里一区23号楼","零售","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、体外诊断试剂","330110","浙江省药品监督管理局","2017-01-25","2022-01-24"
"14776","浙江仙居君业药业有限公司","朝阳门外大街甲6号","张汝金","张汝金","董彬彬","朝阳门外大街甲6号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","331024","浙江省药品监督管理局","2016-12-02","2019-10-26"
"14777","浙江海天气体有限公司","西四环富丰桥工商联大厦","陈崇文","陈崇文","彭敏芬","西四环富丰桥工商联大厦","零售","中药材、中药饮片","331082","浙江省药品监督管理局","2015-12-30","2020-07-19"
"14778","浙江泰利森药业有限公司","清河小营西路安宁庄前街9号","崔和根","崔生法","文君","清河小营西路安宁庄前街9号","零售","中成药、化学药制剂、抗生素制剂、生化药品、精神药品(限第二类)，(以上均不包含冷藏冷冻药品)","330424","浙江省药品监督管理局","2015-12-31","2020-07-19"
"14779","遂昌县天一堂医药有限公司中药饮片厂","四惠通惠河8号","陆国新","林彬","","四惠通惠河8号","零售","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","331123","浙江省药品监督管理局","2014-01-01","2018-08-01"
"14780","浙江惠迪森药业有限公司","五路居便民商业街内","王超","史国荣","方秀炜","五路居便民商业街内","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素","330183","浙江省药品监督管理局","2018-07-13","2020-03-11"
"14781","诚达药业股份有限公司","西潞南大街南关西路5号","葛建利","卢刚","赵华丽","西潞南大街南关西路5号","批发","中药材、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330421","浙江省药品监督管理局","2018-06-07","2020-06-15"
"14782","台州江南气体有限公司","旧宫南小街向阳路西四条和友谊路交叉口向南50米","李云法","李云法","叶程龙","旧宫南小街向阳路西四条和友谊路交叉口向南50米","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","331004","浙江省药品监督管理局","2018-06-14","2020-08-02"
"14783","浙江巨泰药业有限公司","西关大街","胡红华","胡红华","张能江","西关大街","零售","中成药、中药材、中药饮片、化学药制剂、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","330802","浙江省药品监督管理局","2018-11-09","2020-12-31"
"14784","浙江晋巨化工有限公司","九渡河镇石湖峪村","俞宏伟","俞宏伟","朱颖","九渡河镇石湖峪村","零售","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、第二类精神药品，（以上均不包含冷藏冷冻药品）","330802","浙江省药品监督管理局","2016-01-01","2020-12-31"
"14785","浙江孚诺医药股份有限公司","宣海家园","傅龙云","傅龙云","单含文","宣海家园","批发","中成药、化学药制剂、抗生素制剂、生化药品（以上均不含冷藏、冷冻药品）","330783","浙江省药品监督管理局","2018-12-27","2020-12-30"
"14786","浙江景岳堂药业有限公司","十渡镇十大路十八渡京门饭庄向西100米路北","钱木水","钱木水","孙立恩","十渡镇十大路十八渡京门饭庄向西100米路北","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、抗生素原料药、生化药品、生物制品、精神药品(（限第二类）)、蛋白同化制剂、肽类激素","330621","浙江省药品监督管理局","2017-11-13","2020-12-10"
"14787","浙江药联胶丸有限公司","北郊学院路38号北京医科大学3区公寓楼1-2层","陈永明","陈永明","吴颖","北郊学院路38号北京医科大学3区公寓楼1-2层","零售","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素原料药及其制剂、生化药品、生物制品、精神药品（限第二类）、麻黄碱复方制剂、医疗用毒性药品","330624","浙江省药品监督管理局","2015-12-23","2020-09-13"
"14788","浙江绿世界制药有限公司","蒲洼乡六合村3号红井路占富农家院","戴珊媛","戴珊媛","陆宁一","蒲洼乡六合村3号红井路占富农家院","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、第二类精神药品(以上均不包含冷藏冷冻药品)","330523","浙江省药品监督管理局","2016-03-02","2021-03-01"
"14789","宁波康泰博科技发展有限公司","米家堡村北100米","LOUBOLIANG","楼小强","周振华","米家堡村北100米","零售","中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","330284","浙江省药品监督管理局","2018-06-07","2023-03-14"
"14790","浙江精进药业有限公司","龙腾街2-20号","王晖","王晖","罗兴华","龙腾街2-20号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、体外诊断试剂","331003","浙江省药品监督管理局","2016-07-29","2019-11-26"
"14791","浙江济康中药科技有限公司","花乡巴庄子139号","蒋大鹏","李康","杨小明","花乡巴庄子139号","批发","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品，(以上均不包含冷藏冷冻药品)","330282","浙江省药品监督管理局","2017-06-21","2022-06-20"
"14792","金陵药业股份有限公司浙江天峰制药厂","北苑家园望春园9号楼107室","李春敏","贾明怡","杨晟","北苑家园望春园9号楼107室","零售","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品","330502","浙江省药品监督管理局","2018-02-07","2020-12-30"
"14793","浙江家和制药有限公司","杨镇别庄中心路24号","冯幸福","张石方","陈爱珍","杨镇别庄中心路24号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药，(以上均不包含冷藏冷冻药品)","330482","浙江省药品监督管理局","2018-01-02","2020-12-31"
"14794","浙江石城胶丸有限公司","韩村河镇韩村河村农贸市场","杨能","杨能","杨英","韩村河镇韩村河村农贸市场","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","330624","浙江省药品监督管理局","2016-01-06","2020-11-24"
"14795","常山天道中药饮片有限公司","韩村河镇圣水峪村云水洞索道南侧50米","周一军","黄志","余桂朋","韩村河镇圣水峪村云水洞索道南侧50米","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","330822","浙江省药品监督管理局","2018-02-11","2023-02-10"
"14796","浙江巨能乐斯药业有限公司","十里河横街子天富丽宫底商","李世军","李世军","任伽诘","十里河横街子天富丽宫底商","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、精神药品(限第二类)、蛋白同化制剂、肽类激素（以上均不包含冷藏冷冻药品）","330382","浙江省药品监督管理局","2018-08-27","2020-12-30"
"14797","浙江佐力百草中药饮片有限公司","北下关皂君庙西里7号楼","黄明伟","余波","俞芳","北下关皂君庙西里7号楼","批发","体外诊断试剂","330523","浙江省药品监督管理局","2017-06-20","2022-06-19"
"14798","湖州仁华药业有限公司","朝阳门外大街吉祥里205号","吴雨青","吴稼祥","白俊","朝阳门外大街吉祥里205号","零售","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","330521","浙江省药品监督管理局","2016-07-18","2021-07-17"
