"24","余工商抵登字[2016]第11条","2016-08-01 00:00:00","余姚市市场监督管理局","4100万人民币","无效","已还款"
"25","浙工商抵登字(2011)第015条","2011-12-21 00:00:00","浙江省工商局","8528万人民币","无效","已还款"
"26","余工商抵登字[2006]第009条","2006-05-28 00:00:00","余姚市市场监督管理局","5758万人民币","无效","已还款"
"27","绍市监管抵登字[2017]第2条","2017-12-05 00:00:00","绍兴市市场监督管理局","24062万人民币","无效","已还款"
"28","浙工商抵登字(2014)第010条","2014-07-22 00:00:00","浙江省工商局","6453万人民币","无效","已还款"
"29","浙工商抵登字(2006)第009条","2006-06-24 00:00:00","浙江省工商局","1919万人民币","无效","已还款"
"30","浙工商抵登字(2007)第007条","2007-09-10 00:00:00","浙江省工商局","9165万人民币","无效","已还款"
"31","浙工商抵登字(2007)第001条","2007-01-11 00:00:00","浙江省工商局","6024万人民币","无效","已还款"
"32","浙工商抵登字(2017)第021条","2019-01-17 00:00:00","浙江省嘉兴市南湖区市场监督管理局","1963万人民币","有效","未还款"
"33","浙工商抵登字(2007)第011条","2018-11-26 00:00:00","浙江省嘉兴市南湖区市场监督管理局","3927万人民币","无效","已还款"
"34","浙工商抵登字(2018)第003条","2018-02-20 00:00:00","浙江省工商局","4000万人民币","无效","已还款"
"35","浙工商抵登字(2013)第007条","2013-07-25 00:00:00","浙江省工商局","7896万人民币","无效","已还款"
"36","绍市监管抵登字[2017]第3条","2017-12-06 00:00:00","绍兴市市场监督管理局","4900万人民币","无效","已还款"
"37","浙工商抵登字(2014)第016条","2014-12-27 00:00:00","浙江省工商局","2786万人民币","有效","未还款"
"38","浙工商抵登字(2007)第002条","2007-01-26 00:00:00","浙江省工商局","6578万人民币","无效","已还款"
"39","绍市监管抵登字[2016]第5条","2016-09-14 00:00:00","绍兴市市场监督管理局","5600万人民币","有效","未还款"
"40","浙工商抵登字(2012)第002条","2012-02-01 00:00:00","浙江省工商局","1128万人民币","无效","已还款"
"41","浙工商抵登字(2008)第015条","2008-12-11 00:00:00","浙江省工商局","4250万人民币","无效","已还款"
"42","浙工商抵登字(2012)第003条","2012-02-07 00:00:00","浙江省工商局","6886万人民币","无效","已还款"
"43","浙工商抵登字(2014)第003条","2014-02-18 00:00:00","浙江省工商局","1582万人民币","有效","未还款"
"44","浙工商抵登字(2013)第004条","2013-06-09 00:00:00","浙江省工商局","4666万人民币","无效","已还款"
"45","绍市监管抵登字[2017]第8条","2017-05-05 00:00:00","绍兴市市场监督管理局","5279万人民币","有效","未还款"
"46","浙工商抵登字(2013)第010条","2013-10-13 00:00:00","浙江省工商局","2543万人民币","无效","已还款"
"47","余工商抵登字[2010]第8条","2010-01-05 00:00:00","余姚市市场监督管理局","111万人民币","无效","已还款"
"48","余工商抵登字[2006]第8条","2006-04-11 00:00:00","余姚市市场监督管理局","2476万人民币","无效","已还款"
"49","浙工商抵登字(2009)第008条","2009-07-05 00:00:00","浙江省工商局","5540万人民币","无效","已还款"
"50","浙工商抵登字(2015)第010条","2015-10-11 00:00:00","浙江省工商局","7840万人民币","有效","未还款"
"51","浙工商抵登字(2010)第006条","2010-05-13 00:00:00","浙江省工商局","9770万人民币","无效","已还款"
"52","余工商抵登字[2009]第0条","2009-04-20 00:00:00","余姚市市场监督管理局","4000万人民币","无效","已还款"
"53","余工商抵登字[2016]第5条","2016-07-21 00:00:00","余姚市市场监督管理局","840万人民币","无效","已还款"
"54","浙工商抵登字(2018)第005条","2018-05-14 00:00:00","浙江省工商局","957万人民币","有效","未还款"
"55","浙工商抵登字(2005)第005条","2005-04-30 00:00:00","浙江省工商局","195万人民币","无效","已还款"
"56","浙工商抵登字(2012)第001条","2012-01-17 00:00:00","浙江省工商局","402万人民币","无效","已还款"
"57","浙工商抵登字(2017)第003条","2017-04-07 00:00:00","浙江省工商局","7977万人民币","有效","未还款"
"58","浙工商抵登字(2005)第017条","2005-11-26 00:00:00","浙江省工商局","8200万人民币","无效","已还款"
"59","余工商抵登字[2010]第9条","2010-05-29 00:00:00","余姚市市场监督管理局","5209万人民币","有效","未还款"
"60","浙工商抵登字(2018)第004条","2018-03-31 00:00:00","浙江省工商局","6712万人民币","有效","未还款"
"61","浙工商抵登字(2015)第007条","2015-09-11 00:00:00","浙江省工商局","6565万人民币","无效","已还款"
"62","浙工商抵登字(2016)第006条","2016-04-11 00:00:00","浙江省工商局","3013万人民币","有效","未还款"
"63","余工商抵登字[2009]第4条","2009-08-09 00:00:00","余姚市市场监督管理局","1629万人民币","无效","已还款"
"64","余工商抵登字[2005]第7条","2005-03-19 00:00:00","余姚市市场监督管理局","3435万人民币","无效","已还款"
"65","余工商抵登字[2009]第6条","2009-06-07 00:00:00","余姚市市场监督管理局","7568万人民币","无效","已还款"
"66","浙工商抵登字(2008)第011条","2008-08-08 00:00:00","浙江省工商局","9570万人民币","无效","已还款"
"67","浙工商抵登字(2013)第002条","2013-02-24 00:00:00","浙江省工商局","6979万人民币","无效","已还款"
"68","余工商抵登字[2010]第7条","2010-04-30 00:00:00","余姚市市场监督管理局","4590万人民币","无效","已还款"
"69","浙工商抵登字(2014)第013条","2014-11-02 00:00:00","浙江省工商局","4357万人民币","无效","已还款"
"70","浙工商抵登字(2014)第002条","2014-02-17 00:00:00","浙江省工商局","1640万人民币","有效","未还款"
"71","绍市监管抵登字[2017]第7条","2017-12-28 00:00:00","绍兴市市场监督管理局","10000万人民币","有效","未还款"
"72","绍市监管抵登字[2016]第7条","2016-05-10 00:00:00","绍兴市市场监督管理局","8033万人民币","无效","已还款"
"73","浙工商抵登字(2009)第007条","2009-06-24 00:00:00","浙江省工商局","4826万人民币","无效","已还款"
"74","浙工商抵登字(2009)第003条","2009-04-04 00:00:00","浙江省工商局","419万人民币","无效","已还款"
"75","浙工商抵登字(2005)第008条","2005-06-29 00:00:00","浙江省工商局","871万人民币","无效","已还款"
"76","浙工商抵登字(2017)第009条","2017-06-28 00:00:00","浙江省工商局","6877万人民币","有效","未还款"
"77","浙工商抵登字(2013)第008条","2013-08-03 00:00:00","浙江省工商局","5693万人民币","无效","已还款"
"78","浙工商抵登字(2016)第008条","2016-05-06 00:00:00","浙江省工商局","583万人民币","无效","已还款"
"79","浙工商抵登字(2014)第001条","2014-01-18 00:00:00","浙江省工商局","7036万人民币","无效","已还款"
"80","绍市监管抵登字[2006]第3条","2006-03-01 00:00:00","绍兴市市场监督管理局","8200万人民币","无效","已还款"
"81","嘉南工商抵登字[2018]第1条","2018-04-18 00:00:00","嘉兴市工商局南湖分局","2781万人民币","有效","未还款"
"82","余工商抵登字[2005]第6条","2005-01-02 00:00:00","余姚市市场监督管理局","5000万人民币","无效","已还款"
"83","浙工商抵登字(2011)第010条","2011-07-03 00:00:00","浙江省工商局","3522万人民币","无效","已还款"
"84","绍市监管抵登字[2016]第6条","2016-07-15 00:00:00","绍兴市市场监督管理局","8177万人民币","无效","已还款"
"85","绍市监管抵登字[2017]第1条","2017-11-30 00:00:00","绍兴市市场监督管理局","860万人民币","有效","未还款"
"86","浙工商抵登字(2008)第007条","2008-05-02 00:00:00","浙江省工商局","7025万人民币","无效","已还款"
"87","浙工商抵登字(2007)第004条","2007-04-22 00:00:00","浙江省工商局","8088万人民币","无效","已还款"
"88","余工商抵登字[2016]第1条","2016-01-14 00:00:00","余姚市市场监督管理局","9553万人民币","无效","已还款"
"89","浙工商抵登字(2016)第011条","2016-06-24 00:00:00","浙江省工商局","6000万人民币","有效","未还款"
"90","浙工商抵登字(2016)第012条","2018-09-22 00:00:00","浙江省宁波市余姚市市场监督管理局","500万人民币","有效","未还款"
"91","浙工商抵登字(2015)第004条","2015-06-21 00:00:00","浙江省工商局","7465万人民币","有效","未还款"
"92","绍市监管抵登字[2017]第1条","2017-04-13 00:00:00","绍兴市市场监督管理局","5600万人民币有效","有效","未还款"
"93","浙工商抵登字(2011)第002条","2011-02-05 00:00:00","浙江省工商局","320万人民币","无效","已还款"
"94","浙工商抵登字(2017)第001条","2017-01-14 00:00:00","浙江省工商局","121万人民币","有效","未还款"
"95","浙工商抵登字(2011)第003条","2011-02-21 00:00:00","浙江省工商局","286万人民币","无效","已还款"
"96","浙工商抵登字(2009)第009条","2009-08-06 00:00:00","浙江省工商局","2936万人民币","无效","已还款"
"97","嘉南工商抵登字[2018]第9条","2018-07-14 00:00:00","嘉兴市工商局南湖分局","7146万人民币","无效","已还款"
"98","余工商抵登字[2010]第3条","2010-04-04 00:00:00","余姚市市场监督管理局","1696万人民币","无效","已还款"
"99","浙工商抵登字(2010)第010条","2010-06-17 00:00:00","浙江省工商局","8938万人民币","无效","已还款"
"100","浙工商抵登字(2009)第014条","2009-12-26 00:00:00","浙江省工商局","7866万人民币","无效","已还款"
"101","浙工商抵登字(2010)第014条","2010-11-03 00:00:00","浙江省工商局","6383万人民币","无效","已还款"
"102","浙工商抵登字(2008)第003条","2008-03-16 00:00:00","浙江省工商局","7014万人民币","无效","已还款"
"103","嘉南工商抵登字[2017]第9条","2017-04-24 00:00:00","嘉兴市工商局南湖分局","7518万人民币","有效","未还款"
"104","浙工商抵登字(2017)第004条","2017-05-05 00:00:00","浙江省工商局","2309万人民币","有效","未还款"
"105","浙工商抵登字(2017)第024条","2018-09-13 00:00:00","浙江省宁波市余姚市市场监督管理局","500万人民币","无效","已还款"
"106","浙工商抵登字(2013)第011条","2013-11-04 00:00:00","浙江省工商局","2315万人民币","无效","已还款"
"107","浙工商抵登字(2012)第008条","2012-07-09 00:00:00","浙江省工商局","1036万人民币","无效","已还款"
"108","浙工商抵登字(2012)第006条","2012-05-21 00:00:00","浙江省工商局","9949万人民币","无效","已还款"
"109","浙工商抵登字(2016)第007条","2016-04-22 00:00:00","浙江省工商局","4600万人民币","有效","未还款"
"110","余工商抵登字[2006]第002条","2006-05-04 00:00:00","余姚市市场监督管理局","5149万人民币","无效","已还款"
"111","浙工商抵登字(2008)第002条","2008-02-22 00:00:00","浙江省工商局","2576万人民币","无效","已还款"
"112","余工商抵登字[2017]第34条","2017-09-18 00:00:00","余姚市市场监督管理局","500万人民币","无效","已还款"
"113","绍市监管抵登字[2017]第4条","2017-11-03 00:00:00","绍兴市市场监督管理局","14290万人民币","有效","未还款"
"114","浙工商抵登字(2006)第007条","2006-06-16 00:00:00","浙江省工商局","4332万人民币","无效","已还款"
"115","绍越监管抵登字[2018]第3条","2018-07-12 00:00:00","绍兴市越城区市场监督管理局","103397万人民币","有效","未还款"
"116","浙工商抵登字(2008)第001条","2008-01-31 00:00:00","浙江省工商局","8257万人民币","无效","已还款"
"117","浙工商抵登字(2014)第004条","2014-03-15 00:00:00","浙江省工商局","5584万人民币","无效","已还款"
"118","浙工商抵登字(2006)第017条","2006-12-27 00:00:00","浙江省工商局","8352万人民币","无效","已还款"
"119","浙工商抵登字(2015)第005条","2015-07-27 00:00:00","浙江省工商局","1199万人民币","有效","未还款"
"120","嘉南工商抵登字[2018]第2条","2018-04-20 00:00:00","嘉兴市工商局南湖分局","3790万人民币","无效","已还款"
"121","浙工商抵登字(2014)第005条","2014-03-15 00:00:00","浙江省工商局","457万人民币","无效","已还款"
"122","绍市监管抵登字[2006]第5条","2006-03-05 00:00:00","绍兴市市场监督管理局","8600万人民币","无效","已还款"
"123","嘉南工商抵登字[2017]第4条","2017-09-20 00:00:00","嘉兴市工商局南湖分局","9000万人民币","有效","未还款"
"124","浙工商抵登字(2015)第002条","2015-03-23 00:00:00","浙江省工商局","462万人民币","有效","未还款"
"125","浙工商抵登字(2016)第004条","2016-02-21 00:00:00","浙江省工商局","2201万人民币","无效","已还款"
"126","浙工商抵登字(2011)第009条","2011-04-04 00:00:00","浙江省工商局","9203万人民币","无效","已还款"
"127","浙工商抵登字(2005)第013条","2005-08-29 00:00:00","浙江省工商局","3500万人民币","无效","已还款"
"128","浙工商抵登字(2010)第016条","2010-11-19 00:00:00","浙江省工商局","3165万人民币","无效","已还款"
"129","浙工商抵登字(2014)第012条","2014-09-25 00:00:00","浙江省工商局","3236万人民币","无效","已还款"
"130","浙工商抵登字(2015)第011条","2015-12-27 00:00:00","浙江省工商局","2400万人民币","无效","已还款"
"131","浙工商抵登字(2018)第002条","2018-01-22 00:00:00","浙江省工商局","2000万人民币","有效","未还款"
"132","浙工商抵登字(2015)第001条","2015-02-22 00:00:00","浙江省工商局","1867万人民币","有效","未还款"
"133","余工商抵登字[2010]第006条","2010-01-09 00:00:00","余姚市市场监督管理局","6351万人民币","无效","已还款"
"134","绍市监管抵登字[2016]第5条","2016-05-05 00:00:00","绍兴市市场监督管理局","6793万人民币","无效","已还款"
"135","浙工商抵登字(2010)第017条","2010-12-19 00:00:00","浙江省工商局","6847万人民币","无效","已还款"
"136","浙工商抵登字(2015)第008条","2015-09-15 00:00:00","浙江省工商局","571万人民币","有效","未还款"
"137","浙工商抵登字(2005)第019条","2005-12-04 00:00:00","浙江省工商局","6000万人民币","无效","已还款"
"138","浙工商抵登字(2016)第014条","2016-10-10 00:00:00","浙江省工商局","4932万人民币","有效","未还款"
"139","浙工商抵登字(2016)第009条","2016-05-22 00:00:00","浙江省工商局","8000万人民币","有效","未还款"
"140","浙工商抵登字(2015)第009条","2015-09-15 00:00:00","浙江省工商局","8049万人民币","无效","已还款"
"141","浙工商抵登字(2009)第002条","2009-03-28 00:00:00","浙江省工商局","9995万人民币","无效","已还款"
"142","浙工商抵登字(2006)第006条","2006-06-14 00:00:00","浙江省工商局","3800万人民币","无效","已还款"
"143","浙工商抵登字(2014)第015条","2014-12-14 00:00:00","浙江省工商局","2138万人民币","无效","已还款"
"144","绍市监管抵登字[2016]第6条","2016-05-06 00:00:00","绍兴市市场监督管理局","8300万人民币","无效","已还款"
"145","浙工商抵登字(2016)第010条","2016-06-12 00:00:00","浙江省工商局","7000万人民币","有效","未还款"
"146","浙工商抵登字(2016)第005条","2016-02-25 00:00:00","浙江省工商局","8038万人民币","有效","未还款"
"147","浙工商抵登字(2011)第011条","2011-07-08 00:00:00","浙江省工商局","6302万人民币","无效","已还款"
"148","浙工商抵登字(2008)第009条","2008-07-28 00:00:00","浙江省工商局","609万人民币","无效","已还款"
"149","浙工商抵登字(2010)第011条","2010-09-08 00:00:00","浙江省工商局","8004万人民币","无效","已还款"
"150","浙工商抵登字(2012)第009条","2012-08-24 00:00:00","浙江省工商局","7360万人民币","无效","已还款"
"151","浙工商抵登字(2010)第001条","2010-03-10 00:00:00","浙江省工商局","2912万人民币","无效","已还款"
"152","浙工商抵登字(2012)第005条","2012-03-23 00:00:00","浙江省工商局","6998万人民币","无效","已还款"
"153","浙工商抵登字(2006)第015条","2006-11-29 00:00:00","浙江省工商局","2092万人民币","无效","已还款"
"154","浙工商抵登字(2013)第009条","2013-08-28 00:00:00","浙江省工商局","9220万人民币","有效","未还款"
"155","浙工商抵登字(2013)第013条","2013-12-12 00:00:00","浙江省工商局","4867万人民币","有效","未还款"
"156","余工商抵登字[2016]第003条","2016-01-20 00:00:00","余姚市市场监督管理局","835万人民币","无效","已还款"
"157","浙工商抵登字(2009)第004条","2009-05-07 00:00:00","浙江省工商局","2443万人民币","无效","已还款"
"158","浙工商抵登字(2007)第003条","2007-04-06 00:00:00","浙江省工商局","682万人民币","无效","已还款"
"159","绍市监管抵登字[2017]第2条","2017-08-16 00:00:00","绍兴市市场监督管理局","6489万人民币","有效","未还款"
"160","浙工商抵登字(2012)第007条","2012-06-24 00:00:00","浙江省工商局","810万人民币","无效","已还款"
"161","浙工商抵登字(2005)第020条","2005-12-24 00:00:00","浙江省工商局","8110万人民币","无效","已还款"
"162","浙工商抵登字(2006)第002条","2006-02-04 00:00:00","浙江省工商局","600万人民币","无效","已还款"
"163","浙工商抵登字(2014)第007条","2014-06-08 00:00:00","浙江省工商局","7335万人民币","有效","未还款"
"164","浙工商抵登字(2015)第006条","2015-08-09 00:00:00","浙江省工商局","8316万人民币","有效","未还款"
"165","浙工商抵登字(2011)第001条","2011-01-27 00:00:00","浙江省工商局","7338万人民币","无效","已还款"
"166","浙工商抵登字(2009)第001条","2009-01-23 00:00:00","浙江省工商局","2636万人民币","无效","已还款"
"167","浙工商抵登字(2011)第005条","2011-03-06 00:00:00","浙江省工商局","2316万人民币","无效","已还款"
"168","浙工商抵登字(2009)第012条","2009-10-19 00:00:00","浙江省工商局","5679万人民币","无效","已还款"
"169","浙工商抵登字(2012)第010条","2012-11-28 00:00:00","浙江省工商局","8576万人民币","无效","已还款"
"170","浙工商抵登字(2005)第016条","2005-10-26 00:00:00","浙江省工商局","2690万人民币","无效","已还款"
"171","嘉南工商抵登字[2017]第5条","2017-09-21 00:00:00","嘉兴市工商局南湖分局","4000万人民币","无效","已还款"
"172","浙工商抵登字(2011)第008条","2011-04-02 00:00:00","浙江省工商局","2308万人民币","无效","已还款"
"173","余工商抵登字[2010]第002条","2010-05-14 00:00:00","余姚市市场监督管理局","6532万人民币","无效","已还款"
"174","浙工商抵登字(2010)第005条","2010-04-15 00:00:00","浙江省工商局","1455万人民币","无效","已还款"
"175","浙工商抵登字(2011)第004条","2011-02-28 00:00:00","浙江省工商局","309万人民币","无效","已还款"
"176","余工商抵登字[2016]第015条","2016-09-01 00:00:00","余姚市市场监督管理局","4006万人民币","无效","已还款"
"177","浙工商抵登字(2009)第010条","2009-09-06 00:00:00","浙江省工商局","9229万人民币","无效","已还款"
"178","浙工商抵登字(2016)第015条","2016-10-28 00:00:00","浙江省工商局","6294万人民币","无效","已还款"
"179","浙工商抵登字(2007)第010条","2007-11-28 00:00:00","浙江省工商局","3912万人民币","无效","已还款"
"180","余工商抵登字[2005]第001条","2005-01-10 00:00:00","余姚市市场监督管理局","7877万人民币","无效","已还款"
"181","浙工商抵登字(2010)第009条","2010-06-13 00:00:00","浙江省工商局","1584万人民币","无效","已还款"
"182","浙工商抵登字(2009)第011条","2009-10-03 00:00:00","浙江省工商局","4114万人民币","无效","已还款"
"183","余工商抵登字[2010]第001条","2010-05-12 00:00:00","余姚市市场监督管理局","3277万人民币","有效","未还款"
"184","浙工商抵登字(2008)第008条","2008-05-09 00:00:00","浙江省工商局","7609万人民币","无效","已还款"
"185","浙工商抵登字(2018)第006条","2018-07-25 00:00:00","浙江省工商局","117万人民币","有效","未还款"
"186","浙工商抵登字(2011)第007条","2011-04-01 00:00:00","浙江省工商局","8000万人民币","无效","已还款"
"187","余工商抵登字[2017]第030条","2017-09-11 00:00:00","余姚市市场监督管理局","5378万人民币","无效","已还款"
"188","绍市监管抵登字[2016]第1条","2016-09-21 00:00:00","绍兴市市场监督管理局","9486万人民币","有效","未还款"
"189","浙工商抵登字(2017)第005条","2017-05-19 00:00:00","浙江省工商局","5455万人民币","有效","未还款"
"190","浙工商抵登字(2007)第011条","2007-12-05 00:00:00","浙江省工商局","4628万人民币","无效","已还款"
"191","余工商抵登字[2016]第12条","2016-08-01 00:00:00","余姚市市场监督管理局","7244万人民币","无效","已还款"
"192","余工商抵登字[2005]第009条","2005-01-03 00:00:00","余姚市市场监督管理局","7240万人民币","无效","已还款"
"193","浙工商抵登字(2005)第015条","2005-10-13 00:00:00","浙江省工商局","1507万人民币","无效","已还款"
"194","浙工商抵登字(2011)第006条","2011-03-17 00:00:00","浙江省工商局","5000万人民币","无效","已还款"
"195","绍市监管抵登字[2006]第4条","2006-03-05 00:00:00","绍兴市市场监督管理局","5000万人民币","无效","已还款"
"196","浙工商抵登字(2009)第013条","2009-11-27 00:00:00","浙江省工商局","1133万人民币","无效","已还款"
"197","浙工商抵登字(2014)第011条","2014-07-30 00:00:00","浙江省工商局","9827万人民币","无效","已还款"
"198","浙工商抵登字(2013)第001条","2013-02-18 00:00:00","浙江省工商局","6824万人民币","无效","已还款"
"199","浙工商抵登字(2009)第006条","2009-06-14 00:00:00","浙江省工商局","6649万人民币","无效","已还款"
"200","浙工商抵登字(2010)第007条","2010-05-27 00:00:00","浙江省工商局","9415万人民币","无效","已还款"
"201","浙工商抵登字(2010)第017条","2018-12-26 00:00:00","浙江省绍兴市越城区市场监督管理局","10000万人民币","有效","未还款"
