"29225","杭州宝岛眼镜连锁有限公司体育场路分公司","王智","第Ⅲ类医疗器械：6822软性角膜接触镜及护理用液的零售","陈滨滨","杭州下城区体育场路92-94号","杭州下城区体育场路92-94号","杭州市下城区体育场路92-94号","零售","浙杭食药监械经营许20170088号","杭州市市场监督管理局","2017-02-07","2022-02-06"
"32893","杭州旭申商贸有限公司","申屠云华","6801基础外科手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具，仪器及内窥镜设备，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6828医用磁共振设备，6830医用X射线设备，6840临床检验分析仪器，6845体外循环及血液处理设备，6846植入材料和人工器官，6854手术室，急救室，诊疗室设备及器具，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6877介入器材","王仁荣","浙江省杭州市桐庐县江南镇金堂路733号502室","浙江省杭州市桐庐县江南镇金堂路733号502室","浙江省杭州市桐庐县江南镇金堂路733号502室","批发","浙杭食药监械经营许20170519号","杭州市市场监督管理局","2017-09-29","2022-09-28"
"33058","杭州茂润祥医疗器械有限公司","马利刚","6801基础外科手术器械，6810矫形外科(骨科)手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具，仪器及内窥镜设备，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6830医用X射线设备，6840临床检验分析仪器，6845体外循环及血液处理设备，6846植入材料和人工器官，6854手术室，急救室，诊疗室设备及器具，6863口腔科材料，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6870软件，6877介入器材","王蕊","浙江省杭州市桐庐县桐庐经济开发区洋洲南路199号桐庐科技孵化园A座7001室（委托贮存、配送）","浙江省杭州市桐庐县桐庐经济开发区洋洲南路199号桐庐科技孵化园A座7152","浙江省杭州市桐庐县桐庐经济开发区洋洲南路199号桐庐科技孵化园A座7152","批发","浙杭食药监械经营许20180430号","杭州市市场监督管理局","2018-05-29","2023-05-28"
"33801","浙江国赫医疗器械有限公司","王吉锋","第III类医疗器械：6821医用电子仪器设备（除植入式心脏起搏器和植入体内的医用传感器），6822医用光学器具、仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具），6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6854手术室、急救室、诊疗室设备及器具","黄志锋","杭州市江干区盈澜商务中心2幢218室","杭州市江干区盈澜商务中心2幢218室","杭州市江干区盈澜商务中心2幢218室","批发","浙杭食药监械经营许20180073号","杭州市市场监督管理局","2018-02-06","2023-02-05"
"34759","桐庐云帆医疗器械有限公司","胡利华","第Ⅲ类医疗器械：医用光学器具、仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具），医用高频仪器设备.","管晓东","桐庐县桐庐经济开发区东兴路608号315室","桐庐县桐庐经济开发区东兴路608号315室","桐庐县桐庐经济开发区东兴路608号315室","批发","浙杭食药监械经营许20150534号","杭州市市场监督管理局","2015-09-10","2020-09-09"
"34981","义乌雅益医疗器械有限公司","詹晓华","第三类：6815注射穿刺器械，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6830医用X射线设备，6846植入材料和人工器官（除助听器），6854手术室、急救室、诊疗室设备及器具，6863口腔科材料，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品","詹晓华","浙江省义乌市北苑街道嘉和公寓1幢327室","浙江省义乌市北苑街道嘉和公寓1幢327室","浙江省义乌市北苑街道嘉和公寓1幢327室","批发","浙金食药监械经营许20150066号","金华市市场监督管理局","2017-08-02","2022-08-06"
"35105","台州蓝腾医疗器械有限公司","罗建军","第Ⅲ类：6823医用超声仪器及有关设备，6821医用电子仪器设备（有创医用传感器、无创医用传感器、用于心脏的治疗急救装置、有创式电生理仪器及创新电生理仪器等除外），6830医用X射线设备（只做X射线诊断设备及高压发生装置），6840临床检验分析仪器","王云祥","临海市大洋街道中心区商业街8号楼283号","临海市大洋街道中心区商业街8号楼283号","临海市大洋街道中心区商业街8号楼283号","批零兼营","浙台食药监械经营许20150056号","台州市食品药品监督管理局","2015-11-18","2020-11-17"
"36010","宁波海曙新丽医疗器械有限公司","周朝锋","第三类:6821医用电子仪器设备，6822医用光学器具、仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具），6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6840临床检验分析仪器，6846植入材料和人工器官（除助听器），6854手术室、急救室、诊疗室设备及器具，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂","周朝锋","宁波市海曙区高塘路41弄30号","宁波市海曙区高塘路41弄30号","宁波市海曙区高塘路41弄30号","零售","浙甬食药监械经营许20150060号","宁波市食品药品监督管理局","2015-04-15","2020-04-14"
"36651","温岭市新阳光眼镜有限公司","赵守平","6822软性角膜接触镜及护理液零售","赵守平","温岭市太平街道人民中路278-280号","温岭市太平街道人民中路278-280号","温岭市太平街道人民中路278-280号","零售","浙台食药监械经营许20160031号","台州市市场监督管理局","2016-06-23","2021-06-22"
"37205","金华市衡康医疗器械有限公司","侯柱承","第III类医疗器械;6826物理治疗及康复设备","张娟","浙江省金华市婺城区白龙桥镇长乐街东幢","浙江省金华市婺城区白龙桥镇长乐街东幢","浙江省金华市婺城区白龙桥镇长乐街东幢","零售","浙金食药监械经营许20150036号","金华市市场监督管理局","2017-04-06","2020-06-02"
"46205","温州高新升升眼镜店","空","第Ⅲ类医疗器械：6822软性角膜接触镜及护理用液的零售","何艳","温州市龙湾区蒲州街道楠溪江路200号","温州市龙湾区蒲州街道楠溪江路200号","温州市龙湾区蒲州街道楠溪江路200号","零售","浙温食药监械经营许20150212号","温州市市场监督管理局","2016-01-05","2021-01-04"
"48267","杭州真汇科技有限公司","龚明辉","6804眼科手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具，仪器及内窥镜设备，6823医用超声仪器及有关设备，6825医用高频仪器设备，6846植入材料和人工器官，6854手术室，急救室，诊疗室设备及器具，6864医用卫生材料及敷料，6866医用高分子材料及制品，6877介入器材","张于平","杭州市滨江区长河街道江二路400号1幢407室","杭州市滨江区长河街道江二路400号1幢407室","杭州市滨江区长河街道江二路400号1幢407室","批发","浙杭食药监械经营许20150555号","杭州市市场监督管理局","2017-10-23","2022-10-22"
"49809","华东医药股份有限公司器材化剂分公司","李邦良","第III类医疗器械:6801基础外科手术器械、6802显微外科手术器械、6803神经外科手术器械、6804眼科手术器械、6805耳鼻喉科手术器械、6806口腔科手术器械、6807胸腔心血管外科手术器械、6808腹部外科手术器械、6809泌尿肛肠外科手术器械、6810矫形外科(骨科)手术器械、6812妇产科用器械、6813计划生育器械、6815注射穿刺器械、6816烧伤(整形)科手术器械、6820普通诊察器械、6821医用电子仪器设备、6822医用光学器具、仪器及内窥镜设备、6823医用超声仪器及有关设备、6824医用激光仪器设备、6825医用高频仪器设备、6826物理治疗及康复设备、6827中医器械、6828医用磁共振设备、6830医用X射线设备、6831医用X射线附属设备及部件、6832医用高能射线设备、6833医用核素设备、6834医用射线防护用品、装置、6840临床检验分析仪器、6840体外诊断试剂、6841医用化验和基础设备器具、6845体外循环及血液处理设备、6846植入材料和人工器官、6854手术室、急救室、诊疗室设备及器具、6855口腔科设备及器具、6856病房护理设备及器具、6857消毒和灭菌设备及器具、6858医用冷疗、低温、冷藏设备及器具、6863口腔科材料、6864医用卫生材料及敷料、6865医用缝合材料及粘合剂、6866医用高分子材料及制品、6870软件、6877介入器材、其他","王晓磊","杭州市经济开发区白杨街道13号大街325号$$杭州市经济技术开发区白杨街道22号大街52号4幢2楼$$杭州市下城区河东路219号$$杭州市上城区清泰街368号$$杭州市经济技术开发区白杨街道22号大街52号4幢3楼6号库$$杭州市上城区东铁大厦7楼","杭州市上城区清泰街368号","杭州市上城区清泰街368号","批零兼营","浙杭食药监械经营许20150345号","杭州市市场监督管理局","2018-02-13","2023-02-12"
"49981","瑞安市众健医疗器械有限公司","裴红霞","6826物理治疗及康复设备","李升贵","瑞安市塘下镇韩田村南大门路123号","瑞安市塘下镇韩田村南大门路123号","瑞安市塘下镇韩田村南大门路123号","零售","浙温食药监械经营许20170052号","浙江省食品药品监督管理局","2018-01-11","2022-05-26"
"50874","浙江申达斯奥医疗器械有限公司","申屠志标","6801基础外科手术器械，6822医用光学器具，仪器及内窥镜设备，6824医用激光仪器设备，6825医用高频仪器设备，6846植入材料和人工器官","邓君泽","桐庐县经济开发区白云源东路699号","桐庐县经济开发区白云源东路699号","桐庐县经济开发区白云源东路699号","批发","浙杭食药监械经营许20170243号","杭州市市场监督管理局","2017-05-12","2022-05-11"
"51473","杭州九洲大药房连锁有限公司上沙路店","齐丽","6815注射穿刺器械，6826物理治疗及康复设备，6864医用卫生材料及敷料，6866医用高分子材料及制品","刘俊","杭州经济技术开发区上沙路220-104室、220-105室（中沙金座5幢）","杭州经济技术开发区上沙路220-104室、220-105室（中沙金座5幢）","杭州经济技术开发区上沙路220-104室、220-105室（中沙金座5幢）","零售","浙杭食药监械经营许20180366号","杭州市市场监督管理局","2018-05-30","2023-05-29"
"52639","杭州优浩医疗器械有限公司","潘君妹","6801基础外科手术器械，6822医用光学器具，仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具），6825医用高频仪器设备","彭婷","桐庐县桐庐经济开发区东兴路608号223室","桐庐县桐庐经济开发区东兴路608号223室","桐庐县桐庐经济开发区东兴路608号223室","批发","浙杭食药监械经营许20170186号","杭州市市场监督管理局","2017-04-05","2022-04-04"
"55089","兰溪星锦健康管理有限公司","王兴利","6826物理治疗及康复设备","牟小芳","无","浙江省金华市兰溪市马涧镇马涧村（原马五村马涧柏林酒厂内）","浙江省金华市兰溪市马涧镇马涧村（原马五村马涧柏林酒厂内）","零售","浙金食药监械经营许20180033号","金华市市场监督管理局","2018-06-08","2023-06-07"
"55641","嵊州市郑氏眼镜行世纪广场店","空","第Ⅲ类：软性角膜接触镜及护理用液的零售","吴文立","嵊州市剡湖街道世纪广场一楼1103-1105号","嵊州市剡湖街道世纪广场一楼1103-1105号","嵊州市剡湖街道世纪广场一楼1103-1105号","零售","浙绍食药监械经营许20160103号","浙江省食品药品监督管理局","2017-05-04","2021-12-11"
"55762","苍南新视光眼镜店","空","第Ⅲ类：6822软性角膜接触镜及护理用液的零售","王廷敏","苍南县钱库镇站中路37-41号","苍南县钱库镇站中路37-41号","苍南县钱库镇站中路37-41号","零售","浙温食药监械经营许20160075号","浙江省食品药品监督管理局","2018-06-27","2021-02-16"
"56862","桐庐旭龙医疗器械有限公司","应立明","6801基础外科手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具，仪器及内窥镜设备，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6828医用磁共振设备，6830医用X射线设备，6840临床检验分析仪器，6845体外循环及血液处理设备，6846植入材料和人工器官，6854手术室，急救室，诊疗室设备及器具，6863口腔科材料，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6877介入器材","李慧蓉","浙江省杭州市桐庐县江南镇金堂路733号415室","浙江省杭州市桐庐县江南镇金堂路733号415室","浙江省杭州市桐庐县江南镇金堂路733号415室","批发","浙杭食药监械经营许20180074号","杭州市市场监督管理局","2018-02-07","2023-02-06"
"57068","绍兴铭瑞医疗器械有限公司","张超","6821医用电子仪器设备，6823医用超声仪器及有关设备，6840临床检验分析仪器，6854手术室，急救室，诊疗室设备及器具","钱淑英","绍兴市上虞区百官街道锦瑞大厦1523室","绍兴市上虞区百官街道锦瑞大厦1503室","绍兴市上虞区百官街道锦瑞大厦1503室","批零兼营","浙绍食药监械经营许20180013号","浙江省食品药品监督管理局","2018-04-08","2023-01-30"
"57162","杭州萧山新湾东视眼镜店","王小根","6822医用光学器具，仪器及内窥镜设备","胡丽芳","杭州市江干区盈澜商务中心2幢218室","萧山区新湾街道商贸中心15幢1-2号","萧山区新湾街道商贸中心15幢1-2号","零售","浙杭食药监械经营许20160504号","杭州市市场监督管理局","2016-09-27","2021-09-26"
"58857","杭州德弘医药有限公司","赖华香","6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具，仪器及内窥镜设备，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6877介入器材","郑燕","杭州市萧山区义桥镇湘南村工二路","萧山区宁围街道保亿中心1幢1103室","萧山区宁围街道保亿中心1幢1103室","批发","浙杭食药监械经营许20160209号","杭州市市场监督管理局","2017-08-29","2022-08-28"
"58862","金华微创医疗器械有限公司","董永华","第Ⅲ类:6877介入器材、6866医用高分子材料及制品、6846植入材料和人工器官、6815注射穿刺器械、6865医用缝合材料及粘合剂。","朱金燕","金华市人民西路335号3楼310室","金华市人民西路335号3楼311室、312室、313室","金华市人民西路335号3楼311室、312室、313室","批发","浙金食药监械经营许20150105号","金华市市场监督管理局","2015-12-29","2020-12-28"
"59721","宁波市鄞州邱隘大明眼镜钟表店","任如恩","第Ⅲ类：6822软性角膜接触镜及护理用液","吴仲践","宁波市鄞州区邱隘镇镇中路133、135号","宁波市鄞州区邱隘镇镇中路133、135号","宁波市鄞州区邱隘镇镇中路133号、135号","零售","浙甬食药监械经营许20160176号","宁波市市场监督管理局","2016-09-14","2021-09-13"
"64911","杭州世纪星眼镜有限公司三塘分公司","黎锋","第三类医疗器械：6822软性角膜接触镜及护理用液的零售","胡杨","杭州市下城区三塘桂园4幢一层商铺1#－2","杭州市下城区三塘桂园4幢一层商铺1#－2","杭州市下城区三塘桂园4幢一层商铺1#－2","零售","浙杭食药监械经营许20160536号","杭州市市场监督管理局","2016-10-17","2021-10-16"
"65523","毛源昌眼镜有限公司杭州解放路店","金增敏","6822软性角膜接触镜及护理用液的零售","吴二民","杭州市上城区解放路166号","杭州市上城区解放路166号","杭州市上城区解放路166号","零售","浙杭食药监械经营许20170040号","杭州市市场监督管理局","2017-01-18","2022-01-17"
"913301007471539452","嘉兴市南美康医疗器械有限公司","吴绪刚","第III类医疗器械:6826物理治疗及康复设备（不包括疾病的诊疗、咨询服务）","吴梦诗","嘉兴市乍浦镇天妃路318弄67-68、71-73、75-77号","嘉兴市乍浦镇天妃路318弄67-68、71-73、75-77号","嘉兴市乍浦镇天妃路318弄67-68、71-73、75-77号","零售","浙嘉食药监械经营许20160010号","嘉兴市市场监督管理局","2016-02-14","2021-02-13"
"913301097323923298","瑞安市塘下光明眼镜店","空","第Ⅲ类医疗器械：6822软性角膜接触镜及护理用液","林玉燕","瑞安市塘下镇塘川中街2-4号","瑞安市塘下镇塘川中街2-4号","瑞安市塘下镇塘川中街2-4号","零售","浙温食药监械经营许20150224号","温州市市场监督管理局","2015-12-11","2020-12-10"
"913301107471890086","浙江殷欣生物技术有限公司","章喜超","6815注射穿刺器械，6840临床检验分析仪器，6840体外诊断试剂，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品","黄凤芬","浙江省杭州市余杭经济技术开发区新颜路22号501D","杭州市余杭经济技术开发区新颜路22号501D","杭州市余杭经济技术开发区新颜路22号501D-1","批零兼营","浙杭食药监械经营许20160478号","杭州市市场监督管理局","2018-05-21","2021-08-30"
"913301107572237591","杭州世纪星眼镜有限公司万塘路分公司","黎锋","第Ⅲ类：6822软性角膜接触镜及护理用液的零售","薛涛莉","杭州市西湖区明珠公寓1幢商场B号、办公B号","杭州市西湖区明珠公寓1幢商场B号、办公B号","杭州市西湖区明珠公寓1幢商场B号、办公B号","零售","浙杭食药监械经营许20160528号","杭州市市场监督管理局","2016-11-03","2021-11-02"
"913301227909479190","桐庐景生医疗器械有限公司","方大梁","第III类：医用高频仪器设备；医用光学器具、仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具）；医用缝合材料及粘合剂（除骨水泥）。","何安生","桐庐县县城洋洲路28号2号楼223室","桐庐县县城洋洲路28号2号楼223室","桐庐县县城洋洲路28号2号楼223室","零售","浙013023号","杭州市食品药品监督管理局","2014-09-05","2019-09-04"
"913302266655664983","湖州正新百丰医疗技术有限公司","李包风","第Ⅲ类医疗器械：注射穿刺器械，医用卫生材料及敷料，医用高分子材料及制品，神经外科手术器械，矫形外科（骨科）手术器械，普通诊察器械，医用电子仪器设备（除植入式心脏起搏器和植入体内的医用传感器），医用超声仪器及有关设备，物理治疗及康复设备，中医器械，临床检验分析仪器（除体外诊断试剂），医用化验及基础设备器具，手术室、急救室、诊疗室设备及器具，口腔科设备及器具，病房护理设备及器具，消毒和灭菌设备及器具。","李慧","浙江省湖州市吴兴区富顺纺织公司内（湖州市碧浪湖畔5号楼102室）","浙江省湖州市吴兴区富顺纺织公司内（湖州市碧浪湖畔5号楼102室）","浙江省湖州市吴兴区富顺纺织公司内（湖州市南门外碧浪湖畔5号楼102室）","批发","浙湖食药监械经营许20170031号","浙江省食品药品监督管理局","2018-06-27","2022-07-13"
"913302816776932401","杭州艺彬生物科技有限公司","胡剑平","第Ⅲ类医疗器械：6846植入材料和人工器官（限骨植入物）,6865医用缝合材料及粘合剂，6866医用高分子材料及制品（不含重点监管）","慈明哲","杭州市江干区采荷嘉业大厦1幢412室","杭州市江干区采荷嘉业大厦1幢412室","杭州市江干区采荷嘉业大厦1幢412室","批发","浙杭食药监械经营许20180096号","杭州市市场监督管理局","2018-03-05","2023-03-04"
"913302827900707585","德清武康街道视路眼镜行","王毛倍","6822医用光学器具，仪器及内窥镜设备（仅限角膜接触镜及护理用液）","王朋","德清县武康街道中兴南路448、450号","德清县武康街道中兴南路448、450号","德清县武康街道中兴南路448、450号","零售","浙湖食药监械经营许20170017号","湖州市市场监督管理局","2017-03-16","2022-03-15"
"913302836102508671","杭州迦琪贸易有限公司","方国利","第III类医疗器械：6815注射穿刺器械，6821医用电子仪器设备（除植入式心脏起搏器和植入体内的医用传感器），6822医用光学器具、仪器及内窥镜设备（除植入体内或长期接触体内的眼科光学器具），6840临床检验分析仪器，6846植入材料和人工器官（限补片、支架、人造血管），6854手术室、急救室、诊疗室设备及器具，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂（除骨水泥），6866医用高分子材料及制品，6877介入器材","王威晴","杭州市江干区秋涛北路83号2221室","杭州市江干区秋涛北路83号2221室","杭州市江干区秋涛北路83号2221室","批发","浙杭食药监械经营许20170510号","杭州市市场监督管理局","2017-09-25","2022-09-24"
"913303032565317109","宁波市海曙宝隆眼镜店","空","第Ⅲ类：软性角膜接触镜及护理用液的零售","姜际春","未设仓库","宁波市海曙区恒春街169号","宁波市海曙区恒春街169号","零售","浙甬食药监械经营许20150215号","宁波市市场监督管理局","2015-11-17","2020-11-16"
"913303037043237136","杭州兆阳贸易有限公司","潘正科","第III类医疗器械:医用电子仪器设备（除植入式心脏起搏器和各种植入体内的医用传感器）、医用超声仪器及有关设备、医用磁共振设备、医用X射线设备","潘正科","杭州市滨江区长河街道江晖路1930号东和时代大厦714室","杭州市滨江区长河街道江晖路1930号东和时代大厦714室","杭州市滨江区长河街道江晖路1930号东和时代大厦714室","批发","浙杭食药监械经营许20150567号","杭州市市场监督管理局","2015-09-25","2020-09-24"
"913303037590677372","杭州富阳毛源昌眼镜有限公司","杨淑开","6822软性角膜接触镜及护理用液的零售","孙晓芳","杭州富阳区富春街道苋浦路8号第二层","杭州富阳区富春街道苋浦路8号第二层","杭州富阳区富春街道苋浦路8号第二层","零售","浙杭食药监械经营许20160583号","杭州市市场监督管理局","2016-12-29","2021-12-28"
"913303037829024549","杭州爱慕眼镜有限公司","董挚","第三类医疗器械：6822软性角膜接触镜及护理用液的零售","俞梦娇","杭州市下城区新华路69号一层","杭州市下城区新华路69号一层","杭州市下城区新华路69号一层","零售","浙杭食药监械经营许20160629号","杭州市市场监督管理局","2016-11-24","2021-11-23"
"913303241454320315","杭州龙大眼镜商行","薛文龙","第Ⅲ类：软性角膜接触镜及护理用液的零售","薛文龙","杭州市余杭区中泰街道中泰路364、366、360、362号","杭州市余杭区中泰街道中泰路364、366、360、362号","杭州市余杭区中泰街道中泰路364、366、360、362号","零售","浙杭食药监械经营许20150787号","杭州市市场监督管理局","2015-12-18","2020-12-17"
"913303247976399432","杭州富阳源华有限公司","华定宝","第III类医疗器械:6815注射穿刺器械、6821医用电子仪器设备、6822医用光学器具、仪器及内窥镜设备、6823医用超声仪器及有关设备、6825医用高频仪器设备、6854手术室、急救室、诊疗室设备及器具、6864医用卫生材料及敷料、6865医用缝合材料及粘合剂（除骨水泥）、6866医用高分子材料及制品、6877介入器材","朱志萍","富阳市富春街道横凉亭路3号305室","富阳市富春街道横凉亭路3号305室","富阳市富春街道横凉亭路3号305室","批发","浙杭食药监械经营许20140081号","杭州市食品药品监督管理局","2014-12-30","2019-12-29"
"913303265517989950","义乌市东方眼镜有限公司","石继南","第Ⅲ类：6822医用光学器具、仪器及内窥镜设备（限软性角膜接触镜及护理用液的零售）","盛云英","浙江省义乌市工人西路148号","浙江省义乌市工人西路148号","浙江省义乌市工人西路148号","零售","浙金食药监械经营许20160011号","金华市市场监督管理局","2016-12-21","2021-12-20"
