"台州市黄岩区长隆生物科技有限公司","未按规定设置排污口","责令限期改正","处以二千元罚款","拨打86732342"
"温州市文成县华飞涂料有限公司","未批先建","吊销许可证","处以五万元罚款","拨打86732342"
"温州市泰顺县鑫德生物科技有限公司","未采取有效覆盖措施防治扬尘污染","罚款","处以三万元罚款","拨打86732342"
"嘉兴市海盐县鑫德药业有限公司","未采取集中收集处理措施控制粉尘排放","记载其不良记录","处以五万元罚款","拨打86732342"
"绍兴市新昌县广安化学有限公司","未采取有效覆盖措施防治扬尘污染","由国家环境保护总局公告其违规行为","处以三万元罚款","拨打86732342"
"温州市平阳县盛欣生物科技有限公司","未按规定设置排污口","记载其不良记录","处以一万五千元罚款","拨打86732342"
"杭州市萧山区耀顺电镀有限公司","对暂不利用的工业固体废物未采取无害化处置措施","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"杭州市桐庐县巨久帆布生产有限公司","私设暗管","吊销许可证","处以一万五千元罚款","拨打86732342"
"金华市磐安县隆安药业有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","责令改正","处以三千元罚款","拨打86732342"
"台州市椒江区昌益金属有限公司","不按照国家规定申报登记危险废物","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"杭州市上城区辉圣辐条有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","暂扣许可证","处以一万元罚款","拨打86732342"
"杭州市桐庐县鑫德帆布生产有限公司","超标排放水污染物","责令改正","处以一万元罚款","拨打86732342"
"金华市金东区贵丰电镀有限公司","未采取密闭措施控制减少粉尘排放","责令改正","处以三千元罚款","拨打86732342"
"嘉兴市嘉善县洪亚集成电路制造有限公司","违反“环评”制度","暂扣许可证","处以一万元罚款","拨打86732342"
"台州市天台县皇贵涂料有限公司","违反环保“三同时”制度","责令改正","处以三千元罚款","拨打86732342"
"潮州市吴兴区万鼎工业有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","责令改正","处以五万元罚款","拨打86732342"
"衢州市龙游县久协药品有限公司","未批先建","责令限期改正","处以二千元罚款","拨打86732342"
"嘉兴市海盐县东弘药业有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","记载其不良记录","处以一万元罚款","拨打86732342"
"衢州市柯城区隆高金属有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","由国家环境保护总局公告其违规行为","处以三千元罚款","拨打86732342"
"宁波市江北区东昌集成电路制造有限公司","在接受检查时弄虚作假","记载其不良记录","处以五万元罚款","拨打86732342"
"温州市龙湾区春信集成电路制造有限公司","违反环保“三同时”制度","记载其不良记录","处以二千元罚款","拨打86732342"
"绍兴市新昌县同福涂料有限公司","拒不接受环境保护主管部门监督检查","责令改正","处以二千元罚款","拨打86732342"
"台州市黄岩区隆高石化有限公司","在接受检查时弄虚作假","吊销许可证","处以五万元罚款","拨打86732342"
"绍兴市越城区旺利医药有限公司","违反环保“三同时”制度","责令限期改正","处以一万元罚款","拨打86732342"
"潮州市长兴县乾富钢带有限公司","未批先建","由国家环境保护总局公告其违规行为","处以三千元罚款","拨打86732342"
"杭州市淳安县盛欣集成电路制造有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","罚款","处以二千元罚款","拨打86732342"
"金华市武义县隆安生物科技有限公司","违反“环评”制度","吊销许可证","处以一万五千元罚款","拨打86732342"
"潮州市南浔区飞庆石化有限公司","利用规避监管的方式排放水污染物","由国家环境保护总局公告其违规行为","处以五万元罚款","拨打86732342"
"台州市三门县长隆辐条有限公司","在接受检查时弄虚作假","罚款","处以三万元罚款","拨打86732342"
"嘉兴市嘉善县德祥涂料有限公司","未采取密闭措施控制减少粉尘排放","责令改正","处以五万元罚款","拨打86732342"
"衢州市开化县乾富涂料有限公司","通过逃避监管的方式排放大气污染物","责令改正","处以五万元罚款","拨打86732342"
"宁波市北仑区同福钢带有限公司","未采取密闭措施控制减少粉尘排放","责令改正","处以一万元罚款","拨打86732342"
"台州市三门县乾富金属有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","罚款","处以三万元罚款","拨打86732342"
"杭州市江干区吉如工业有限公司","未采取集中收集处理措施控制粉尘排放","暂扣许可证","处以三千元罚款","拨打86732342"
"杭州市富阳区耀顺电子有限公司","未采取密闭措施控制减少粉尘排放","责令停止违法行为","处以五万元罚款","拨打86732342"
"杭州市临安区吉如石化有限公司","不按照国家规定申报登记危险废物","暂扣许可证","处以三千元罚款","拨打86732342"
"潮州市长兴县德祥帆布生产有限公司","对暂不利用的工业固体废物未采取无害化处置措施","罚款","处以五万元罚款","拨打86732342"
"潮州市安吉县飞庆电子有限公司","超标排放水污染物","责令停止违法行为","处以一万元罚款","拨打86732342"
"杭州市临安区皇贵电子有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","记载其不良记录","处以三万元罚款","拨打86732342"
"温州市洞头区耀顺生物科技有限公司","通过逃避监管的方式排放大气污染物","由国家环境保护总局公告其违规行为","处以一万元罚款","拨打86732342"
"绍兴市新昌县华飞药品有限公司","不设置危险废物识别标志","责令限期改正","处以二千元罚款","拨打86732342"
"台州市黄岩区东弘药业有限公司","未采取有效覆盖措施防治扬尘污染","罚款","处以一万元罚款","拨打86732342"
"台州市黄岩区旺利涂料有限公司","通过逃避监管的方式排放大气污染物","暂扣许可证","处以一万元罚款","拨打86732342"
"杭州市建德市合亨工业有限公司","对暂不利用的工业固体废物未采取无害化处置措施","由国家环境保护总局公告其违规行为","处以三万元罚款","拨打86732342"
"温州市平阳县鑫德电镀有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","吊销许可证","处以三万元罚款","拨打86732342"
"宁波市宁海县隆高钢带有限公司","私设暗管","责令限期改正","处以三万元罚款","拨打86732342"
"温州市泰顺县飞庆金属有限公司","不设置危险废物识别标志","暂扣许可证","处以三万元罚款","拨打86732342"
"台州市路桥区久协能源化工有限公司","在接受检查时弄虚作假","吊销许可证","处以三千元罚款","拨打86732342"
"温州市平阳县聚兴钢带有限公司","违反环保“三同时”制度","记载其不良记录","处以三万元罚款","拨打86732342"
"绍兴市上虞区公佳药业有限公司","未批先建","责令限期改正","处以一万元罚款","拨打86732342"
"宁波市海曙区耀顺化学有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","暂扣许可证","处以一万五千元罚款","拨打86732342"
"嘉兴市嘉善县多乾能源化工有限公司","未采取有效覆盖措施防治扬尘污染","吊销许可证","处以二千元罚款","拨打86732342"
"金华市磐安县贵丰药品有限公司","未采取有效覆盖措施防治扬尘污染","责令限期改正","处以一万五千元罚款","拨打86732342"
"宁波市江北区万鼎工业有限公司","违反环保“三同时”制度","由国家环境保护总局公告其违规行为","处以二千元罚款","拨打86732342"
"金华市金东区乾富涂料有限公司","拒不接受环境保护主管部门监督检查","责令限期改正","处以二千元罚款","拨打86732342"
"杭州市滨江区久多制药有限公司","私设暗管","责令改正","处以五万元罚款","拨打86732342"
"潮州市吴兴区耀佳石化有限公司","私设暗管","罚款","处以一万元罚款","拨打86732342"
"温州市文成县飞庆电子有限公司","利用规避监管的方式排放水污染物","责令停止违法行为","处以三万元罚款","拨打86732342"
"宁波市宁海县贵丰电子有限公司","通过逃避监管的方式排放大气污染物","暂扣许可证","处以一万元罚款","拨打86732342"
"杭州市下城区耀顺帆布生产有限公司","未采取有效覆盖措施防治扬尘污染","责令改正","处以三万元罚款","拨打86732342"
"杭州市西湖区长隆辐条有限公司","未批先建","吊销许可证","处以五万元罚款","拨打86732342"
"杭州市临安区长隆电镀有限公司","利用规避监管的方式排放水污染物","暂扣许可证","处以一万元罚款","拨打86732342"
"绍兴市新昌县洪仁涂料有限公司","在接受检查时弄虚作假","责令改正","处以三千元罚款","拨打86732342"
"台州市椒江区万康集成电路制造有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","责令限期改正","处以一万元罚款","拨打86732342"
"杭州市淳安县万鼎工业有限公司","通过逃避监管的方式排放大气污染物","暂扣许可证","处以一万五千元罚款","拨打86732342"
"温州市洞头区元优电子有限公司","通过逃避监管的方式排放大气污染物","责令限期改正","处以五万元罚款","拨打86732342"
"杭州市余杭区皇贵镀锌有限公司","私设暗管","吊销许可证","处以一万元罚款","拨打86732342"
"温州市平阳县吉如电子有限公司","超标排放水污染物","吊销许可证","处以三千元罚款","拨打86732342"
"台州市仙居县长隆集成电路制造有限公司","未采取有效覆盖措施防治扬尘污染","吊销许可证","处以三万元罚款","拨打86732342"
"温州市苍南县欣丰药品有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","责令停止违法行为","处以一万五千元罚款","拨打86732342"
"宁波市镇海区利如镀锌有限公司","对暂不利用的工业固体废物未采取无害化处置措施","责令限期改正","处以三千元罚款","拨打86732342"
"衢州市衢江区鑫德电镀有限公司","违反环保“三同时”制度","责令限期改正","处以一万元罚款","拨打86732342"
"台州市天台县乾美生物科技有限公司","在接受检查时弄虚作假","由国家环境保护总局公告其违规行为","处以一万元罚款","拨打86732342"
"潮州市南浔区飞庆钢带有限公司","在接受检查时弄虚作假","责令改正","处以五万元罚款","拨打86732342"
"宁波市宁海县多乾涂料有限公司","不设置危险废物识别标志","吊销许可证","处以二千元罚款","拨打86732342"
"宁波市象山县盛欣制药有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","由国家环境保护总局公告其违规行为","处以一万元罚款","拨打86732342"
"衢州市龙游县万鼎石化有限公司","不设置危险废物识别标志","罚款","处以一万元罚款","拨打86732342"
"宁波市江北区贵丰涂料有限公司","违反“环评”制度","暂扣许可证","处以二千元罚款","拨打86732342"
"宁波市江北区广安生物科技有限公司","利用规避监管的方式排放水污染物","吊销许可证","处以五万元罚款","拨打86732342"
"台州市椒江区长福制药有限公司","对暂不利用的工业固体废物未采取无害化处置措施","暂扣许可证","处以三千元罚款","拨打86732342"
"台州市椒江区伟复电镀有限公司","未按规定设置排污口","暂扣许可证","处以一万五千元罚款","拨打86732342"
"杭州市萧山区巨久辐条有限公司","未采取密闭措施控制减少粉尘排放","责令停止违法行为","处以五万元罚款","拨打86732342"
"杭州市淳安县万康药业有限公司","未按规定设置排污口","记载其不良记录","处以五万元罚款","拨打86732342"
"温州市永嘉县隆高药业有限公司","对暂不利用的工业固体废物未采取无害化处置措施","责令停止违法行为","处以三千元罚款","拨打86732342"
"杭州市临安区聚兴帆布生产有限公司","通过逃避监管的方式排放大气污染物","吊销许可证","处以三千元罚款","拨打86732342"
"宁波市鄞州区德高镀锌有限公司","在接受检查时弄虚作假","责令改正","处以二千元罚款","拨打86732342"
"温州市龙湾区乾广集成电路制造有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","记载其不良记录","处以三万元罚款","拨打86732342"
"杭州市下城区正禄如通化学有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","记载其不良记录","处以一万元罚款","拨打86732342"
"绍兴市上虞区辉圣胶带有限公司","不设置危险废物识别标志","暂扣许可证","处以三万元罚款","拨打86732342"
"台州市黄岩区伟荣电子有限公司","通过逃避监管的方式排放大气污染物","暂扣许可证","处以三万元罚款","拨打86732342"
"温州市苍南县春谦化学有限公司","违反环保“三同时”制度","责令限期改正","处以一万元罚款","拨打86732342"
"绍兴市柯桥区聚兴电镀有限公司","不按照国家规定申报登记危险废物","罚款","处以二千元罚款","拨打86732342"
"温州市泰顺县乾广涂料有限公司","未采取集中收集处理措施控制粉尘排放","责令改正","处以一万元罚款","拨打86732342"
"宁波市镇海区元正钢带有限公司","违反环保“三同时”制度","罚款","处以二千元罚款","拨打86732342"
"宁波市海曙区贵丰钢带有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","由国家环境保护总局公告其违规行为","处以三万元罚款","拨打86732342"
"潮州市长兴县万康工业有限公司","未采取密闭措施控制减少粉尘排放","责令改正","处以五万元罚款","拨打86732342"
"温州市苍南县元正药业有限公司","未采取集中收集处理措施控制粉尘排放","责令停止违法行为","处以二千元罚款","拨打86732342"
"台州市椒江区春谦胶带有限公司","对暂不利用的工业固体废物未采取无害化处置措施","责令停止违法行为","处以三万元罚款","拨打86732342"
"衢州市柯城区元优辐条有限公司","不按照国家规定申报登记危险废物","由国家环境保护总局公告其违规行为","处以三千元罚款","拨打86732342"
"杭州市上城区耀顺金属有限公司","通过逃避监管的方式排放大气污染物","吊销许可证","处以五万元罚款","拨打86732342"
"杭州市萧山区利如涂料有限公司","不设置危险废物识别标志","责令停止违法行为","处以一万五千元罚款","拨打86732342"
"宁波市奉化区同富电子有限公司","私设暗管","责令改正","处以五万元罚款","拨打86732342"
"宁波市镇海区皇贵集成电路制造有限公司","未批先建","暂扣许可证","处以一万五千元罚款","拨打86732342"
"金华市婺城区耀顺石化有限公司","超标排放水污染物","罚款","处以二千元罚款","拨打86732342"
"潮州市南浔区春信生物科技有限公司","不按照国家规定申报登记危险废物","记载其不良记录","处以三万元罚款","拨打86732342"
"金华市武义县合亨集成电路制造有限公司","利用规避监管的方式排放水污染物","由国家环境保护总局公告其违规行为","处以五万元罚款","拨打86732342"
"杭州市下城区皇贵石化有限公司","拒不接受环境保护主管部门监督检查","责令停止违法行为","处以三万元罚款","拨打86732342"
"潮州市长兴县皇贵石化有限公司","未采取密闭措施控制减少粉尘排放","责令停止违法行为","处以一万五千元罚款","拨打86732342"
"杭州市上城区吉如镀锌有限公司","未采取有效覆盖措施防治扬尘污染","责令改正","处以一万五千元罚款","拨打86732342"
"台州市路桥区鑫德能源化工有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","由国家环境保护总局公告其违规行为","处以二千元罚款","拨打86732342"
"潮州市吴兴区长隆医药有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","吊销许可证","处以二千元罚款","拨打86732342"
"宁波市江北区飞庆胶带有限公司","在接受检查时弄虚作假","责令限期改正","处以三万元罚款","拨打86732342"
"宁波市镇海区乾广胶带有限公司","未采取密闭措施控制减少粉尘排放","责令限期改正","处以三千元罚款","拨打86732342"
"宁波市江北区贵丰镀锌有限公司","不按照国家规定申报登记危险废物","记载其不良记录","处以一万五千元罚款","拨打86732342"
"衢州市柯城区万康医药有限公司","超标排放水污染物","责令改正","处以二千元罚款","拨打86732342"
"杭州市萧山区隆安镀锌有限公司","未采取有效覆盖措施防治扬尘污染","责令限期改正","处以二千元罚款","拨打86732342"
"杭州市建德市元优药业有限公司","利用规避监管的方式排放水污染物","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"潮州市安吉县华飞医药有限公司","在接受检查时弄虚作假","吊销许可证","处以一万元罚款","拨打86732342"
"宁波市海曙区吉如工业有限公司","不设置危险废物识别标志","责令限期改正","处以五万元罚款","拨打86732342"
"温州市苍南县华飞生物科技有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","由国家环境保护总局公告其违规行为","处以三万元罚款","拨打86732342"
"杭州市拱墅区利如制药有限公司","未采取密闭措施控制减少粉尘排放","暂扣许可证","处以三千元罚款","拨打86732342"
"衢州市开化县公盈镀锌有限公司","通过逃避监管的方式排放大气污染物","记载其不良记录","处以三千元罚款","拨打86732342"
"温州市瓯海区伟荣药业有限公司","违反环保“三同时”制度","吊销许可证","处以五万元罚款","拨打86732342"
"杭州市临安区飞庆涂料有限公司","违反环保“三同时”制度","责令限期改正","处以一万五千元罚款","拨打86732342"
"衢州市龙游县伟荣医药有限公司","利用规避监管的方式排放水污染物","责令改正","处以一万元罚款","拨打86732342"
"宁波市鄞州区德高生物科技有限公司","对暂不利用的工业固体废物未采取无害化处置措施","吊销许可证","处以二千元罚款","拨打86732342"
"潮州市南浔区旺利石化有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","责令限期改正","处以一万元罚款","拨打86732342"
"杭州市萧山区旺利生物科技有限公司","超标排放水污染物","罚款","处以三万元罚款","拨打86732342"
"杭州市余杭区贵丰药业有限公司","未批先建","由国家环境保护总局公告其违规行为","处以三千元罚款","拨打86732342"
"宁波市江北区同福涂料有限公司","利用规避监管的方式排放水污染物","罚款","处以三万元罚款","拨打86732342"
"温州市鹿城区昌益工业有限公司","不按照国家规定申报登记危险废物","吊销许可证","处以三万元罚款","拨打86732342"
"杭州市上城区元优涂料有限公司","未采取密闭措施控制减少粉尘排放","暂扣许可证","处以一万五千元罚款","拨打86732342"
"杭州市临安区同富工业有限公司","不设置危险废物识别标志","罚款","处以三千元罚款","拨打86732342"
"衢州市柯城区隆高胶带有限公司","私设暗管","暂扣许可证","处以一万五千元罚款","拨打86732342"
"宁波市奉化区长福能源化工有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","罚款","处以一万五千元罚款","拨打86732342"
"绍兴市越城区耀顺辐条有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"衢州市龙游县万康帆布生产有限公司","对暂不利用的工业固体废物未采取无害化处置措施","记载其不良记录","处以二千元罚款","拨打86732342"
"宁波市北仑区公盈帆布生产有限公司","未采取有效覆盖措施防治扬尘污染","吊销许可证","处以一万五千元罚款","拨打86732342"
"台州市路桥区洪亚能源化工有限公司","将危险废物提供或者委托给无经营许可证的单位从事收集、贮存、利用、处置的经营活动","吊销许可证","处以五万元罚款","拨打86732342"
"杭州市滨江区辉圣帆布生产有限公司","未采取有效覆盖措施防治扬尘污染","吊销许可证","处以一万元罚款","拨打86732342"
"潮州市吴兴区洪亚胶带有限公司","未采取集中收集处理措施控制粉尘排放","吊销许可证","处以一万元罚款","拨打86732342"
"潮州市安吉县乾富胶带有限公司","利用规避监管的方式排放水污染物","责令改正","处以三千元罚款","拨打86732342"
"杭州市下城区元优辐条有限公司","违反环保“三同时”制度","由国家环境保护总局公告其违规行为","处以三万元罚款","拨打86732342"
"嘉兴市海盐县隆高集成电路制造有限公司","违反环保“三同时”制度","罚款","处以二千元罚款","拨打86732342"
"衢州市衢江区昌益药品有限公司","违反“环评”制度","罚款","处以一万五千元罚款","拨打86732342"
"衢州市开化县洪仁涂料有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","吊销许可证","处以一万元罚款","拨打86732342"
"金华市浦江县鑫德帆布生产有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","罚款","处以一万五千元罚款","拨打86732342"
"杭州市富阳区同富药业有限公司","通过逃避监管的方式排放大气污染物","责令改正","处以五万元罚款","拨打86732342"
"杭州市拱墅区利如工业有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","由国家环境保护总局公告其违规行为","处以五万元罚款","拨打86732342"
"温州市洞头区广安药品有限公司","通过逃避监管的方式排放大气污染物","吊销许可证","处以二千元罚款","拨打86732342"
"温州市苍南县伟复电镀有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","责令改正","处以三万元罚款","拨打86732342"
"宁波市象山县吉如医药有限公司","未采取相应防范措施造成工业固体废物扬散、流失、渗漏","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"台州市仙居县伟荣医药有限公司","不设置危险废物识别标志","责令停止违法行为","处以二千元罚款","拨打86732342"
"温州市龙湾区洪仁药业有限公司","不设置危险废物识别标志","暂扣许可证","处以一万五千元罚款","拨打86732342"
"衢州市柯城区耀佳药业有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","责令改正","处以二千元罚款","拨打86732342"
"杭州市萧山区公盈药业有限公司","违反环保“三同时”制度","责令停止违法行为","处以三千元罚款","拨打86732342"
"潮州市德清县广安帆布生产有限公司","超标排放水污染物","暂扣许可证","处以三千元罚款","拨打86732342"
"金华市磐安县万康电子有限公司","不设置危险废物识别标志","责令停止违法行为","处以一万五千元罚款","拨打86732342"
"杭州市建德市华飞辐条有限公司","通过逃避监管的方式排放大气污染物","记载其不良记录","处以一万五千元罚款","拨打86732342"
"温州市洞头区隆安石化有限公司","不设置危险废物识别标志","记载其不良记录","处以五万元罚款","拨打86732342"
"台州市三门县旺利石化有限公司","违反环保“三同时”制度","责令改正","处以一万五千元罚款","拨打86732342"
"杭州市拱墅区聚兴金属有限公司","未按规定设置排污口","吊销许可证","处以三万元罚款","拨打86732342"
"宁波市镇海区万鼎药品有限公司","超标排放水污染物","暂扣许可证","处以三千元罚款","拨打86732342"
"潮州市南浔区伟复辐条有限公司","不按照国家规定申报登记危险废物","吊销许可证","处以三千元罚款","拨打86732342"
"台州市路桥区隆安医药有限公司","未按规定设置排污口","责令改正","处以一万五千元罚款","拨打86732342"
"衢州市龙游县广安生物科技有限公司","未采取集中收集处理措施控制粉尘排放","责令改正","处以二千元罚款","拨打86732342"
"潮州市吴兴区同富集成电路制造有限公司","拒不接受环境保护主管部门监督检查","记载其不良记录","处以三千元罚款","拨打86732342"
"潮州市长兴县东昌石化有限公司","不设置危险废物识别标志","罚款","处以一万五千元罚款","拨打86732342"
"嘉兴市嘉善县长隆金属有限公司","未采取集中收集处理措施控制粉尘排放","吊销许可证","处以三万元罚款","拨打86732342"
"台州市路桥区鑫德集成电路制造有限公司","未采取有效覆盖措施防治扬尘污染","责令停止违法行为","处以二千元罚款","拨打86732342"
"台州市仙居县万鼎石化有限公司","未批先建","责令改正","处以三千元罚款","拨打86732342"
"温州市文成县乾美药业有限公司","违反环保“三同时”制度","责令限期改正","处以五万元罚款","拨打86732342"
"潮州市德清县洪亚能源化工有限公司","违反环保“三同时”制度","由国家环境保护总局公告其违规行为","处以一万五千元罚款","拨打86732342"
"金华市婺城区瑞丰能源化工有限公司","未采取集中收集处理措施控制粉尘排放","记载其不良记录","处以二千元罚款","拨打86732342"
"杭州市滨江区乾广涂料有限公司","超标排放水污染物","责令改正","处以二千元罚款","拨打86732342"
"宁波市海曙区乾美药业有限公司","向污水集中处理设施排放不符合工艺要求的工业废水","由国家环境保护总局公告其违规行为","处以一万元罚款","拨打86732342"
"宁波市象山县伟荣集成电路制造有限公司","不设置危险废物识别标志","记载其不良记录","处以五万元罚款","拨打86732342"
"衢州市开化县乾美药品有限公司","未采取有效覆盖措施防治扬尘污染","由国家环境保护总局公告其违规行为","处以二千元罚款","拨打86732342"
"杭州市萧山区多乾生物科技有限公司","未采取密闭措施控制减少粉尘排放","罚款","处以一万五千元罚款","拨打86732342"
"宁波市江北区春谦集成电路制造有限公司","在接受检查时弄虚作假","记载其不良记录","处以一万五千元罚款","拨打86732342"
"温州市平阳县瑞丰生物科技有限公司","违反环保“三同时”制度","罚款","处以一万五千元罚款","拨打86732342"
