"上海徐汇区徐家汇街道敬老院","控江路600号","救助型","平女","275","2115","6979","18615136056"
"上海徐汇区斜土街道第二敬老院","松花一村32号甲","福利型","姚因懂","220","1692","5584","14999191370"
"上海徐汇区枫林街道敬老院","靖边路199弄19号","市场型","皮清志","126","969","3198","18038560822"
"上海徐汇区漕河泾街道常青敬老院","老港镇牛肚村1012-1号","市场型","韦雨编","134","1030","3401","18522530127"
"上海徐汇区虹梅街道敬老院","练塘镇朱枫公路3169弄10号","救助型","黄实引","142","1092","3604","15956577585"
"上海徐汇区龙华街道敬老院","青赵公路5701号","福利型","萧民首","251","1930","6370","17715734373"
"上海新长征福利院","培花路230号一楼、238号、242号、246号、250号","福利型","穆伴由","96","738","2436","18446510177"
"上海普陀区信仪敬老院","宝山区漠河路655号","福利型","赵刻臓","187","1438","4746","17678201492"
"上海普陀区曹杨敬老院","柳营路319弄29号甲","市场型","酆神黑","166","1277","4213","18741716051"
"上海普陀区桃浦镇社会福利院","周祝公路2490弄27号","福利型","顾试宫","190","1461","4822","15163990848"
"上海普陀区桃浦镇第一养老院","清峪路130弄57号","福利型","姚四激","172","1323","4365","14551815983"
"上海普陀区沙田敬老院","灵山路2011弄29号","福利型","卞于","132","1015","3350","14588536738"
"上海普陀区甘泉路街道敬老院","宜君路80弄28号","市场型","金哪醒","76","584","1929","18362284769"
"上海普陀区真如镇真光敬老院","奉城镇新奉公路4942号","市场型","卞动百","150","1153","3807","14984113982"
"上海普陀区石岚敬老院","干巷干林路2818号","福利型","狄风近","122","938","3096","13662527504"
"上海普陀区长寿路街道敬老院","曹路镇杨东路6号","市场型","沈您分","118","907","2995","17025844135"
"上海普陀区长风敬老院","石化十村113号","市场型","花气财","161","1238","4086","13687875461"
"上海曹路期颐老年公寓","嘉好路600号","市场型","李重每","246","1892","6243","13154910786"
"上海杨浦区五角场街道敬老院","大连路975弄46-47号","福利型","方期","234","1799","5939","18449042664"
"上海杨浦区五角场镇敬老院","中山北路2467弄41号","救助型","滕选海","111","854","2817","15641643314"
"上海杨浦区大桥社区老年公寓","广灵四路268号","救助型","冯究水","195","1500","4949","13055970716"
"上海杨浦区社会福利院","松花江路55弄5号","救助型","姚节","281","2161","7132","14538857360"
"上海杨浦区长白新村街道敬老院","镇宁路405弄73号甲","福利型","岑文冲","92","707","2335","18611701303"
"上海松江区九亭镇福利院","九亭镇九新公路811弄99号","福利型","潘化禁","107","823","2716","14763761064"
"上海松江康佳托老所","浦江镇鲁汇教师新村37号","福利型","秦其教","115","884","2919","17625541680"
"上海江湾镇社区爱照护长者照护之家","钦州北路900号","福利型","秦三意","105","807","2665","14917620693"
"上海法华颐养院","佘山镇细林路9号","救助型","韩存","252","1938","6396","18949132494"
"上海浦东新区六灶敬老院","华新镇凤雅路906号","救助型","成强野","193","1484","4898","18124522677"
"上海浦东新区大团敬老院","新河镇强民村137号","福利型","沈底转","281","2161","7132","17218513182"
"上海浦东新区川沙六团敬老院","龙腾路1155号","福利型","殷奥排","216","1661","5482","15761371534"
"上海浦东新区川沙新镇福利院","桂林西街151弄32号甲","市场型","戚父男","231","1776","5863","13357386021"
"上海浦东新区川沙第一敬老院","石化十村113号","福利型","孟夏袋","165","1269","4188","18647887229"
"上海浦东新区川沙第二敬老院","安顺路181弄1-3号","救助型","鲁工卖","113","869","2868","15912927864"
"上海浦东新区机场第一敬老院","白玉新村114号","福利型","邹标它","252","1938","6396","18379267518"
"上海浦东新区机场第二敬老院","新河镇强民村137号","福利型","方界字","50","384","1269","17722829777"
"上海浦东新区沪东社区敬老院","大通路14号","福利型","贺统切","123","946","3122","14966558508"
"上海浦东新区沪东社区朱家门敬老院","天钥桥南路1199弄38号","市场型","伏亮进","72","554","1827","18393661523"
"上海浦东新区浦兴敬老院","江川东路830弄27号","福利型","凤戴雪","179","1377","4543","17333851360"
"上海浦东新区证大家园养老院","宝林四村12号","市场型","汪朋","171","1315","4340","18816686988"
"上海浦东新区高东福利院","南祝公路5212号","市场型","范低腿","253","1946","6421","18149452690"
"上海浦东新区高桥幸福敬老院","小木桥路440弄22号甲","市场型","何著突","197","1515","5000","15984348478"
"上海神州敬老院","莘松路958弄大浪湾道66-67号","救助型","滕远告","52","400","1320","17346561247"
"上海罗泾丽康养老院","红棉路311弄48号","救助型","酆可异","52","400","1320","14595205293"
"上海虹口区凉城新村街道敬老院","宜君路80弄28号","市场型","薛深别","203","1561","5152","13554620115"
"上海虹口区广中路街道敬老院","江南一村54号","救助型","滕究足","202","1553","5127","14790251342"
"上海虹口区曲阳路街道敬老院","博兴路1208号","救助型","明守飞","229","1761","5812","17118732591"
"上海虹桥社区颐养虹南长者照护之家","漕泾镇中一西路488号","救助型","米如即","216","1661","5482","17173199331"
"上海西郊协和颐养院","铁岭路50弄63号","市场型","邹坦冰","186","1430","4721","15133427489"
"上海金福养老院","四团镇北街8弄3号","救助型","水班普","161","1238","4086","17321666289"
"上海金福第四敬老院","协和路295","救助型","吕爸品","59","454","1497","18781451539"
"上海长宁区仙霞社区逸仙敬老院","汾西路217号","救助型","潘劳介","61","469","1548","15851907402"
"上海长宁区康逸敬老院","海潮路151号","救助型","方肯乎","216","1661","5482","13237826633"
"上海长宁区逸仙天山养老院","白鹤镇外青松公路2980号","福利型","穆有铁","228","1753","5787","15934438986"
"上海长宁区逸仙程桥敬老院","浦建路211弄12号2楼","福利型","柏度警","136","1046","3452","14515857675"
"上海长宁区逸仙第三敬老院","亭林镇桃贤路28号","福利型","褚议般","208","1600","5279","14734695587"
"上海长宁区逸仙第二敬老院","建设镇蟠龙公路1278号","市场型","卜跳主","122","938","3096","15087224789"
"上海长寿家园桃浦九村养老院","信仪新村12号","福利型","鲁各心","81","623","2056","14943877918"
"上海闵行区一家人敬老院","闵行区中春路5801号","救助型","凤牛心","190","1461","4822","17737305429"
"上海闵行区七宝敬老院","茅台路455弄8号","市场型","毕弄身","80","615","2030","18842041453"
"上海闵行区华漕镇敬老院","长宁路396弄79号","市场型","方诗单","220","1692","5584","14511530893"
"上海闵行区古美敬老院","浦江镇鲁汇教师新村37号","救助型","奚关术","140","1077","3553","18810048287"
"上海闵行区吴泾镇敬老院","机场镇施湾水闸南路200号","福利型","李睛欢","225","1730","5710","14774617495"
"上海闵行区新虹敬老院","文定路223号二楼、文定路225号五楼六楼","救助型","常养諣","255","1961","6472","17110286526"
"上海闵行区浦江镇鲁汇敬老院","竹柳路70号","救助型","窦汉云","289","2222","7335","14961240481"
"上海闵行区继王敬老院","浦三路628弄18号","救助型","邹顺跳","192","1476","4873","14782841913"
"上海闵行区老年福利院","明川路258号","救助型","齐喜光","157","1207","3985","17697157937"
"上海闵行区虹桥镇龙柏敬老院","中谊路965号","救助型","鲍入节","97","746","2462","14991422534"
"上海闵行区虹梅敬老院","繁兴路461号","市场型","熊义房","239","1838","6066","13349983726"
"上海闵行区马桥镇敬老院","长沙路149弄16号","福利型","马险后","287","2207","7284","18177249438"
"上海陆家嘴社区长者照护之家","长兴镇潘园公路3536号","市场型","纪亚店","135","1038","3426","13610816203"
"上海静安区共和新路街道敬老院","镇宁路405弄73号甲","福利型","苗它管","51","392","1294","15721649624"
"上海静安区大宁路社区长者照护之家","金石北路7666号","救助型","黄之易","255","1961","6472","18380937685"
"上海静安区孙克仁老年福利院","青浦区沪清平公路1号","市场型","项府普","145","1115","3680","18932568962"
"上海静安区宝山路街道敬老院","怀德路802号","福利型","朱稜步","123","946","3122","18869378604"
"上海静安区彭浦新村老年公寓","闵行区中春路5801号","福利型","葛一原","158","1215","4010","18976772277"
"上海顾村社区慧享福长者照护之家","铁岭路50弄63号","救助型","屈长喊","163","1253","4137","13749691689"
"上海颐养第一敬老院","闵行区中春路5801号","市场型","金馆妹","245","1884","6218","13770507641"
"上海颐养第二敬老院","东三里桥路160弄22号","福利型","伏亚紶","272","2092","6903","13440518288"
"上海颐和苑老年服务中心","长兴镇潘园公路1656号","福利型","邵两三","88","677","2233","13034071525"
"世博家园养老院","安西路651号","救助型","尹化望","184","1415","4670","14521028463"
"中船绿洲养老康复中心","东安一村121号","福利型","冯弟宣","222","1707","5634","18714781312"
"亭林镇敬老院","夏阳街道王仙村588号","救助型","蒋热品","54","415","1371","14516493849"
"允德乐龄（象山）老年公寓","海潮路151号","市场型","何规摇","271","2084","6878","15229832034"
"南山园老年人服务中心","凉城路572号","市场型","屈流坚","177","1361","4492","17127205970"
"南山园老年公寓","石湖荡镇金胜村金闸313号","救助型","郎际反","242","1861","6142","14570816404"
"四川杏苑养老服务有限公司（四川杏苑养老院）","竹柳路70号","福利型","吕故呀","182","1400","4619","18014325112"
"尧石托老中心","洞泾镇沪松公路3715弄9号","市场型","严神原","61","469","1548","18045384926"
"幸福天地老年公寓","柘林镇永革村6组","福利型","项莫","101","777","2563","15163474841"
"建宁路街道老年公寓","华亭镇华谊一路176号","市场型","柏枪吗","299","2299","7589","14938645840"
"彭州市丹景华康颐养中心","庄行镇耀光村1433号","福利型","尹牛持","259","1992","6573","18114852672"
"徐汇区长桥街道敬老院","巴林路60弄28号","市场型","计态们","203","1561","5152","15128720238"
"慈恩老年人服务中心","兰溪路21弄14号","救助型","明京叶","100","769","2538","13817799768"
"成都优护家养老服务有限公司","南桥镇光明社区优化路72号","福利型","廉句奇","282","2169","7157","13411257792"
"成都大爱养老服务有限公司","华发路100弄20-21号","救助型","康分雨","78","600","1980","13046337337"
"成都市万科养老服务有限公司武侯分公司","吕巷太平村11组","福利型","傅待假","145","1115","3680","13138427926"
"成都市双流区颐养居养老服务中心","川沙路5637号","市场型","何午諣","290","2230","7360","15391468283"
"成都市武侯区寿而康老年颐养中心","潘广路1645号","救助型","尹围刘","245","1884","6218","18433043020"
"成都市福邻养老服务有限公司","大木桥路321号","市场型","伍奖首","101","777","2563","14733194089"
"成都市纯德养老中心","国定支路24-28号","救助型","狄似故","253","1946","6421","13315094380"
"成都市金牛区人民北路街道城隍庙社区晚霞养老服务中心","南桥镇古华南路119号","市场型","邬马记","83","638","2107","17112671991"
"成都市青白江红阳颐养居","港西镇长生村11队","市场型","廉速村","160","1230","4061","15950546666"
"成都市青羊区双新好家养老服务中心","中山西路1432弄36号","福利型","严设预","148","1138","3756","17278050429"
"成都市龙泉驿区启阳养老中心","曹路镇杨东路6号","救助型","昌拥息","121","930","3071","18540214482"
"成都成飞物业服务有限责任公司（慈昶缘养老服务中心）","唐镇创新中路73号","福利型","孙朝答","182","1400","4619","15052178498"
"成都文家养老服务有限公司","愚园路1355弄8号","福利型","朱遍提","77","592","1954","13175450395"
"成都锦欣花乡养老服务有限公司","武夷路709弄26号","市场型","张法喊","251","1930","6370","15078355816"
"斜土社区长寿家园康馨苑长者照护之家","景联路1109号","福利型","康烟行","171","1315","4340","17867750587"
"晨光医院康复护理中心","吕巷太平村11组","福利型","云庭青","216","1661","5482","15837019503"
"月牙湖老年公寓","柳营路319弄29号甲","市场型","孔忙晚","143","1100","3629","17286279795"
"朱泾镇第一敬老院","朱泾镇东方红11组","救助型","凤楼力","105","807","2665","18742610037"
"松江新浜敬老院","宝林四村12号","救助型","皮四严","176","1353","4467","14714893555"
"枫林社区爱照护长者照护之家","同济路2号","市场型","舒班照","120","923","3046","13115578572"
"枫泾镇第一敬老院","城桥镇团城公路6380号","福利型","毕则案","185","1423","4695","18466355670"
"枫泾镇第二敬老院","柳营路319弄45号甲","市场型","韩速未","191","1469","4848","15590062964"
"欢乐时光老年公寓","国定支路24-28号","救助型","喻写菜","258","1984","6548","14926540650"
"泰乐城养老中心","怀德路802号","救助型","吕香","228","1753","5787","17619821908"
"点将台社会福利院","中谊路965号","市场型","严深那","109","838","2766","13870607738"
"爱馨老年人服务中心","润虹路798号","福利型","明莱增","136","1046","3452","15243957071"
"玄武区老年公寓","浦建路211弄12号2楼","福利型","臧什的","138","1061","3502","17842717057"
"瑞龙老人护理院","林泉路157号","救助型","谢足警","254","1953","6447","15516318810"
"田林社区悦颐长者照护之家","仙霞西路601号","福利型","熊言与","123","946","3122","17814413345"
"真美好（东井亭）","堡镇大通路555号","救助型","袁兴声","98","754","2487","18070477619"
"礼拜寺巷老年公寓","枣阳路515号","福利型","邬国感","282","2169","7157","14517300098"
"祖堂山社会福利院","崂山二村48号","救助型","殷醒望","57","438","1447","14599328320"
"简阳爱晚养老服务中心","金山卫镇张桥刘堰7组","福利型","郝手官","133","1023","3376","13298820110"
"虹梅社区长者照护之家","九亭镇九新公路811弄99号","市场型","祝变","73","561","1853","13556049231"
"邮友老年康复中心","朱泾镇东方红11组","市场型","和静欢","296","2276","7512","18815277146"
"都江堰馨敬养老服务有限公司","潘沪路78号","市场型","水职斯","210","1615","5330","17720811774"
"金堂县久久养老中心（普通合伙）","重固镇福泉山路728号","福利型","倪路便","55","423","1396","14991683852"
"金山工业区敬老院","松汇中路401弄8号","市场型","秦称贵","155","1192","3934","18628560127"
"金康老年护理中心","龙华路3208弄32号","救助型","苏手妈","105","807","2665","14517925213"
"银杏树（福建路）","竹柳路70号","救助型","尹火缺","128","984","3249","18219728394"
"长桥街道第二敬老院","景联路1109号","市场型","汪靠伙","102","784","2589","18648574768"
"阳光老年公寓","金汇镇泰日社区泰青路501号","救助型","谈欧换","80","615","2030","15258939063"
"颐和老年康复护理中心","北大街301号","救助型","喻临明","171","1315","4340","14549023780"
