"9916","张长炳凉皮","913303827125773693","张长炳","宋庄路67号首开福茂3层","浙江省台州市温岭市城西街道鉴洋村C区12幢（东边间）","餐饮服务经营者","热食类食品制售;","温岭市市场监督管理局城西所","徐慧潘伟志","JY23310810103728","温岭市市场监督管理局","王海斌","2016-04-13","2021-04-12"
"9917","三门县臻皓蛋糕店","91330522147164675F","黄忠","颐瑞中二路瑞都公园世家南区南门","浙江省台州市三门县海游街道上洋路59号","餐饮服务经营者","预包装食品（不含冷藏冷冻食品）销售;糕点类食品制售（不含裱花蛋糕）;普通类;","海游市场监督管理所","麻海浪、王大暖、梅式华","JY23310220110688","三门县市场监督管理局","林锋","2016-08-04","2021-08-03"
"9918","杭州市拱墅区揖作酒店","913301107572237591","周维高","松曹路","浙江省杭州市拱墅区拱宸桥街道拱墅区小河东河下3、5、7号","餐饮服务经营者","热食类食品制售;冷食类食品制售;","拱墅区拱宸桥市场监督管理所","葛保民王戟","JY23301050109864","杭州市拱墅区拱宸桥市场监督管理所","傅朝晖","2016-06-27","2019-06-26"
"9919","诸暨市江藻凤娟日用百货商店","913305007530362008","何凤娟","回龙观科星西路与龙跃街交叉口旁","浙江省绍兴市诸暨市江藻镇江藻村（新街）","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","诸暨市市场监督管理局山下湖分局","魏晓峰、徐柏和","JY13306810111708","诸暨市市场监督管理局","李丰平","2016-05-03","2021-05-02"
"9920","海宁市海洲街道猫山王面包房","913306817200178713","邓梦婕","板井路金源不夜城地下","浙江省嘉兴市海宁市海洲街道海州西路44号","餐饮服务经营者","预包装食品（含冷藏冷冻食品）销售;糕点类食品制售（不含裱花蛋糕）;","海宁市市场监督管理局","刘政伟李品品金周浩","JY23304810125599","海宁市市场监督管理局","章如强","2016-08-05","2021-08-04"
"9921","慈溪市长河老潘快餐店","91330382145523195F","周玉梅","鼓楼东大街238号","浙江省宁波市慈溪市长河镇宁丰北路278号","餐饮服务经营者","热食类食品制售;","长河市场监督管理所","钱狄权；沈益女","JY23302820111685","慈溪市市场监督管理局","胡建平","2016-08-17","2021-08-16"
"9922","杭州之江度假区昌利综合商店","36651","郑洪昌","兴丰大街与双高路交叉口西北角郁花园三里","浙江省杭州市双浦镇外张村朝阳路1号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","西湖区市场监督管理局转塘所","黄仕勇郑燕频孙庆丰","JY13301060108928","杭州市西湖区市场监督管理局","蒋潮","2016-05-06","2021-05-05"
"9923","余姚市王培怀食品超市","91330681724548426T","王培怀","香江北路康营24期","浙江省宁波市余姚市兰江街道谭家岭村西周畈1号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","兰江市场监督管理所","吴建国、夏云伦","JY13302810113008","余姚市市场监督管理局","蒋狄波","2016-09-27","2021-09-26"
"9924","张春芳面馆","91330621749818410X","张春芳","海淀四季青杏石口路36号（四博连院内）养生书画院","浙江省台州市路桥区路桥街道南洋路37号（浙江东南副食品批发市场2楼50号）","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;保健食品销售;","台州市路桥区市场监督管理局路桥所","黄小军李道宏","JY13310040107876","台州市路桥区市场监督管理局","徐杰君","2016-05-06","2021-05-05"
"9925","杭州市上城区赵宝美点心店","58857","赵宝美","双兴东区甲一号","浙江省杭州市上城区城头巷108-3","餐饮服务经营者","热食类食品制售;","杭州市上城区市场监督管理局小营工商所","王磊、赵青川","JY23301020101216","杭州市上城区市场监督管理局","杜强","2016-04-28","2021-04-27"
"9926","临海市天地汇美食坊","91330903759099341E","谭骏","雁栖镇范各庄村北顶秀美泉家园丙2号楼","浙江省台州市临海市古城街道府前街176-1、176-2号","餐饮服务经营者","热食类食品制售;","古城市场监督管理所","杜礼长；鲍剑飞","JY23310820140359","临海市市场监督管理局","雷宵君","2016-11-10","2021-11-09"
"9927","宁海县西店欣蕾副食品超市","913310820568871659","王国军","百子湾南二路百子园后现代城D区16号楼底商","浙江省宁波市宁海县西店镇竺家村","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","宁海县市场监督管理局西店市场监督管理分局","王志杰林鸿军","JY13302260115384","宁海县市场监督管理局","丁建标","2016-09-21","2021-09-20"
"9928","龙泉市阿兵小炒店","36010","吴孝斌","穆家峪镇阁老峪华润希望小镇5-1","浙江省丽水市龙泉市龙渊街道莱茵花园富景苑商场B31号","餐饮服务经营者","热食类食品制售;","龙泉市市场监管局龙渊所","徐永伟章益华","JY23311810110404","龙泉市市场监督管理局","骆华龙","2016-11-23","2021-11-22"
"9929","瑞安市慧植饭店","55641","杨家亮","三渡河村","瑞安市仙降街道垟坑村（快乐超市对面）","餐饮服务经营者","预包装食品（含冷藏冷冻食品）销售;热食类食品制售;","瑞安市市场监督管理局仙降所","陈进永、李少伟","JY23303810196291","瑞安市市场监督管理局","王宏伟","2016-11-09","2021-11-08"
"9930","衢州市柯城二小姐休闲吧","913305030605598347","郑育芳","溪翁庄镇石马峪","浙江省衢州市柯城区北门街57、59、61号","餐饮服务经营者","预包装食品（不含冷藏冷冻食品）销售;热食类食品制售;普通类;","衢州市柯城区市场监督管理局府山所","徐双、吴郭坚","JY23308020117921","衢州市柯城区市场监督管理局","陈建中","2016-08-31","2021-08-30"
"9931","龙游望达菜馆","913306217441221585","娄锋","西山美庐","浙江省衢州市龙游县龙洲街道环城西路135号","餐饮服务经营者","热食类食品制售;","龙游县龙洲市场监督管理所","黄航炜劳通军","JY23308250109551","龙游县市场监督管理局","王文清","2016-08-03","2021-08-02"
"9932","丽水咔咔网络有限公司","32893","孙建辉","永安东里1号楼底商，近双子座东塔南侧","浙江省丽水市莲都区宇雷路160号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;普通类;","岩泉市场监督管理局","岩泉市场监督管理局","JY13311020114846","丽水市莲都区市场监督管理局","朱泽霞","2016-09-18","2021-09-17"
"9933","临海市杜桥三房副食超市","913304020583036027","周先桂","苹果园南路东口乐活美食汇五层","浙江省台州市临海市杜桥镇三房村2-110号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","临海市市场监督管理局杜桥分局","王康、黄志华","JY13310820117891","临海市市场监督管理局","钱志先","2016-07-11","2021-07-10"
"9934","中国联合工程公司","913306007985603218","郭伟华","东四五条139号","浙江省杭州市下城区东新街道东新路与颜三路交界处","单位食堂","预包装食品（含冷藏冷冻食品）销售;热食类食品制售;","杭州市下城区市场监督管理局","蒋勇高勇前","JY33301030118289","杭州市下城区市场监督管理局","蒋勇","2016-12-29","2021-12-28"
"9935","绍兴市上虞区东尔饮品店","91330502146962245N","倪东尔","西六环出口","浙江省绍兴市上虞区高铁新城称山北路399号3032商铺","餐饮服务经营者","普通类;","崧厦分局","金森祥冯杰","JY23306820132740","绍兴市上虞区市场监督管理局","于文伟","2016-11-18","2021-11-17"
"9936","嘉兴市南湖区东栅街道肖祥小吃店","913311217829435712","肖祥","朝阳红军营东路","浙江省嘉兴市南湖区景宜路7号","餐饮服务经营者","热食类食品制售;","嘉兴市南湖区市场监督管理局南湖新区分局","沈明明　张竹箐","JY23304020112007","嘉兴市南湖区市场监督管理局","徐建军","2016-05-31","2021-05-30"
"9937","挽鞑媒体设备有限公司","91330521787718445L","贝治发","土桥中街","浙江省嘉兴市嘉善县姚庄镇万泰路139号","单位食堂","热食类食品制售;","嘉善县市场监督管理局姚庄分局","薛进敏、张春雷","JY33304210127873","嘉善县市场监督管理局","任雪华","2016-10-24","2021-10-23"
"9938","温州高新技术产业开发区七味半美食工坊","91330483699506768D","王梦娈","旧宫镇树桥村酒厂路","浙江省温州高新技术产业开发区上江路85号D号楼116室","餐饮服务经营者","预包装食品（不含冷藏冷冻食品）销售;热食类食品制售;","温州市龙湾区市场监督管理局蒲州所","第一管理片组","JY23303030158918","温州市龙湾区市场监督管理局","温州市龙湾区市场监督管理局","2019-03-04","2023-04-16"
"9939","江山市刘氏徐芳副食品加盟店","91331000681695011Q","徐爱芳","梨园镇九棵树14号","浙江省衢州市江山市大桥镇大桥村玉桥路21号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;保健食品销售;","江山市市场监督管理局贺村分局","徐崇法；徐日海","JY13308810104453","江山市场监督管理局","周学军","2016-05-25","2021-05-24"
"9940","舟山市朱家尖叁加叁海鲜餐厅","91330781693868995L","吕光旺","南大红门路临89号","浙江省舟山市普陀区朱家尖街道中欣北路28号、30号","餐饮服务经营者","预包装食品（含冷藏冷冻食品）销售;热食类食品制售;","舟山市市场监督管理局普陀山分局","沈高飞、倪海康","JY23309050108927","舟山市市场监督管理局普陀山分局","姚文波","2019-03-15","2024-03-14"
"9941","杭州富阳区龙门镇志方小店","92330502MA2F744T65","徐志芳","怡馨家园1号楼二门905室","浙江省杭州市富阳区龙门镇龙门三村龙联","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","杭州市富阳区市场监督管理局龙门所","胡小兵孙涛","JY13301830135592","杭州市富阳区市场监督管理局","孙涛","2016-11-08","2021-11-07"
"9942","嘉善爱霞水果店","91330326066941487W","郝小红","朝阳公园西路9号九号公寓2号楼18单元301室朝园收藏对面","浙江省嘉兴市嘉善县大云镇云溪南路81号南1间","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","嘉善县市场监督管理局大云所","朱国庆、陆夏根","JY13304210114228","嘉善县市场监督管理局","任雪华","2016-07-04","2021-07-03"
"9943","宁海县西店富隆副食品超市","91330281730164795W","陈备战","高碑店西店村信安门39号楼惟饮者酒窖","浙江省宁波市宁海县西店镇团堧村","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;保健食品销售;","宁海县市场监督管理局西店市场监督管理分局","王志杰林鸿军","JY13302260117370","宁海县市场监督管理局","丁建标","2016-10-17","2021-10-16"
"9944","嘉兴市如果爱贸易有限公司","91330483684536884Y","仲逸群","五棵松西翠路","浙江省嘉兴市南湖区新兴街道中山西路，吉水路口2幢501-520室-42","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","嘉兴市南湖区市场监督管理局新兴所","徐郁、张韬","JY13304020138655","嘉兴市南湖区行政审批局","徐建军","2017-01-17","2022-01-16"
"9945","临安市京益汇食品商行","91330784255074941B","潘军强","惠新西街4号","浙江省杭州市临安市清凉峰镇白果村里仁108号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","龙岗市场监督管理所","清凉峰组","JY13301850111301","临安市市场监管局","杜春华","2016-07-28","2021-07-27"
"9946","瑞安市林千食品店","91330503704453868L","林千弟","宣武门内大街23号","浙江省温州市瑞安市安阳街道安阳菜市场场外店20号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","瑞安市市场监督管理局安阳所","郑少华、朱礼","JY13303810125127","瑞安市市场监督管理局","王宏伟","2016-04-17","2021-04-16"
"9947","卓金福汤包","913308817046362855","卓金福","回龙观文华西路文华市场8号","浙江省台州市黄岩区富山乡安山村189号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","黄岩市场监督管理局","张刚、管仲","JY13310030100313","台州市黄岩区市场监督管理局","陈蔚","2016-03-10","2021-03-09"
"9948","杭州萧山戴村镇任伟芳副食品店","91330421796474817Y","任伟芳","万达广场","浙江省杭州市萧山区戴村镇张家弄村","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（含冷藏冷冻食品）销售;","杭州市萧山区市场监督管理局戴村所","楼洪亮、王生聪","JY13301090174332","杭州市萧山区市场监督管理局","杨志芳","2016-09-29","2021-09-28"
"9949","杭州亲善大药房连锁有限公司下沙十二号大街连锁店","91330683665182814K","龚晨","康庄镇一街晨光南街2巷5号","浙江省杭州市经济技术开发区12号大街44号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;保健食品销售;","杭州市市场监督管理局经济技术开发区分局","石旭红丁辉","JY13301860103068","杭州市市场监督管理局","李征","2017-12-11","2021-06-21"
"9950","上海克莉丝汀食品有限公司宁波市百丈东路三店","52639","黄丽萍","南楼梓庄化工路18号","浙江省宁波市鄞州区百丈街道百丈东路89号（1-4）","餐饮服务经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（含冷藏冷冻食品）销售;普通类;","宁波市鄞州区市场监督管理局新河市场监督管理所","马捷敏邱涛","JY23302040122982","宁波市鄞州区市场监督管理局","顾同盟","2016-11-21","2021-11-20"
"9951","永康市鑫松饭店","91330903689956079N","张飞","西田各庄镇牛盆峪村村北200米","浙江省金华市永康市经济开发区荆山陈村荆山陈南路3号（从北至南第2间）","餐饮服务经营者","热食类食品制售;","永康市市场监督管理局开发区所","吴颖珺","JY23307840238216","永康市市场监督管理局","舒可","2019-03-18","2024-03-17"
"9952","浙江瑞人堂医药连锁有限公司温岭城北南山闸药店","913302827900707585","浙江瑞人堂医药连锁有限公司温岭城北南山闸药店","东三环中路环球金融中地下M楼","浙江省台州市温岭市33108100城北街道南山闸033号（西起第1-2间）","食品销售经营者","保健食品销售;","温岭市市场监督管理局","丁施施、毛菊秋","JY13310810031117","温岭市市场监督管理局","王海斌","2016-02-19","2021-02-18"
"9953","杭州余杭区瓶窑镇嗨送小吃店","913301097323923298","王雨文","广渠路甲18号斌强宝兴商务酒店2楼餐厅","浙江省杭州市余杭区瓶窑镇大观山农贸综合市场1楼21号","餐饮服务经营者","热食类食品制售;","余杭区市场监督管理局","郎黎强李亦凡","JY23301100117920","余杭区市场监督管理局","楼红兵","2016-06-07","2021-06-06"
"9954","义乌市刘清蒸菜馆","91330483693858287P","刘清香","垂杨柳北里2号楼对面","浙江省金华市义乌市稠江街道城店路718号","餐饮服务经营者","热食类食品制售;","义乌市稠江街道市场监督管理所","陈兵彩陈国强","JY23307820195881","义乌市市场监督管理局","朱城","2016-09-27","2021-09-26"
"9955","浦江县佳海粮油店","913302836102508671","胡宝琴","沙土山街70号","浙江省金华市浦江县仙华街道后谢村胡门8号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","浦江县仙华市场监管所","郑丽聪","JY13307260104755","浦江县市场监督管理局","贾浩卫","2016-04-26","2021-04-25"
"9956","天台县仁和大药房连锁有限公司桥南店","91330600735251855W","汤飞娥","芍药居北里101号世奥国际中心A座B101北4","浙江省台州市天台县福溪街道桥南路38号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;保健食品销售;其他婴幼儿配方食品销售;","城东市场监督管理所","城东监管二组","JY13310230111544","天台县市场监督管理局","周传扬","2016-10-17","2021-10-16"
"9957","杭州市拱墅区有路斯小吃店","91330282144812876M","马克强","大华山镇李家峪村张家台18号","浙江省杭州市拱墅区八丈井东路15号正房一楼（第一间）","餐饮服务经营者","热食类食品制售;","大关市场监管所","高双清平彦","JY23301050101887","杭州市拱墅区食品药品监督管理局","傅朝晖","2016-05-04","2021-05-03"
"9958","东阳市横店鸽芬饭店","913307836936499879","陈爱君","西河沿149号","浙江省金华市东阳市横店都督北街123号","餐饮服务经营者","热食类食品制售;","东阳市市场监督管理局横店分局","杜淑琳潘英君","JY23307830234907","东阳市市场监督管理局","许柯","2019-04-18","2024-04-17"
"9959","瑞安市南院中餐厅","9133048166057865XH","徐小敏","朝阳左家庄东街58号楼master领寓","浙江省温州市瑞安市陶山镇花园路269号","餐饮服务经营者","预包装食品（不含冷藏冷冻食品）销售;热食类食品制售;冷食类食品制售;普通类;","陶山所","彭祖港；余朝阳","JY23303810275810","瑞安市市场监督管理局","施正福","2018-12-29","2023-12-28"
"9960","义乌市楼小娜食品商行","913303037043237136","义乌市楼小娜食品商行","十里河闽龙广场4楼美食城","浙江省金华市义乌市33078200大陈镇梅坞大道56号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售","义乌市市场监督管理局大陈市场监督管理所","何英俊；楼正青","JY13307820030044","义乌市市场监督管理局","喻能能","2016-02-01","2021-01-31"
"9961","绍兴齐洁电子商务有限公司","91330400765212101P","陈海波","中国北京市北京市朝阳区朝阳公园南路8号","浙江省绍兴市柯桥区齐贤街道丈午村810号-2","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","绍兴市柯桥区市场监督管理局","胡江峰吴惠钦","JY13306210205392","绍兴市柯桥区市场监督管理局","寿志平","2018-11-26","2023-11-25"
"9962","常山县古道农家乐饭店","91330621736021242P","陈小英","马家堡东路蝎老金旁边","浙江省衢州市常山县球川镇东坑村老鼠山脚12号","餐饮服务经营者","热食类食品制售;","常山县市场监督管理局球川所","陈雅军王笏俊","JY23308220108709","常山县市场监督管理局","黄道慧","2016-08-19","2021-08-18"
"9963","义乌市益安医药有限公司","9133052166289746XU","吴益民","文华西路","浙江省金华市义乌市福田街道荷叶塘凯旋南路80-1号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;保健食品销售;","义乌市市场监督管理局福田市场监督管理所","何振建江漾","JY13307820477171","义乌市市场监督管理局","虞军明","2019-04-24","2024-04-23"
"9964","文成县王彩华茶庄","91330326671602395R","王彩华","崔各庄马泉营一区","浙江省温州市文成县大峃镇伯温路83号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","文成县大峃市场监督管理所","赵志如黄建立","JY13303280104274","文成县市场监督管理局","朱正选","2016-06-13","2021-06-12"
"9965","苍南县莒溪孝德鸡排店","91330784727623102D","王孝德","马连道南街1号附近","浙江省温州市苍南县莒溪镇云山街76号","餐饮服务经营者","热食类食品制售;普通类;","苍南县市场监督管理局灵溪分局","陈默、章国富","JY23303270136612","苍南县市场监督管理局","陈里钧","2016-08-15","2021-08-14"
"9966","宁波市镇海区骆驼鲜果联盟水果吧","55762","周超","团结湖中路南三条南门对面","浙江省宁波市镇海区骆驼街道三五路328号1-5,2-5室","餐饮服务经营者","普通类;","骆驼市场监督管理所","李建华，徐立江","JY23302110106619","宁波市镇海区市场监督管理局","潘益军","2016-06-27","2021-06-26"
"9967","乐清市柳市黄达英小卖部","91331021751905812X","黄月英","海淀太平路十七号院门口","浙江省温州市乐清市柳市镇东村村新桥西路35号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","乐清市市场监督管理局柳市分局","叶轲；冯聚","JY13303820100588","乐清市市场监督管理局","陈益飞","2016-04-28","2021-04-27"
"9968","宁波海曙苏建小吃店","92331126MA2FYH8315","方苏建","北京站3号","浙江省宁波市海曙区江厦街道开明街361号2-28","餐饮服务经营者","热食类食品制售;","宁波市海曙区市场监督管理局","夏奋羽、方红军","JY23302030100884","宁波市海曙区市场监督管理局","张承骏","2016-09-09","2021-09-08"
"9969","舟山市定海优优奶茶店","913306837804728926","张松松","梨园葛布店东里47号楼底商","浙江省舟山市定海区白虎山路116号","餐饮服务经营者","普通类;","舟山市市场监督管理局定海分局城关所","刘志军、鹿建平","JY23309020114497","舟山市市场监督管理局定海分局","童志军","2016-08-30","2021-08-29"
"9970","淳安县威坪镇的兰百货店","9133050070446804XN","王的兰","五彩城2楼315","浙江省杭州市淳安县威坪镇唐村","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","淳安县市场监督管理局威坪市场监督管理所","胡晓波、吕新喜","JY13301270108774","淳安县市场监督管理局","李许金","2016-07-11","2021-07-10"
"9971","嘉兴市南湖区余新镇养老服务中心","91330503704449420L","黄纪千","苹果园二区西门","浙江省嘉兴市经济开发区长水街道永丰村部北面","单位食堂","热食类食品制售;","嘉兴市市场监督管理局经济开发区分局","崔炯、张平","JY33304840141857","嘉兴市市场监督管理局","陆军","2019-03-26","2024-03-25"
"9972","平阳县潘光荣食品店","91330424254849661B","潘光荣","黄徐路12号","浙江省温州市平阳县昆阳镇联东菜场19号对面","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","平阳县市场监督管理局昆阳分局","陈佳佳黄光胜","JY13303260100317","平阳县市场监督管理局","吴逢者","2016-03-11","2021-03-10"
"9973","宁波市鄞州古林庆庆面馆","913304007458400205","雷湘琴","苹果园大街与苹果园路交叉口西北50米","浙江省宁波市鄞州区古林镇古林村","餐饮服务经营者","热食类食品制售;","宁波市鄞州区市场监督管理局","翁力军；陈豪盛","JY23302120139781","宁波市鄞州区市场监督管理局","沈军","2016-10-10","2021-10-09"
"9974","温州市鹿城区丰门包春生食品店","91330400684522853W","包春生","土桥站锦武私房菜","浙江省温州市鹿城区丰门街道潘岙村北山巷6号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;","温州市鹿城区市场监督管理局丰门所","温晓艇、叶永巧","JY13303020189100","温州市鹿城区市场监督管理局","王穗","2016-12-29","2021-12-28"
"9975","永嘉县桥下镇陈燕副食品店","28317","陈燕","光彩路彩虹城四区门口","浙江省温州市永嘉县桥下镇京岸村笔架山路40号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","桥下工商所","潘文君","JY13303240100352","永嘉县市场监督管理局","周忠明","2016-03-06","2021-03-05"
"9976","武义县壶山街道怡景面馆","22770","邹洪兴","东直门外大街42号三层","浙江省金华市武义县壶山街道黄龙颐景A150号","餐饮服务经营者","热食类食品制售;","壶山市场监督管理所","赖水平、俞友璋","JY23307230119320","武义县市场监督管理局","周子平","2017-01-13","2022-01-12"
"9977","瑞安市乐桥娱乐有限公司","91330522343989324C","陈梨俏","回龙观镇昌平路380号院33号楼1至2层10单元102","浙江省温州市瑞安市飞云街道东风村","餐饮服务经营者","预包装食品（含冷藏冷冻食品）销售;热食类食品制售;普通类;","飞云所","吕欣欣黄小谷","JY23303810277761","瑞安市市场监督管理局","施正福","2019-02-13","2024-02-12"
"9978","临安旺源食品商行","57068","袁杰","大杨山森林公园内","浙江省杭州市临安市锦北街道平山新村91幢1楼","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;保健食品销售;","高虹市场监督管理所","锦北巡查组","JY13301850129504","临安市市场监管局","石磊","2016-12-08","2021-12-07"
"9979","宁波市奉化区人民政府锦屏街道办事处","91330109738443369L","施军瑶","怀北镇大水峪村192号","浙江省宁波市奉化区锦屏街道茗山路251号","单位食堂","热食类食品制售;","宁波市奉化区市场监督管理局城区食品监督管理所","包雪能、王伟君","JY33302830132158","宁波市奉化区市场监督管理局","傅岳炳","2017-01-19","2022-01-18"
"9980","桐乡市石门鑫旺副食品超市","91330400743490223R","陈国信","鲁谷建材市场","浙江省嘉兴市桐乡市石门镇安兴集镇农贸市场217号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;散装食品（不含冷藏冷冻食品）销售;","石门市场监督管理所","倪汉其、杨惠明","JY13304830153162","桐乡市市场监督管理局","袁惠良","2017-01-03","2022-01-02"
"9981","杭州滨腾食品有限公司","23533","郑良周","篱笆房路帝凯乐ktv下面便民菜站内","浙江省杭州市萧山区新街街道新盛社区1336号","食品销售经营者","预包装食品（不含冷藏冷冻食品）销售;","萧山区市场监督管理局新街所","来伟飞施展","JY13301090106565","杭州市萧山区市场监督管理局","杨志芳","2016-04-12","2021-04-11"
"9982","温州市洞头北岙海新小炒店","51473","庄海新","高塔路川北小区12号楼103号","浙江省温州市洞头区北岙街道繁荣街11弄54号","餐饮服务经营者","热食类食品制售;","北岙市场监督管理所","苏明银甘升阳","JY23303220106823","温州市洞头区市场监督管理局","吕胜利","2016-10-13","2021-10-12"
"9983","诸暨市佳宝乐婴童用品商店","91330500749802208L","朱文平","芦花路44号","诸暨市草塔镇府洲路48号","食品销售经营者","预包装食品（含冷藏冷冻食品）销售;婴幼儿配方乳粉销售;","诸暨市市场监督管理局草塔分局","杨水军；章海锋","JY13306810150430","诸暨市市场监督管理局","郑伟力","2016-10-14","2021-10-13"
"9984","宁海县跃龙街道何善跃麦虾汤店","91330303715472423G","何善跃","朝阳南三里屯路16号一层","浙江省宁波市宁海县跃龙街道兴宁南路115号（北起第6、7间）","餐饮服务经营者","热食类食品制售;","宁海县市场监督管理局直属市场监督管理一所","孙飞珍、李宁丰","JY23302260110265","宁海县市场监督管理局","丁建标","2016-07-25","2021-07-24"
