"35105","浙江鼎兆医药有限公司","浙江省丽水市云和县白龙山街道白龙山路688号","A-ZJ14-010","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2018-01-09","2019-03-09"
"36010","绍兴市众泰医药药材有限公司","嵊州市领带园一路99号中大剡溪花园5号","A-ZJ13-070","中药材、中药饮片","浙江省食品药品监督管理局","2013-10-24","2018-10-23"
"36651","浙江祥合医药有限公司","嘉兴市银河路500号","A-ZJ15-017","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2015-04-03","2020-04-02"
"37205","杭州汇药通医药有限公司","浙江省杭州市临安市锦城街道新溪桥村上坞里69号2幢1层2层","A-ZJ15-030","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品（以上均不包含冷藏冷冻药品）","浙江省食品药品监督管理局","2017-06-12","2020-06-24"
"46205","英特明州(宁波)医药有限公司","宁波市鄞州区后庙路837号","A-ZJ14-060","中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2017-09-26","2019-07-17"
"48267","浙江英特医药药材有限公司","杭州市东新路江南巷2号","A-ZJ12-015","中药材、中药饮片、中成药、医疗用毒性药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2012-04-18","2017-04-17"
"49809","浙江英诺珐医药有限公司","浙江省金华市神丽路399号","A-ZJ14-004","中成药、化学药制剂、化学原料药、抗生素制剂，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2014-02-18","2019-02-17"
"49981","杭州汉草中药有限公司","浙江省杭州市萧山区蜀山街道万源路1号","A-ZJ15-044","中药材、中药饮片","浙江省食品药品监督管理局","2017-11-15","2020-08-16"
"50874","浙江葫芦娃药业有限公司","杭州市建国北路658号海华广场22楼2203-2室","A-ZJ15-078","中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2015-12-25","2020-12-16"
"51473","浙江润格药业有限公司","浙江省杭州市江干区迪凯国际中心3503室","A-ZJ15-012","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品","浙江省食品药品监督管理局","2018-03-16","2020-03-11"
"52639","丰沃达医药物流(杭州)有限公司","杭州市下城区东新路928号202室","A-ZJ14-212","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2015-01-28","2020-01-27"
"55089","浙江万顺药业有限公司","平阳县昆阳镇环城西路8号","A-ZJ14-097","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2014-09-24","2019-09-23"
"55641","浙江杏林医药有限公司","浙江省杭州市西湖区文欣大厦1102室","A-ZJ18-005","中药材、中药饮片","浙江省食品药品监督管理局","2018-03-20","2023-03-19"
"55762","浙江森虹医药有限公司","浙江省湖州市德清县阜溪街道曲园北路606号","A-ZJ17-016","中药材、中药饮片","浙江省食品药品监督管理局","2017-09-05","2022-09-04"
"56862","康德乐(浙江)医药有限公司","宁波市北仑区大碶茅洋山路500号、501号","A-ZJ14-109","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、精神药品(第二类精神药品)、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2017-03-03","2019-10-10"
"57068","中化宁波(集团)有限公司","宁波市江厦街21号9－12楼","A-ZJ13-014","化学药制剂、化学原料药、抗生素原料药及制剂、生化药品、生物制品","浙江省食品药品监督管理局","2013-01-29","2018-01-28"
"57162","宁波海尔施医药有限责任公司","宁波高新区明珠路396号园区内","A-ZJ14-096","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、体外诊断试剂、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2017-01-11","2019-09-21"
"58857","衢州瑞草堂医药有限公司","衢州市柯城区姜家山乡衢州市农特产交易中心6区三楼","A-ZJ14-030","中药材、中药饮片、医疗用毒性药品","浙江省食品药品监督管理局","2014-05-20","2019-05-19"
"58862","浙江康家医药有限公司","杭州市萧山区萧绍东路30-8号","A-ZJ14-197","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、医疗用毒性药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2014-12-22","2019-12-21"
"59721","浙江济科医药有限公司","宁波杭州湾新区大众广场金溪东路31号，众一街2号、4号、8号225、227、229室","A-ZJ15-008","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2017-11-21","2020-03-08"
"64911","浙江省余姚市医药药材有限公司","余姚市城区长安路302号","A-ZJ13-019","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2013-02-25","2018-02-24"
"65523","浙江省医药保健品进出口有限责任公司","杭州市中山北路101-2号","A-ZJ14-119","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2014-10-24","2019-10-23"
"913301007471539452","杭州和剂堂药材有限公司","浙江省杭州市上城区凤凰城4号1604室","A-ZJ16-016","中药材、中药饮片","浙江省食品药品监督管理局","2018-01-05","2021-01-22"
"913301097323923298","杭州广升远医药有限公司","杭州市滨江区长河街道滨安路1190号3幢智汇领地科技园A区A楼1802室","A-ZJ16-019","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2016-02-03","2021-02-02"
"913301107471890086","杭州华都医药有限公司","杭州市江干区水湘路341号（金骏大厦）1112室","A-ZJ14-087","中药材、中药饮片","浙江省食品药品监督管理局","2016-12-08","2019-08-18"
"913301107572237591","浙江省临海医药有限公司","浙江省临海市城关赤城路55号","A-ZJ13-033","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2013-04-12","2018-04-11"
"913301227909479190","温州市乾宁斋药业有限公司","温州市鹿城区锦绣路下吕浦锦园4幢1003室","A-ZJ17-002","中药材、中药饮片","浙江省食品药品监督管理局","2017-01-25","2022-01-24"
"913301227909479191","浙江天晴中卫医药有限公司","杭州市文一西路460号文娱中心三楼","A-ZJ13-028","中成药、化学药制剂、抗生素制剂、生物制品、疫苗","浙江省食品药品监督管理局","2013-04-07","2018-04-06"
"913301227909479192","仙居九州通医药有限公司","浙江省台州市仙居县白塔镇桐江路8号","A-ZJ15-001","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2017-07-19","2020-02-12"
"913301227909479193","浙江来益医药有限公司","浙江省杭州市拱墅区登云路268号3-4层","A-ZJ14-120","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、体外诊断试剂、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2014-10-28","2019-10-27"
"913301227909479194","台州英特药业有限公司","台州市开发区鑫泰街245号(新东方商厦四楼)","A-ZJ14-098","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2017-03-31","2019-09-23"
"913301227909479195","建德市医药药材有限公司","建德市新安江街道园区路117号综合楼二楼","A-ZJ14-013","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、精神药品(第二类精神药品)、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-03-27","2019-03-26"
"913302266655664983","宁波市镇海医药药材有限责任公司","宁波市镇海区蛟川街道金达路251号","A-ZJ14-110","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-10-11","2019-10-10"
"913302816776932401","宁波市正源医药药材有限公司","慈溪市白沙路街道友谊商厦(18-1,18-2,18-3,18-4,18-5)室","A-ZJ14-209","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、体外诊断试剂、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2017-04-11","2020-01-20"
"913302827900707585","浙江汇益科技有限公司","杭州市江干区钱江新城尊宝大厦金尊3102室","A-ZJ13-024","体外诊断试剂","浙江省食品药品监督管理局","2013-03-07","2018-03-06"
"913302836102508671","杭州胡庆余堂参茸保健品有限公司","杭州市滨江区浦沿街道至仁街10号","A-ZJ13-040","中药材、中药饮片、中成药，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2013-04-26","2018-04-25"
"913303032565317109","杭州金可龙医疗器械有限公司","杭州市滨江区浦沿街道逸天广场1幢1单元704室","A-ZJ12-026","体外诊断试剂","","2012-06-21","2017-06-20"
"913303037043237136","浙江九欣医药有限公司","浙江省杭州市拱墅区上塘路386号通信大厦611-612室","A-ZJ14-122","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2018-03-26","2019-10-29"
"913303037590677372","华东医药股份有限公司","杭州市延安路468号1号楼1号门9、10楼","A-ZJ13-076","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、体外诊断试剂、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-01-24","2019-01-23"
"913303037829024549","浙江英特医药药材有限公司","浙江省杭州市拱墅区莫干山路110号华龙商务大厦18-20层","A-ZJ14-111","中药材、中药饮片、中成药、医疗用毒性药品，（以上均不含冷藏冷冻药品）","浙江省食品药品监督管理局","2017-11-10","2019-10-10"
"913303241454320315","奉化市医药药材有限公司","奉化经济开发区汇泉路325号","A-ZJ13-057","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、精神药品(二类)，(不含冷藏冷冻药品)","浙江省食品药品监督管理局","2013-06-27","2018-06-26"
"913303247976399432","华东医药绍兴有限公司","浙江省绍兴市柯桥区柯桥世界贸易中心（南区）16幢3701-3702、3704-1室（连通商业用房）","A-ZJ14-024","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素(以上经营范围委托华东医药供应链管理（杭州）有限公司储存、配送)","浙江省食品药品监督管理局","2017-02-20","2019-05-04"
"913303265517989950","宁波药材股份有限公司","宁波市环城西路北段395号","A-ZJ12-055","中药材、中成药、中药饮片、化学药制剂、抗生素制剂、生化药品、化学原料药、生物制品、精神药品（限第二类）、医疗用毒性药品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2012-12-20","2017-12-19"
"913303267450598596","杭州富阳海陆医药有限公司","浙江省杭州市富阳区富春街道江滨西大道10号501、502室","A-ZJ15-061","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品","浙江省食品药品监督管理局","2015-12-10","2020-11-11"
"913303827125773693","浙江药通医药有限公司","杭州市拱墅区丰潭路430号丰元国际大厦1幢801室","A-ZJ12-030","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2017-03-02","2017-07-12"
"913303827996219075","浙江滨利医药股份有限公司","杭州市滨江区西兴街道丹枫路788号1幢802室","A-ZJ12-009","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2012-03-13","2017-03-12"
"913303827996219076","金华和盛堂医药有限公司","金华市玉泉西路803号（骆家塘文化活动楼二楼）","A-ZJ14-218","中药材、中药饮片","浙江省食品药品监督管理局","2015-02-12","2020-02-11"
"913304007458400205","浙江仁运医药有限公司","浙江省杭州经济技术开发区3号大街209号2幢908室","A-ZJ16-021","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2017-09-07","2021-02-21"
"913304020583036027","浙江海派医药有限公司","浙江省温州市瓯海区南白象街道西象锦园2幢一、二层、3幢一、二层","A-ZJ14-133","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2017-06-13","2019-11-05"
"913304217044152202","舟山英特卫盛药业有限公司","定海区临城街道翁山路416号中浪国际大厦C座1204室","A-ZJ14-014","中成药、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2017-02-22","2019-03-26"
"913304837044436864","国药控股浙江有限公司","杭州市上城区雷霆路60号长城大厦11、12楼","A-ZJ14-081","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、精神药品(限二类)、体外诊断试剂、蛋白同化制剂、肽类激素、毒性药品（限注射用A型肉毒毒素）","浙江省食品药品监督管理局","2014-08-18","2019-08-17"
"913304837549122172","浙江舒畅医药有限公司","台州市椒江区椒江大桥西侧工人西路南侧","A-ZJ12-012","中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2012-03-28","2017-03-27"
"913304837679903886","宁波英特药业有限公司","慈溪市古塘街道担山北路898号","A-ZJ12-032","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素原料药及其制剂、生化药品、生物制品、麻醉药品、精神药品、疫苗、体外诊断试剂、蛋白同化制剂、肽类激素、麻黄碱复方制剂、医疗用毒性药品","浙江省食品药品监督管理局","2012-07-24","2017-07-23"
"913304837707324274","浙江康莱特医药保健品销售有限公司","杭州经济技术开发区11号大街6号","A-ZJ14-029","中成药、化学药制剂、抗生素制剂、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2014-05-20","2019-05-19"
"913305007530362008","浙江百瑞思医药有限公司","杭州市萧山区萧山经济技术开发区市心北路156、170号宁安大厦314室","A-ZJ13-071","中药材、中药饮片","浙江省食品药品监督管理局","2013-11-04","2018-10-23"
"913305007601589780","浙江禹杭医药股份有限公司","杭州余杭区南苑街道迎宾路338、340号","A-ZJ13-073","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2013-11-05","2018-11-04"
"913305030605598347","永康英特药业有限公司","浙江省永康市西城九铃西路1038号第三层","A-ZJ14-172","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2016-02-05","2019-12-03"
"913305210656039100","绍兴震元医药经营有限责任公司","绍兴市解放北路277号1幢","A-ZJ14-182","中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、体外诊断试剂、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2014-12-17","2019-12-16"
"913305211470816859","温州市英特药业有限公司","温州市鹿城区洛河路1号6-7楼","A-ZJ14-132","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-11-06","2019-11-05"
"913306007985603218","绍兴英特大通医药有限公司","上虞市百官街道凤山路489号","A-ZJ12-042","中药材、中成药、中药饮片、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2012-11-12","2017-11-11"
"913306217441221585","杭州萧山万丰医药有限责任公司","萧山经济技术开发区市心北路219号401-1室","A-ZJ14-176","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2014-12-04","2019-12-03"
"913306217450650600","金华市太和堂医药物流有限公司","金华市后丰路195号","A-ZJ13-080","中药材、中药饮片、中成药、化学原料药及其制剂、抗生素原料药及其制剂、生化药品、生物制品","浙江省食品药品监督管理局","2014-02-14","2019-02-13"
"913306817200178713","浙江康隆医药有限公司","温州市洞头区北岙街道飘香路3号A幢401室","A-ZJ17-011","中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品，(以上均不包含冷藏冷冻药品)","浙江省食品药品监督管理局","2017-07-24","2022-07-23"
"913306817200178714","浙江省嵊州市医药药材总公司","嵊州市三江街道三江西街330号","A-ZJ12-050","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2012-12-03","2017-12-02"
"913306817200178715","杭州萧然医药有限公司","杭州市萧山区新塘街道畈里童社区","A-ZJ15-015","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、医疗用毒性药品","浙江省食品药品监督管理局","2015-04-03","2020-04-02"
"913306817200178716","金华市医药有限公司","金华市环城东路1180号","A-ZJ14-076","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-08-06","2019-08-05"
"913306817200178717","杭州德弘医药有限公司","萧山区宁围街道保亿中心1幢1103室","A-ZJ16-022","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2016-04-13","2021-04-12"
"913306817236185680","浙江原上医药有限公司","杭州富阳区银湖街道高尔夫路87号5号楼501-508室","A-ZJ17-012","中药材、中药饮片","浙江省食品药品监督管理局","2017-08-08","2022-08-07"
"913306817352731146","永嘉县医药总公司","永嘉县上塘镇永建路233号","A-ZJ14-162","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2014-12-04","2019-12-03"
"913306837804728926","宁波市方昌医药有限公司","宁波市鄞州区钱湖北路958号1206室","A-ZJ14-022","中成药、化学药制剂、抗生素制剂、生化药品、生物制品","浙江省食品药品监督管理局","2014-05-05","2019-05-04"
"913307035928913011","浙江海宏医药有限公司","杭州市上城区大名空间商务大厦2001室","A-ZJ15-025","中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品、体外诊断试剂","浙江省食品药品监督管理局","2015-05-22","2020-05-21"
"913307037590679561","浙江澳世嘉科技有限公司","杭州市江干区市民街98号3101室","A-ZJ12-052","体外诊断试剂","浙江省食品药品监督管理局","2012-12-18","2017-12-17"
"913307267530377804","嵊州市森康医疗器械有限公司","嵊州市惠民街256号","A-ZJ12-010","体外诊断试剂","","2012-03-26","2017-03-25"
"913307836936499879","嘉兴英特医药有限公司","嘉善县魏塘街道车站北路81号","A-ZJ14-128","中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-10-30","2019-10-29"
"913308007686956395","上药凯仑(杭州)医药股份有限公司","杭州市余杭区南苑街道南大街263号八方杰座大厦2幢7楼","A-ZJ14-129","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、精神药品(限二类)、医疗用毒性药品","浙江省食品药品监督管理局","2016-01-07","2019-11-02"
"913308817046362855","杭州天天好医药有限公司","杭州市余杭区兴中路501号1幢","A-ZJ12-041","中药材、中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品","浙江省食品药品监督管理局","2012-11-12","2017-11-11"
"913309210852768066","华润衢州医药有限公司","衢州市春城路9号3幢3楼、4楼","A-ZJ13-036","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素","浙江省食品药品监督管理局","2013-04-22","2018-04-21"
"913310007410158246","温州康宏医药有限公司","温州市鹿城仓储基地四幢二楼东首","A-ZJ14-193","中药材、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、第二类精神药品","浙江省食品药品监督管理局","2014-12-22","2019-12-21"
"913310820568871659","浙江温州医药商业集团有限公司","浙江省温州市解放街158号","A-ZJ13-061","中药材、中药饮片、中成药、化学原料药及其制剂、抗生素原料药及其制剂、生化药品、生物制品、麻醉药品、精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2013-07-15","2018-07-14"
"913310820568871660","华东医药岱山有限公司高亭医药商店","岱山县高亭镇人民路15号","C-ZJ-14-09-0018","处方药与非处方药:中药材、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品","舟山市市场监督管理局","2014-06-19","2019-06-18"
"913311217829435712","杭州中翰盛泰医疗器械有限公司","杭州余杭经济技术开发区兴国路519号3号楼一楼","A-ZJ15-047","体外诊断试剂","浙江省食品药品监督管理局","2017-03-06","2020-09-14"
"913311217829435713","舟山存德医药有限公司","浙江省舟山市定海区气象台路129号-2","A-ZJ13-018","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素、生化药品、生物制品、麻醉药品、精神药品、蛋白同化制剂、肽类激素、麻黄碱复方制剂、医疗用毒性药品","浙江省食品药品监督管理局","2013-02-19","2018-02-18"
"913311217829435714","浙江大德药业集团浙江医药有限公司","义乌市香山路498号综合楼","A-ZJ12-048","中成药、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、麻醉药品、精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2012-11-27","2017-11-26"
"913311217829435715","华东医药岱山有限公司康健医药商店","岱山县高亭镇康健路88号医技综合楼一层东南面三间","C-ZJ-14-09-0019","处方药与非处方药:中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品","舟山市市场监督管理局","2014-06-19","2019-06-18"
"913311217829435716","浙江上药新欣医药有限公司","杭州市上城区望江国际中心4号8楼","A-ZJ14-156","中药饮片、中成药、化学药制剂、化学原料药、抗生素制剂、抗生素原料药、生化药品、生物制品、精神药品(限第二类)、体外诊断试剂、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-11-19","2019-11-18"
"913311217829435717","国药控股台州有限公司","浙江省温岭市城东街道百丈北路5号","A-ZJ14-186","中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素制剂、生化药品、生物制品、麻醉药品、第一类精神药品、第二类精神药品、蛋白同化制剂、肽类激素、医疗用毒性药品","浙江省食品药品监督管理局","2014-12-22","2019-12-21"
