"胰岛素及其类似物，短效","101","短效胰岛素类似物","注射剂","注射"
"胰岛素及其类似物，中效","102","低精蛋白锌胰岛素","注射剂","注射"
"胰岛素及其类似物，中效","103","动物源中效胰岛素","注射剂","注射"
"胰岛素及其类似物，中效","104","人中效胰岛素","注射剂","注射"
"胰岛素及其类似物，预混","105","动物源预混胰岛素","注射剂","注射"
"胰岛素及其类似物，预混","106","普通胰岛素预混","注射剂","注射"
"胰岛素及其类似物，预混","107","胰岛素类似物预混","注射剂","注射"
"胰岛素及其类似物，长效","108","动物源长效胰岛素","注射剂","注射"
"胰岛素及其类似物，长效","109","精蛋白锌胰岛素","注射剂","注射"
"胰岛素及其类似物，长效","110","长效胰岛素类似物","注射剂","注射"
"双胍类","111","二甲双胍","口服常释剂型","口服"
"磺酰脲类衍生物","112","格列本脲","口服常释剂型","口服"
"磺酰脲类衍生物","113","格列吡嗪","口服常释剂型","口服"
"磺酰脲类衍生物","114","格列美脲","口服常释剂型","口服"
"磺酰脲类衍生物","115","格列喹酮","口服常释剂型","口服"
"磺酰脲类衍生物","116","格列齐特","口服常释剂型","口服"
"α-葡萄糖苷酶抑制剂","117","阿卡波糖","口服常释剂型","口服"
"α-葡萄糖苷酶抑制剂","118","伏格列波糖","口服常释剂型","口服"
"α-葡萄糖苷酶抑制剂","119","米格列醇","口服常释剂型","口服"
"噻唑啉二酮类","120","吡格列酮","口服常释剂型","口服"
"噻唑啉二酮类","121","罗格列酮","口服常释剂型","口服"
"二肽基肽酶-4（DPP-4）抑制剂","122","阿格列汀","口服常释剂型","口服"
"二肽基肽酶-4（DPP-4）抑制剂","123","利格列汀","口服常释剂型","口服"
"二肽基肽酶-4（DPP-4）抑制剂","124","沙格列汀","口服常释剂型","口服"
"二肽基肽酶-4（DPP-4）抑制剂","125","维格列汀","口服常释剂型","口服"
"二肽基肽酶-4（DPP-4）抑制剂","126","西格列汀","口服常释剂型","口服"
"其他降血糖药","127","米格列奈钙","口服常释剂型","口服"
"其他降血糖药","128","那格列奈","口服常释剂型","口服"
"其他降血糖药","129","瑞格列奈","口服常释剂型","口服"
"其他的糖尿病用药","130","依帕司他","口服常释剂型","口服"
"维生素类","131","维生素B1","注射剂","注射"
"维生素类","132","维生素B2","口服常释剂型","口服"
"维生素类","133","维生素B6","注射剂","注射"
"维生素类","134","维生素C","注射剂","注射"
"维生素类","135","维生素D2","口服常释剂型","口服"
"维生素类","136","维生素D3","注射剂","注射"
"维生素类","137","阿法骨化醇","口服常释剂型","口服"
"维生素类","138","复合维生素B","口服常释剂型","口服"
"维生素类","139","骨化三醇","口服常释剂型","口服"
"维生素类","140","水溶性维生素","注射剂","注射"
"维生素类","141","碳酸钙D3","口服常释剂型","口服"
"维生素类","142","维生素A","口服常释剂型","口服"
"维生素类","143","硒酵母","口服常释剂型","口服"
"维生素类","144","小儿碳酸钙D3","颗粒剂","颗粒"
"维生素类","145","烟酰胺","口服常释剂型","口服"
"维生素类","146","脂溶性维生素Ⅰ（Ⅱ）","注射剂","注射"
"矿物质补充剂","147","氯化钾","缓释控释剂型","缓释"
"矿物质补充剂","148","葡萄糖酸钙","口服常释剂型","口服"
"矿物质补充剂","149","醋酸钙","口服常释剂型","口服"
"矿物质补充剂","150","复合磷酸氢钾","注射剂","注射"
"矿物质补充剂","151","枸橼酸钾","颗粒剂","颗粒"
"矿物质补充剂","152","硫酸锌","口服常释剂型","口服"
"矿物质补充剂","153","氯化钙","注射剂","注射"
"矿物质补充剂","154","门冬氨酸钾镁","口服常释剂型","口服"
"矿物质补充剂","155","碳酸钙","口服常释剂型","口服"
"全身用蛋白同化药","156","苯丙酸诺龙","注射剂","注射"
"全身用蛋白同化药","157","司坦唑醇","口服常释剂型","口服"
"其他消化道及代谢用药","158","缓解消化道不适症状的复方OTC制剂","口服常释剂型","口服"
"其他消化道及代谢用药","159","茴三硫","口服常释剂型","口服"
"其他消化道及代谢用药","160","加贝酯","注射剂","注射"
"其他消化道及代谢用药","161","硫辛酸","注射剂","注射"
"其他消化道及代谢用药","162","乌司他丁","注射剂","注射"
"其他消化道及代谢用药","163","腺苷蛋氨酸","口服常释剂型","口服"
"其他消化道及代谢用药","164","特利加压素","注射剂","注射"
"维生素K拮抗剂","165","华法林","口服常释剂型","口服"
"肝素类","166","肝素","注射剂","注射"
"肝素类","167","达肝素钠","注射剂","注射"
"肝素类","168","低分子肝素","注射剂","注射"
"肝素类","169","那屈肝素钙（那曲肝素钙）","注射剂","注射"
"肝素类","170","依诺肝素钠","注射剂","注射"
"血小板凝聚抑制剂，肝素除外","171","阿司匹林","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","172","双嘧达莫","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","173","贝前列素","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","174","氯吡格雷","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","175","沙格雷酯","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","176","替罗非班","注射剂","注射"
"血小板凝聚抑制剂，肝素除外","177","西洛他唑","口服常释剂型","口服"
"血小板凝聚抑制剂，肝素除外","178","依替巴肽","注射剂","注射"
"血小板凝聚抑制剂，肝素除外","179","吲哚布芬","口服常释剂型","口服"
"酶类","180","尿激酶","注射剂","注射"
"酶类","181","重组链激酶","注射剂","注射"
"酶类","182","阿替普酶","注射剂","注射"
"酶类","183","降纤酶","注射剂","注射"
"酶类","184","纤溶酶","注射剂","注射"
"酶类","185","蚓激酶","口服常释剂型","口服"
"直接凝血酶抑制剂","186","阿加曲班","注射剂","注射"
"直接凝血酶抑制剂","187","达比加群酯","口服常释剂型","口服"
"直接Xa因子抑制剂","188","阿哌沙班","口服常释剂型","口服"
"直接Xa因子抑制剂","189","磺达肝癸钠","注射剂","注射"
"直接Xa因子抑制剂","190","利伐沙班","口服常释剂型","口服"
"直接Xa因子抑制剂","191","舒洛地特","口服常释剂型","口服"
"其他抗血栓形成药","192","阿魏酸哌嗪","口服常释剂型","口服"
"其他抗血栓形成药","193","奥扎格雷","注射剂","注射"
"抗纤维蛋白溶解药","194","氨甲苯酸","口服常释剂型","口服"
"抗纤维蛋白溶解药","195","氨甲环酸","注射剂","注射"
"抗纤维蛋白溶解药","196","氨基己酸","口服常释剂型","口服"
"维生素K和其他止血药","197","甲萘氢醌","口服常释剂型","口服"
"维生素K和其他止血药","198","凝血酶","外用冻干制剂","外用"
"维生素K和其他止血药","199","人凝血因子Ⅷ","注射剂","注射"
"维生素K和其他止血药","200","维生素K1","注射剂","注射"
