"f34010000111","红外线真空拔罐治疗（≥3照射区）","","","甲",""
"f34010000804","单纯直流电治疗（≥3部位）","","","甲",""
"f34010000805","直流电药物离子导入治疗（≥3部位）","","","甲",""
"f34010000806","直流电水浴治疗(单、双、四槽浴)（≥3部位）","","","甲",""
"f34010000807","电化学疗法（≥3部位）","","","甲",""
"f34010000908","低频脉冲电治疗（≥3部位）","","","甲",""
"f34010000909","感应电治疗（≥3部位）","","","甲",""
"f34010000910","神经肌肉电刺激治疗（≥3部位）","","","甲",""
"f34010000911","间动电疗（≥3部位）","","","甲",""
"f34010000912","经皮神经电刺激治疗（≥3部位）","","","甲",""
"f34010000913","功能性电刺激治疗（≥3部位）","","","甲",""
"f34010000914","温热电脉冲治疗（≥3部位）","","","甲",""
"f34010000915","微机功能性电刺激治疗（≥3部位）","","","甲",""
"f34010001007","中频脉冲电治疗（≥3部位）","","","甲",""
"f34010001008","立体动态干扰电治疗（≥3部位）","","","甲",""
"f34010001009","音频电治疗（≥3部位）","","","甲",""
"f34010001010","干扰电治疗（≥3部位）","","","甲",""
"f34010001011","动态干扰电治疗（≥3部位）","","","甲",""
"f34010001012","调制中频电治疗（≥3部位）","","","甲",""
"f34010001013","电脑中频电治疗（≥3部位）","","","甲",""
"f34010001208","超短波（体腔治疗）（≥3部位）","","","甲",""
"f34010001209","超短波(小功率)（≥3部位）","","","甲",""
"f34010001210","超短波(大功率)（≥3部位）","","","甲",""
"f34010001211","超短波(脉冲)（≥3部位）","","","甲",""
"f34010001212","短波(小功率)（≥3部位）","","","甲",""
"f34010001213","短波(脉冲)（≥3部位）","","","甲",""
"f34010001214","短波(大功率)（≥3部位）","","","甲",""
"f34010001215","短波体腔治疗（≥3部位）","","","甲",""
"f34010002101","蜡疗（≥3部位）","指浸蜡、刷蜡、蜡敷","","甲",""
"f34010002402","气压治疗(肢体气压治疗)（≥3部位）","","","甲",""
"f34010002403","气压治疗(肢体正负压治疗)（≥3部位）","","","甲",""
"f34010002503","冷疗（≥3部位）","","","甲",""
"f34010002504","冷喷治疗（≥3部位）","","","甲",""
"f34010002505","热喷治疗（≥3部位）","","","甲",""
"f43000002300","穴位贴敷治疗","含药物、调配及纳米穴位敷贴","","甲",""
