"10333","浙江省浦江县恩尔康胶囊有限公司","团结湖路48号","913306217441221585","Hb","张世平","张世平","邵华贞","杭州市市场监督管理局经开分局","黄航炜劳通军","团结湖路48号","浙20000379","浙江省药品监督管理局","邵元昌","2017-05-23","2020-12-30"
"10334","浙江康宁医药有限公司中药饮片加工厂","水闸路12号三家店西口车站","32893","Hb","楼金","鲍建跃","王斌","杭州市市场监督管理局经开分局","岩泉市场监督管理局","水闸路12号三家店西口车站","浙20000154","浙江省药品监督管理局","邵元昌","2015-12-31","2020-12-31"
"10335","绍兴震元中药饮片有限公司","中关村东路清华科技园·启迪科技大厦A座1层","913304020583036027","Hb","相华","相华","劳丽莉","浙江省药品监督管理局","王康、黄志华","中关村东路清华科技园·启迪科技大厦A座1层","浙20000259","浙江省药品监督管理局","邵元昌","2016-05-24","2020-08-19"
"10336","浙江东日药业有限公司","复兴门外大街15号长安商场5层","913306007985603218","Hb","濮海波","郑策","张建朴","杭州市市场监督管理局经开分局","蒋勇高勇前","复兴门外大街15号长安商场5层","浙20000355","浙江省药品监督管理局","邵元昌","2016-01-14","2021-01-13"
"10337","浙江桐君堂中药饮片有限公司","东兴隆街56号北京商界2楼西侧","91330502146962245N","Hb","李金宝","申屠银洪","倪善林","杭州市市场监督管理局经开分局","金森祥冯杰","东兴隆街56号北京商界2楼西侧","浙20000072","浙江省药品监督管理局","邵元昌","2018-11-19","2020-12-29"
"10338","浙江启明药业有限公司","后海北沿51号","913311217829435712","Hb","张启明","张启明","方建兵","杭州市市场监督管理局经开分局","沈明明　张竹箐","后海北沿51号","浙20050283","浙江省食品药品监督管理局","邵元昌","2015-06-09","2020-06-08"
"10339","杭州普济医药技术开发有限公司","蒲黄榆路芳古园一区9号楼","91330521787718445L","Hb","刘金明","刘金明","钟智华","杭州市市场监督管理局经开分局","薛进敏、张春雷","蒲黄榆路芳古园一区9号楼","浙20080490","浙江省药品监督管理局","邵元昌","2017-11-12","2022-11-11"
"10340","浙江天瑞药业有限公司","新源西里中街","91330483699506768D","Hb","林华权","张海林","崔友","杭州市市场监督管理局经开分局","第一管理片组","新源西里中街","浙20000343","浙江省药品监督管理局","邵元昌","2018-08-13","2020-12-29"
"10341","浙江华缔药业集团有限责任公司","王府井大街255号北京市百货大楼6楼","91331000681695011Q","Hb","周正兵","周正兵","伍能建","杭州市市场监督管理局经开分局","徐崇法；徐日海","王府井大街255号北京市百货大楼6楼","浙20180017","浙江省药品监督管理局","邵元昌","2018-10-31","2023-10-30"
"10342","宁波广峰胶囊有限公司","复兴路69号五棵松华熙LIVE商区东区B1层","91330781693868995L","Hb","宋高峰","宋高峰","高妍","浙江省药品监督管理局","沈高飞、倪海康","复兴路69号五棵松华熙LIVE商区东区B1层","浙20000191","浙江省药品监督管理局","邵元昌","2015-12-09","2020-12-08"
"10343","浙江京新药业股份有限公司","前门廊坊二条36号","92330502MA2F744T65","Hb","吕钢","王能能","刘卫省","杭州市市场监督管理局经开分局","胡小兵孙涛","前门廊坊二条36号","浙20000213","浙江省药品监督管理局","邵元昌","2017-06-06","2020-04-12"
"10344","辉瑞生物制药（杭州）有限公司","东二环劲松九区907号楼","91330326066941487W","Hb","苗天祥","王英群","张其骏","杭州市市场监督管理局经开分局","朱国庆、陆夏根","东二环劲松九区907号楼","浙20190001","浙江省药品监督管理局","邵元昌","2019-01-07","2024-01-06"
"10345","浙江远力健药业有限责任公司","亚运村安慧里一区四号楼1楼","91330281730164795W","Hb","邹林","邹林","诸葛小燕","杭州市市场监督管理局经开分局","王志杰林鸿军","亚运村安慧里一区四号楼1楼","浙20000026","浙江省药品监督管理局","邵元昌","2017-06-13","2020-12-28"
"10346","浙江益立胶囊股份有限公司","康健胡同2号","91330483684536884Y","Hb","朱军伟","朱军伟","宋大连","杭州市市场监督管理局经开分局","徐郁、张韬","康健胡同2号","浙20000250","浙江省药品监督管理局","邵元昌","2015-12-22","2020-07-20"
"10347","浙江野风药业股份有限公司","香山一棵松29号","91330784255074941B","Hb","周卫国","周卫国","郭拥政","杭州市市场监督管理局经开分局","清凉峰组","香山一棵松29号","浙20060667","浙江省药品监督管理局","邵元昌","2018-09-29","2020-12-30"
"10348","杭州天目山药业股份有限公司","宣武门西大街甲87号","91330503704453868L","Hb","李祖岳","李祖岳","叶飞","杭州市市场监督管理局经开分局","郑少华、朱礼","宣武门西大街甲87号","浙20000010","浙江省药品监督管理局","邵元昌","2018-08-22","2020-12-30"
"10349","浙江景宁瓯江胶囊有限公司","南长街38号","913308817046362855","Hb","王世国","王世国","何东","杭州市市场监督管理局经开分局","张刚、管仲","南长街38号","浙20000148","浙江省药品监督管理局","邵元昌","2016-02-03","2020-12-31"
"10350","浙江海森药业股份有限公司","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","91330421796474817Y","Hb","王式跃","艾林","代亚","杭州市市场监督管理局经开分局","楼洪亮、王生聪","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","浙20000394","浙江省药品监督管理局","邵元昌","2018-12-07","2020-12-30"
"10351","浙江大为药业有限公司","红庙北里85号楼","91330683665182814K","Hb","费学良","费学良","马越峰","杭州市市场监督管理局经开分局","石旭红丁辉","红庙北里85号楼","浙20100519","浙江省药品监督管理局","邵元昌","2016-10-27","2021-03-03"
"10352","长兴制药股份有限公司","马家堡东路106号院1号楼","52639","Hb","谈伟平","李智林","钱忠美","杭州市市场监督管理局经开分局","马捷敏邱涛","马家堡东路106号院1号楼","浙20000102","浙江省药品监督管理局","邵元昌","2015-12-25","2020-12-24"
"10353","嘉兴明生生物科技有限公司","北海公园北门内九龙壁前","91330903689956079N","Hb","杨明生","杨明生","高丽琴","杭州市市场监督管理局经开分局","吴颖珺","北海公园北门内九龙壁前","浙20000127","浙江省药品监督管理局","邵元昌","2018-08-31","2020-12-31"
"10354","浙江海翔药业股份有限公司","大屯路甲2号院南沙滩小区37号楼1607室","913302827900707585","Hb","杨思卫","杨思卫","毛文华","杭州市市场监督管理局经开分局","丁施施、毛菊秋","大屯路甲2号院南沙滩小区37号楼1607室","浙20000324","浙江省药品监督管理局","邵元昌","2016-11-14","2020-07-28"
"10355","浙江俞同春药业有限公司","安泰大街6号院3号楼113室","913301097323923298","Hb","章云樵","章薇","毛慧芳","杭州市市场监督管理局经开分局","郎黎强李亦凡","安泰大街6号院3号楼113室","浙20170014","浙江省药品监督管理局","邵元昌","2018-04-20","2022-12-11"
"10356","杭州李宝赢堂中药饮片有限公司","永安路175号","91330483693858287P","Hb","李赢","李靓","吴宝柱","杭州市市场监督管理局经开分局","陈兵彩陈国强","永安路175号","浙20000080","浙江省药品监督管理局","邵元昌","2016-06-27","2020-12-30"
"10357","金华市供销实业有限公司","东直门南大街1号北京来福士5层","913302836102508671","Hb","陈威","陈威","周晨","浙江省药品监督管理局","郑丽聪","东直门南大街1号北京来福士5层","浙20000374","浙江省药品监督管理局","邵元昌","2016-05-13","2020-12-30"
"10358","浙江省诸暨市越翠药业有限公司","马家堡西路15号时代风帆大厦北侧商用楼4楼","91330600735251855W","Hb","许泽军","楼小丽","顾海霞","浙江省药品监督管理局","城东监管二组","马家堡西路15号时代风帆大厦北侧商用楼4楼","浙20000258","浙江省药品监督管理局","邵元昌","2018-07-02","2020-06-22"
"10359","金华溶解乙炔厂","广泽路望京花园小区214号","91330282144812876M","Hb","叶建华","叶建华","叶荣贵","浙江省药品监督管理局","高双清平彦","广泽路望京花园小区214号","浙20000380","浙江省药品监督管理局","邵元昌","2017-05-04","2020-12-30"
"10360","浙江康多利药业有限公司","劲松八区805号","913307836936499879","Hb","庄小恩","庄小恩","林应旭","浙江省药品监督管理局","杜淑琳潘英君","劲松八区805号","浙20110003","浙江省药品监督管理局","邵元昌","2016-01-27","2021-01-26"
"10361","太极集团浙江东方制药有限公司","东三环北路38号院 民生保险大厦3层","9133048166057865XH","Hb","汤加兵","汤加兵","薛冬","杭州市市场监督管理局经开分局","彭祖港；余朝阳","东三环北路38号院 民生保险大厦3层","浙20000211","浙江省药品监督管理局","邵元昌","2015-12-31","2020-09-13"
"10362","花园药业股份有限公司","怀北镇河防口村青龙峡路口南200米路西","913303037043237136","Hb","魏忠岚","方福生","邵禹靖","杭州市市场监督管理局经开分局","何英俊；楼正青","怀北镇河防口村青龙峡路口南200米路西","浙20000373","浙江省药品监督管理局","邵元昌","2017-11-13","2020-12-30"
"10363","杏辉天力（杭州）药业有限公司","崇文门外大街3-5号新世界百货青春馆3楼","91330400765212101P","Hb","王昭日","王昭日","刘明川","杭州市市场监督管理局经开分局","胡江峰吴惠钦","崇文门外大街3-5号新世界百货青春馆3楼","浙20000029","浙江省药品监督管理局","邵元昌","2019-01-03","2020-07-14"
"10364","杭州和康药业有限公司","阜成门外大街华联商厦4楼","91330621736021242P","Hb","曹晓春","曹晓春","陈坚","杭州市市场监督管理局经开分局","陈雅军王笏俊","阜成门外大街华联商厦4楼","浙20160018","浙江省药品监督管理局","邵元昌","2016-11-14","2021-11-13"
"10365","杭州澳亚生物技术有限公司","地安门西大街49号","9133052166289746XU","Hb","黄少峰","黄少峰","叶炜","杭州市市场监督管理局经开分局","何振建江漾","地安门西大街49号","浙20000019","浙江省药品监督管理局","邵元昌","2019-01-21","2020-12-28"
"10366","绍兴民生医药股份有限公司","丰科路与五圈路交叉口丰台万达广场5FA-B","91330326671602395R","Hb","程文","程文","郭文","浙江省药品监督管理局","赵志如黄建立","丰科路与五圈路交叉口丰台万达广场5FA-B","浙20040270","浙江省药品监督管理局","邵元昌","2018-11-22","2023-11-21"
"10367","浙江海翔川南药业有限公司","芳星路芳星园二区19号楼1号平台","91330784727623102D","Hb","孙杨","赵国标","唐正英","杭州市市场监督管理局经开分局","陈默、章国富","芳星路芳星园二区19号楼1号平台","浙20110004","浙江省药品监督管理局","邵元昌","2018-01-18","2020-07-21"
"10368","浙江智达药业有限公司","新源南路1号都汇天地商场3楼","55762","Hb","耿敏","高翔","王新建","浙江省药品监督管理局","李建华，徐立江","新源南路1号都汇天地商场3楼","浙20190002","浙江省药品监督管理局","邵元昌","2019-03-07","2024-03-06"
"10369","浙江华光胶囊股份有限公司","霄云路18号","91331021751905812X","Hb","王杏桃","王杏桃","蔡先菊","浙江省药品监督管理局","叶轲；冯聚","霄云路18号","浙20000234","浙江省药品监督管理局","邵元昌","2015-12-22","2020-06-22"
"10370","杭州气体厂","牡丹园西里16号楼","92331126MA2FYH8315","Hb","沈建林","沈建林","黄一飞","浙江省药品监督管理局","夏奋羽、方红军","牡丹园西里16号楼","浙20000063","浙江省药品监督管理局","邵元昌","2015-12-31","2020-12-30"
"10371","宁波青春胶囊有限公司","志新西路1号院一层南侧","913306837804728926","Hb","王武耀","王武耀","翟鸿飞","浙江省药品监督管理局","刘志军、鹿建平","志新西路1号院一层南侧","浙20000185","浙江省药品监督管理局","邵元昌","2017-03-22","2020-12-08"
"10372","浙江圣效化学品有限公司","闵庄路樱桃园内","9133050070446804XN","Hb","郭小忠","郭小忠","章丽","浙江省药品监督管理局","胡晓波、吕新喜","闵庄路樱桃园内","浙20030408","浙江省药品监督管理局","邵元昌","2018-03-20","2020-12-31"
"10373","浙江省诸暨市台胞医药保健有限公司","东四北大街343号银地宾馆2楼","91330503704449420L","Hb","徐国锋","徐国锋","","浙江省药品监督管理局","崔炯、张平","东四北大街343号银地宾馆2楼","浙Y20000255","浙江省食品药品监督管理局","邵元昌","2014-01-01","2018-12-31"
"10374","浙江森宇药业有限公司","西什库大街31-42号","91330424254849661B","Hb","俞巧仙","陈发营","徐利剑","浙江省药品监督管理局","陈佳佳黄光胜","西什库大街31-42号","浙20100525","浙江省药品监督管理局","邵元昌","2016-08-10","2020-03-24"
"10375","杭州特种油品厂","东三环长虹桥东南","913304007458400205","Hb","莫金毛","王立民","夏水银","浙江省药品监督管理局","翁力军；陈豪盛","东三环长虹桥东南","浙20000048","浙江省药品监督管理局","邵元昌","2016-01-05","2020-06-25"
"10376","浙江尖峰健康科技有限公司","京加路怀北庄村国科大学北门北行200米路东","91330400684522853W","Hb","蒋晓萌","陈代友","陆国胜","浙江省药品监督管理局","温晓艇、叶永巧","京加路怀北庄村国科大学北门北行200米路东","浙20150018","浙江省药品监督管理局","邵元昌","2019-01-09","2020-08-30"
"10377","浙江舟山科成制药有限公司","花园北路44号贯通大厦2楼","28317","Hb","毛伟平","毛伟平","毛伟平","浙江省药品监督管理局","潘文君","花园北路44号贯通大厦2楼","浙20000160","浙江省药品监督管理局","邵元昌","2015-12-24","2020-12-23"
"10378","浙江新和成股份有限公司","国美第一城2号院6号楼","22770","Hb","胡柏藩","胡瑞君","胡鑫鹦","浙江省药品监督管理局","赖水平、俞友璋","国美第一城2号院6号楼","浙20030221","浙江省药品监督管理局","邵元昌","2018-04-18","2022-12-19"
"10379","临安市华南活性炭有限公司","新中街13号","91330522343989324C","F","毛南海","毛南海","王文球","临安市市场监督管理局","吕欣欣黄小谷","新中街13号","浙20030057","浙江省食品药品监督管理局","邵元昌","2016-01-05","2018-10-28"
"10380","浙江普洛生物科技有限公司","展览馆路3号","57068","F","李常青","李常青","曾建华","浙江省药品监督管理局","锦北巡查组","展览馆路3号","浙20000376","浙江省药品监督管理局","邵元昌","2018-08-01","2020-12-30"
"10381","杭州华东中药饮片有限公司","渤海镇苇店村","91330109738443369L","F","李邦良","沈建芳","杨红韬","浙江省药品监督管理局","包雪能、王伟君","渤海镇苇店村","浙20000070","浙江省药品监督管理局","邵元昌","2017-12-18","2020-12-29"
"10382","浙江莎普爱思药业股份有限公司","东直门外斜街察慈小区11号楼","91330400743490223R","F","陈德康","王友昆","沈丽娟","浙江省药品监督管理局","倪汉其、杨惠明","东直门外斜街察慈小区11号楼","浙20000121","浙江省药品监督管理局","邵元昌","2016-05-04","2020-12-31"
"10383","宁波明贝中药业有限公司","怡馨家园南门5号楼底商","23533","F","项志秋","李基军","沈岳光","浙江省药品监督管理局","来伟飞施展","怡馨家园南门5号楼底商","浙20000201","浙江省药品监督管理局","邵元昌","2015-11-19","2020-11-18"
"10384","杭州奕安济世生物药业有限公司","新源西里中街18号临1号","51473","F","YiningZhao","FengYe","李醒","浙江省药品监督管理局","苏明银甘升阳","新源西里中街18号临1号","浙20180010","浙江省药品监督管理局","邵元昌","2018-05-08","2023-05-07"
"10385","杭州朱养心药业有限公司","惠新东街19号","91330500749802208L","F","刘秋敏","唐建飞","张婧","浙江省药品监督管理局","杨水军；章海锋","惠新东街19号","浙20000033","浙江省药品监督管理局","邵元昌","2018-06-25","2020-12-28"
"10386","浙江凯普化工有限公司","华汇紫薇花园内","91330303715472423G","F","梁洪宾","张金良","高建国","浙江省药品监督管理局","孙飞珍、李宁丰","华汇紫薇花园内","浙20130011","浙江省药品监督管理局","邵元昌","2018-10-22","2023-10-21"
"10387","杭州民泰中药饮片有限公司","西牛角胡同1号","91330723737768727D","F","倪伟红","丁国飞","罗文娟","浙江省药品监督管理局","吴斌、刘婉娴","西牛角胡同1号","浙20060468","浙江省药品监督管理局","邵元昌","2018-11-28","2021-08-01"
"10388","浙江圣达生物药业股份有限公司","牌坊胡同甲7号银河SOHOB座B1层","92330326MA2C36JM5J","F","洪爱","朱勇刚","郑丙泮","浙江省药品监督管理局","徐凌峰、黄栋","牌坊胡同甲7号银河SOHOB座B1层","浙20000305","浙江省药品监督管理局","邵元昌","2015-12-21","2020-12-20"
"10389","绍兴仁和胶囊有限公司","北太平庄路25号17栋豪威大厦B座首层","913304837679903886","F","吴亚东","吴亚东","朱竹君","浙江省药品监督管理局","金祎颋杨文丰","北太平庄路25号17栋豪威大厦B座首层","浙20000243","浙江省药品监督管理局","邵元昌","2015-12-22","2020-07-19"
"10390","浙江湃肽生物有限公司","厂洼东一街3号","91330702562354003B","F","邢海英","邢海英","施大林","浙江省药品监督管理局","郑杨舟胡先军","厂洼东一街3号","浙20180016","浙江省药品监督管理局","邵元昌","2018-09-18","2023-09-17"
"10391","平湖市申达气体有限责任公司","雍和宫大街155号","9133108171611146XR","F","沈渊忠","沈渊忠","周玉祥","浙江省药品监督管理局","戴向阳王笏俊","雍和宫大街155号","浙20000140","浙江省药品监督管理局","邵元昌","2016-11-25","2020-12-28"
"10392","浙江诸暨华泰药业有限公司","王府井大街301号东华金街购物中心6层","91330523L12515135T","F","何远明","何华根","姚晓丽","浙江省药品监督管理局","陈源、付旻","王府井大街301号东华金街购物中心6层","浙20000220","浙江省药品监督管理局","邵元昌","2016-01-13","2020-09-20"
"10393","浙江康恩贝制药股份有限公司","东三环南路54号劲松桥东北角","91331181789681404F","F","胡季强","胡季强","朱纲","浙江省药品监督管理局","刘伟；杨江清；项旭明；王娅雯","东三环南路54号劲松桥东北角","浙20000361","浙江省药品监督管理局","邵元昌","2018-12-18","2020-12-30"
"10394","浙江大德药业集团有限公司","岭南路36号广东大厦1-3楼","91330326681696508R","F","刘建华","刘建华","朱利敏","浙江省药品监督管理局","联城街道市场监督管理所","岭南路36号广东大厦1-3楼","浙20000371","浙江省药品监督管理局","邵元昌","2018-06-20","2020-12-30"
"10395","杭州油脂化工有限公司","台湖镇定海园三里10号楼","91330324609394716X","F","方银军","王晓辉","靳英","浙江省药品监督管理局","王忠伟沈维恩","台湖镇定海园三里10号楼","浙20040078","浙江省药品监督管理局","邵元昌","2015-12-31","2019-11-24"
"10396","林德气体（宁波）有限公司","中关村南大街28号","91330282739476189A","F","朱国盛","付传","王力","浙江省药品监督管理局","柳晓忠、柳景景","中关村南大街28号","浙20110006","浙江省药品监督管理局","邵元昌","2018-11-16","2021-01-05"
"10397","杭州电化集团气体有限公司","西客站南路东局乙8号","91331081148911994Y","F","余吾助","余吾助","丁少凯","浙江省药品监督管理局","陈朝阳孙薇","西客站南路东局乙8号","浙20000066","浙江省药品监督管理局","邵元昌","2015-12-31","2020-12-30"
"10398","浙江贝尼菲特药业有限公司","三里河路41号，甘家口大厦南侧200米路西","33058","F","吴丽华","廖彩震","张圣贤","浙江省药品监督管理局","王维华赵海英","三里河路41号，甘家口大厦南侧200米路西","浙20130010","浙江省药品监督管理局","邵元昌","2018-08-01","2023-07-31"
"10399","浙江三溪堂中药有限公司","中关村南大街31号神舟商旅酒店一层","9133082207160352XB","F","陈立致","徐有明","范小玲","浙江省药品监督管理局","丁建平、郑翔","中关村南大街31号神舟商旅酒店一层","浙20140014","浙江省药品监督管理局","邵元昌","2017-04-24","2019-12-25"
"10400","浙江省仙居县阳光生物制品有限公司","经济技术开发区天华北街11号院3号楼三层，四层","59721","Ha","顾菊珍","张青","彭怀清","浙江省药品监督管理局","卢展翔、徐文洁","经济技术开发区天华北街11号院3号楼三层，四层","浙20190003","浙江省药品监督管理局","邵元昌","2019-03-26","2024-03-25"
"10401","诸暨市南光燃气有限公司","月坛西街1号","913306217450650600","Ha","寿明建","寿明建","寿浙宇","浙江省药品监督管理局","郭春沸陈滢","月坛西街1号","浙20110007","浙江省药品监督管理局","邵元昌","2016-01-22","2021-01-21"
"10402","浙江北源昊邦生物医药有限公司","东升科技园西小口66号东升凯莱酒店","91330483749015538K","Ha","王艺静","陈平","许顺接","浙江省药品监督管理局","西城所工作人员","东升科技园西小口66号东升凯莱酒店","浙20140008","浙江省药品监督管理局","邵元昌","2018-01-31","2019-06-26"
"10403","浙江枫康集团有限公司中药饮片厂","杨镇汉石桥湿地停车场向北800米","28580","Ha","陈贤良","章素珍","户丹平","浙江省药品监督管理局","胡润波杜蔚京","杨镇汉石桥湿地停车场向北800米","浙20150023","浙江省药品监督管理局","邵元昌","2017-11-23","2020-11-22"
"10404","浙江海昇药业股份有限公司","北新桥头条55号","913305007601589780","Ha","叶山海","叶山海","王小青","浙江省药品监督管理局","城东监管四组","北新桥头条55号","浙20060440","浙江省药品监督管理局","邵元昌","2017-02-20","2020-12-31"
"10405","浙江奥托康制药集团股份有限公司","阜通东大街花家地30号楼","91330304755904374Y","Ha","姜毅","林军","汪淑萍","浙江省药品监督管理局","虞航天；蒋涛","阜通东大街花家地30号楼","浙20000369","浙江省药品监督管理局","邵元昌","2018-06-12","2020-12-30"
"10406","浙江金华康恩贝生物制药有限公司","复兴路69号院2号华熙LIVE.hi-up东区B1层","913306817236185680","Ha","余斌","余斌","陈冠华","浙江省药品监督管理局","郑云翔、任远","复兴路69号院2号华熙LIVE.hi-up东区B1层","浙20000360","浙江省药品监督管理局","邵元昌","2019-02-13","2020-12-30"
"10407","宏冠生物药业有限公司","南四环中路城南嘉园14号楼华联公益西桥购物中心4层","913310007410158246","Ha","张林娟","杨继斌","李艳萍","浙江省药品监督管理局","综合巡查组","南四环中路城南嘉园14号楼华联公益西桥购物中心4层","浙20150010","浙江省药品监督管理局","邵元昌","2018-11-16","2020-07-13"
