"52639","杭州新扬医疗器械有限公司","杭州市拱墅区祥符镇新文路11号、杭州市拱墅区祥符镇新文路13号","曹亿波","第二类6863口腔科材料***","曹亿波","330105","浙食药监械生产许20100151号","浙江省食品药品监督管理局","2015-07-10","2020-07-09"
"55089","杭州乐仁医疗器械有限公司","萧山区临浦镇南江村（陈家塘）","徐国火","第二类6810矫形外科（骨科）手术器械***","徐国火","330109","浙食药监械生产许20180036号","浙江省食品药品监督管理局","2018-10-08","2023-10-07"
"55641","杭州九源基因工程有限公司","杭州市莫干山路866号（石祥路700号）","李邦良","第三类6846植入材料和人工器官***","黄秀","330186","浙食药监械生产许20110097号","浙江省食品药品监督管理局","2016-03-23","2021-03-22"
"55762","宁波市鄞州格兰义齿制品厂","宁波市鄞州区古林镇宋严王村博宏工业园新大楼第五层","周红","第二类6863口腔科材料***","吴积","330212","浙食药监械生产许20130034号","浙江省食品药品监督管理局","2013-04-16","2018-04-15"
"56862","杭州爱听科技有限公司","杭州市余杭区五常街道文一西路998号5幢601室","李鹏","第二类6846植入材料和人工器官***","李鹏","330110","浙食药监械生产许20150024号","浙江省食品药品监督管理局","2015-01-19","2020-01-18"
"57068","丽兹控股有限公司","宁波市海曙区石碶街道横涨工业区7号楼二楼","杨锋","第二类：6856病房护理设备及器具***","杨立","330212","浙食药监械生产许20110080号","浙江省食品药品监督管理局","2017-03-14","2021-08-03"
"57162","奉化市永康气体工程安装有限公司","奉化市岳林街道金沙路17号","胡梦龙","第二类6856病房护理设备及器具***","陈碧微","330283","浙食药监械生产许20140057号","浙江省食品药品监督管理局","2014-04-25","2019-04-24"
"58857","嘉兴市天和制药有限公司","浙江省嘉兴市南湖区凤桥镇中法外贸工业园","赵其法","第三类6866医用高分子材料及制品***","吴蕴","330402","浙食药监械生产许20120132号","浙江省食品药品监督管理局","2012-12-31","2017-12-30"
"58862","宁波艾克伦医疗科技有限公司","宁波市保税区留学生创业园1号楼2C","张文东","第Ⅲ类：6822医用光学器具、仪器及内窥镜设备***","张文东","330285","浙食药监械生产许20140029号","浙江省食品药品监督管理局","2017-04-26","2022-04-25"
"59721","湖州美奇医疗器械有限公司","浙江省湖州市杭长桥北路399号核工业园3号楼3楼、4楼","章锋","第三类6840临床检验分析仪器***","章锋","330501","浙食药监械生产许20140064号","浙江省食品药品监督管理局","2019-04-25","2021-06-05"
"64911","杭州积好脂质体有限公司","杭州市滨江区西兴街道楚天路75号1号楼四层","沈筱芸","第二类6864医用卫生材料及敷料***","周铭","330108","浙食药监械生产许20100239号","浙江省食品药品监督管理局","2015-04-13","2020-04-12"
"65523","浙江卓运生物科技有限公司","宁波市鄞州区高桥镇新庄路191号","梅义武","
第二类：6840体外诊断试剂***","梅义武","330212","浙食药监械生产许20140136号","浙江省食品药品监督管理局","2016-04-28","2021-04-27"
"913301007471539452","常山康利医疗器械有限公司","常山县紫港街道外港村陈家端25-1号","汪利奇","II类:6825-5-高频电极，
","娄志亮","330822","浙食药监械生产许20120059号","浙江省食品药品监督管理局","2017-02-23","2022-02-22"
"913301097323923298","杭州欧亚流体技术开发有限公司","杭州市余杭区闲林街道嘉企路3号2幢1楼","鲍志国","第二类6845体外循环及血液处理设备，第二类6841医用化验和基础设备器具***","鲍志国","330106","浙食药监械生产许20100152号","浙江省食品药品监督管理局","2015-02-10","2020-02-09"
"913301107471890086","宁波康宏医疗器械有限公司","宁波市镇海贵驷工业小区","竺银艳","第Ⅱ类：6854-2-负压吸引装置，6854-3-呼吸设备配件，6856-1-供氧系统，6866-3-导管、引流管***","竺银艳","330286","浙食药监械生产许20130005号","浙江省食品药品监督管理局","2019-06-13","2022-10-22"
"913301107572237591","杭州旭飞医疗器械有限公司","杭州市余杭区良渚街道良渚村","戎腰飞","第二类6863口腔科材料","戎腰飞","330110","浙食药监械生产许20140138号","浙江省食品药品监督管理局","2014-08-27","2019-08-26"
"913301227909479190","杭州华冠医疗器械有限公司","杭州市拱墅区康平路7号1幢4楼401室","叶茂昌","第二类6863口腔科材料***","叶茂珊","330105","浙食药监械生产许20140110号","浙江省食品药品监督管理局","2018-06-14","2020-07-02"
"913302266655664983","杭州法瑞尔科技有限公司","杭州市滨江区东信大道66号E座214室","金中伟","第二类6854手术室、急救室、诊疗室设备及器具***","金中伟","330108","浙食药监械生产许20160033号","浙江省食品药品监督管理局","2016-09-23","2021-09-22"
"913302816776932401","宁波圣迪夫医疗器械有限公司","宁波市江北区洪塘中路237号","沈波雄","第二类：6854手术室、急救室、诊疗室设备及器具-9电动、液压手术台，6855口腔科设备及器具-1口腔综合治疗设备***","沈波雄","330205","浙食药监械生产许20100126号","浙江省食品药品监督管理局","2015-03-04","2020-03-03"
"913302827900707585","雪龙眼镜（宁波）有限公司","宁波市北仑区崂山路29号1幢2楼","王强","第三类：6822医用光学器具、仪器及内窥镜设备-1植入体内或长期接触体内的眼科光学器具***","杨秀梅","330206","浙食药监械生产许20110006号","浙江省食品药品监督管理局","2019-03-21","2020-09-17"
"913302836102508671","金华市景迪医疗用品有限公司","金华市金东区孝顺镇低田功能区\2幢","陆建国","第二类6864类医用卫生材料及辅料","陆建国","330703","浙食药监械生产许20140097号","浙江省食品药品监督管理局","2019-01-07","2024-01-06"
"913303032565317109","杭州高能医疗设备有限公司","杭州市萧山区鸿兴路117号","徐建初","第三类6833医用核素设备***","马创新","330109","浙食药监械生产许20140025号","浙江省食品药品监督管理局","2014-02-20","2019-02-19"
"913303037043237136","杭州康基医疗器械股份有限公司","杭州桐庐经济开发区春江东路1668号","钟鸣","旧版：第三类6846植入材料和人工器官，第三类6825医用高频仪器设备，第二类6822医用光学器具、仪器及内窥镜设备，第二类6866医用高分子材料及制品、第二类6808腹部外科手术器械、第二类6812妇产科用手术器械；新版：第二类06-15-内窥镜功能供给装置，第三类18-06妊娠控制器械***","钟鸣","330122","浙食药监械生产许20140056号","浙江省药品监督管理局","2019-05-08","2019-12-07"
"913303037590677372","杭州振兴医疗器械制造有限公司","桐庐县桐君街道梅林路633号","沈建华","II类:6856-2-病床，
","沈建华","330122","浙食药监械生产许20170038号","浙江省食品药品监督管理局","2017-07-20","2022-07-19"
"913303037829024549","杭州莱和生物技术有限公司","杭州市滨江区长河街道滨安路688号2幢B楼一层、五层505-512室","欧阳云","第二、三类6840试剂；第二类6840临床检验分析仪器***","欧阳云","330108","浙食药监械生产许20120118号","浙江省食品药品监督管理局","2019-05-15","2022-08-23"
"913303241454320315","杭州君政医疗器械有限公司","杭州市江干区笕丁路141号","曾亦繁","第二类6863口腔科材料***","曾亦繁","330104","浙食药监械生产许20130147号","浙江省食品药品监督管理局","2014-12-23","2018-10-28"
"913303247976399432","杭州欧创医疗器械有限公司","桐庐县城环城南路939号1号楼","丁来","第二类6822医用光学器具、仪器及内窥镜设备***","徐欢","330122","浙食药监械生产许20160041号","浙江省食品药品监督管理局","2016-12-13","2021-12-12"
"913303265517989950","杭州桐庐医疗光学仪器有限公司","杭州桐庐经济开发区上洋洲路2号","王彩娟","旧版：第二、三类6822医用光学器具、仪器及内窥镜设备，第三类6825医用高频仪器设备，第三类6846植入材料和人工器官，第二类6808腹部外科手术器械，第二类6812妇产科用手术器械;新版：第二类06-14-医用内窥镜，06-15-内窥镜功能供给装置***","王彩娟","330122","浙食药监械生产许20100266号","浙江省药品监督管理局","2019-04-08","2020-05-31"
"913303267450598596","浙江佰泰医疗科技有限公司","常山县金川街道龙景路1号","任粮钢","II类:6857-2-压力蒸汽灭菌设备，
","任粮钢","330822","浙食药监械生产许20170013号","浙江省食品药品监督管理局","2017-03-22","2022-03-21"
"913303827125773693","杭州鼎岳空分设备有限公司","杭州富阳区富春街道三桥路200号第3幢101室","徐利民","第二类6854手术室、急救室、诊疗室设备及器具，第二类6856病房护理设备及器具***","徐利民","330183","浙食药监械生产许20110065号","浙江省食品药品监督管理局","2017-07-31","2020-02-11"
"913303827996219075","桐庐前沿医疗科技有限公司","浙江省桐庐县江南镇深澳","陈胜华","第二类6809泌尿肛肠外科手术器械；第二类6810矫形外科（骨科）手术器械","申屠欢","330122","浙食药监械生产许20140111号","浙江省食品药品监督管理局","2014-07-07","2019-07-06"
"913304007458400205","宁波舜宇内窥镜有限公司","浙江余姚市经济开发区城东新区冶山路科创中心2幢2楼北座","倪文军","第二、三类6822医用光学器具、仪器及内窥镜设备***","周强","330281","浙食药监械生产许20130051号","浙江省食品药品监督管理局","2013-05-07","2018-05-06"
"913304020583036027","宁波甬星医疗仪器有限公司","浙江省宁波市象山县石浦科技园区科苑路2号","娄达波","第二类:6854手术室、急救室、诊疗室设备及器具-1输液辅助装置***","娄达波","330282","浙食药监械生产许20110078号","浙江省食品药品监督管理局","2018-08-22","2021-05-05"
"913304217044152202","杭州吉为医疗科技有限公司","浙江省杭州市余杭区仓前街道余杭塘路2636号1幢3层312室","章力","第二类6863口腔科材料，第二类6864医用卫生材料及敷料，第二类6866医用高分子材料及制品***","章力","330110","浙食药监械生产许20130071号","浙江省食品药品监督管理局","2018-08-29","2020-11-19"
"913304837044436864","杭州创亚医疗器械有限公司","浙江省杭州市西湖区三墩镇西园路9号A座335室","俞斌","第二类6863口腔科材料***","俞斌","330106","浙食药监械生产许20140015号","浙江省药品监督管理局","2019-01-21","2023-06-28"
"913304837549122172","杭州锐健马斯汀医疗器材有限公司","杭州余杭区经济技术开发区新颜路22号101B","徐胜军","旧版：第二类6810矫形外科（骨科）手术器械；第二类6822医用光学器具、仪器及内窥镜设备；第二类6865医用缝合材料及粘合剂；新版：第三类13-02-运动损伤软组织修复重建及置换植入物***","徐胜军","330110","浙食药监械生产许20170018号","浙江省药品监督管理局","2019-02-12","2022-04-04"
"913304837679903886","杭州昂昇机械有限公司","杭州市余杭区崇贤街道运河路31-1号6幢501室","陈思远","第二类6863口腔科材料","陈思远","330110","浙食药监械生产许20140164号","浙江省食品药品监督管理局","2016-08-26","2019-09-29"
"913304837707324274","浙江辰和医疗设备有限公司","嘉兴市秀洲区新城街道义庄路869号","王锦淇"," 第二、三类6821医用电子仪器设备；第二、三类6866医用高分子材料及制品；第三类6854手术室、急救室、诊疗室设备及器具***","王锦淇","330411","浙食药监械生产许20130058号","浙江省食品药品监督管理局","2017-06-20","2022-06-19"
"913305007530362008","杭州临安卓美义齿制造厂","浙江省杭州市临安区锦北街道黄金路668号2幢3楼","邓凯","第二类6863口腔科材料***","郑亦龙","330381","浙食药监械生产许20140117号","浙江省药品监督管理局","2019-01-31","2024-07-16"
"913305007601589780","杭州心普生物科技有限公司","建德市寿昌镇工业园区","刘显红","第二类6864医用卫生材料及敷料***","刘显红","330182","浙食药监械生产许20150073号","浙江省食品药品监督管理局","2015-12-01","2020-11-30"
"913305030605598347","瑞安市粤美齿科制品厂","瑞安市莘塍街道工业区园区","李凯","第二类6863口腔科材料***","钟青梅","330381","浙食药监械生产许20130116号","浙江省食品药品监督管理局","2016-06-06","2018-08-29"
"913305210656039100","杭州能可爱心医疗科技有限公司","杭州经济技术开发区25号路339号","金敬德","第二类6866医用高分子材料及制品，第二类6864医用卫生材料及敷料***","白帆","330186","浙食药监械生产许20130021号","浙江省食品药品监督管理局","2016-01-28","2021-01-27"
"913305211470816859","宁波博雅医疗器械有限公司","浙江省余姚市朗霞街道邵巷村姚北工业区经三路102号","王忠颐","第二类:6866医用高分子材料及制品-5呼吸麻醉或通气用气管插管***","王忠颐","330281","浙食药监械生产许20100317号","浙江省食品药品监督管理局","2017-01-11","2020-11-18"
"913306007985603218","杭州星辰三比齿科器材有限公司","杭州市拱墅区康贤路39号1幢一楼、二楼","倪其军","第二类6863口腔科材料***","倪其军","330105","浙食药监械生产许20100313号","浙江省食品药品监督管理局","2016-11-30","2020-07-06"
"913306217441221585","浙江泰司特生物技术有限公司","浙江省绍兴市柯桥区柯桥街道云集路1152号7号楼3层4层","吕旭幸","第二类6840体外诊断试剂***","吕旭幸","330602","浙食药监械生产许20100159号","浙江省食品药品监督管理局","2016-12-09","2020-06-25"
"913306217450650600","宁波天益医疗器械股份有限公司","宁波东钱湖旅游度假区莫枝北路788号；宁波东钱湖旅游度假区新业路1号","吴志敏","第Ⅱ、Ⅲ类：6866医用高分子材料及制品—1输液、输血器具及管路—4导管、引流管；第Ⅲ类：6815注射穿刺器械，6826物理治疗及康复设备，6845体外循环及血液处理设备—4血液净化设备和血液净化器具；第Ⅱ类：6809泌尿肛肠外科手术器械—1泌尿肛肠科用钳，6830医用X射线设备—2X射线诊断设备及高压发生装置，6856病房护理设备及器具—1供氧系统，6864医用卫生材料及敷料—2敷料、护创材料，02无源手术器械*** ","吴志敏","330287","浙食药监械生产许20150007号","浙江省食品药品监督管理局","2019-01-22","2020-01-06"
"913306817200178713","杭州桐庐时空候医疗器械有限公司","桐庐县桐君街道桑园路100号","徐生源","旧版：第三类6822 医用光学器具、仪器及内窥镜设备,第三类6825医用高频仪器设备，第二类6822医用光学器具、仪器及内窥镜设备，第二类6854手术室、急救室、诊疗室设备及器具；新版：第二类18-03-妇科内窥镜*** ","徐生源","330122","浙食药监械生产许20100315号","浙江省药品监督管理局","2019-04-03","2020-08-12"
"913306817236185680","金华市创新医疗器械科技有限公司","浙江省金华市工业园区甘溪路99号","徐小寒","第二类6863口腔科材料***","徐小寒","330702","浙食药监械生产许20130069号","浙江省食品药品监督管理局","2019-04-08","2022-09-12"
"913306817352731146","浙江曙光科技有限公司","杭州经济技术开发区白杨街道银海街550号车间第一层、第三层、办公楼三楼、四楼","蔡龙祥","第二类6866医用高分子材料及制品***","蔡龙祥","330104","浙食药监械生产许20130081号","浙江省药品监督管理局","2019-04-30","2023-06-07"
"913306837804728926","嘉兴富特吉生物科技有限公司","嘉兴市南湖区亚太路239号","沈宗金","第二类6863口腔科材料；第二类6866医用高分子材料及制品***","张文明","330402","浙食药监械生产许20120116号","浙江省食品药品监督管理局","2012-11-19","2017-11-18"
"913307035928913011","宁波永新光学股份有限公司","宁波市科技园区明珠路385号","曹其东","第二类：6822医用光学器具、仪器及内窥镜设备-6医用手术及诊断用显微设备***","毛磊","330286","浙食药监械生产许20100108号","浙江省食品药品监督管理局","2015-04-20","2020-04-19"
"913307037590679561","宁波菲拉尔医疗用品有限公司","宁波市余姚市陆埠镇钟山东路148弄2号","赵婵娟","第三类：6845体外循环及血液处理设备，6866医用高分子材料及制品***","沈俊波","330281","浙食药监械生产许20140201号","浙江省食品药品监督管理局","2016-12-29","2019-12-21"
"913307267530377804","浙江星利龙科技有限公司","杭州市余杭区运河街道五杭庙河路11号","夏美坤","第二类6856病房护理设备及器具***","刘云涛","330110","浙食药监械生产许20120075号","浙江省食品药品监督管理局","2017-07-04","2022-07-03"
"913307836936499879","桐乡市雅美齿科材料有限公司","桐乡市梧桐街道稻乐路530号","江桂秀","第二类6863口腔科材料*** ","江桂秀","330483","浙食药监械生产许20100282号","浙江省食品药品监督管理局","2015-06-11","2020-06-10"
"913308007686956395","杭州医用制氧机有限公司","杭州市萧山区闻堰镇黄山村","林建宇","第二类6854手术室、急诊室、诊疗室设备及器具***","施国钧","330100","浙食药监械生产许20120050号","浙江省食品药品监督管理局","2012-05-09","2017-05-08"
"913308817046362855","浙江川本卫生材料有限公司","嘉兴市秀洲工业园区秀新路508号","张帆","第二、三类6864医用卫生材料及敷料***","张帆","330411","浙食药监械生产许20130013号","浙江省食品药品监督管理局","2013-01-31","2018-01-30"
"913309210852768066","宁波市海曙兴达医药保健品厂","浙江省宁波市海曙区古林镇俞家村","张丽","第Ⅱ类：6864医用卫生材料及敷料-2敷料、护创材料***","俞社代","330212","浙食药监械生产许20100173号","浙江省食品药品监督管理局","2017-07-24","2020-04-07"
"913310007410158246","嵊泗泽成医用有限公司","浙江省嵊泗县洋山镇大梅山北路8号","毛维军","第二类6820普通诊察器械***","毛维军","330935","浙食药监械生产许20100302号","浙江省食品药品监督管理局","2015-05-05","2020-05-04"
"913310820568871659","嘉兴市协和牙科器材有限公司","嘉兴市创业路南1幢工业厂房2层","刘玮玮","第二类6863口腔科材料","刘玮玮","330402","浙食药监械生产许20140123号","浙江省食品药品监督管理局","2014-07-29","2019-07-28"
"913311217829435712","瑞安市赛特眼镜机器制造厂","瑞安市马屿镇下宫工业区","胡义平","第二类6822医用光学器具、仪器及内窥镜设备***","胡义平","330381","浙食药监械生产许20130090号","浙江省食品药品监督管理局","2013-07-11","2018-07-10"
"913311225803666061","杭州超德斯实业有限公司","杭州市余杭区中泰乡泰峰村（高泰线与石横线交叉口）","章国泉","第二类6856病房护理设备及器具，第二类6866医用高分子材料及制品***","徐玮","330110","浙食药监械生产许20120090号","浙江省食品药品监督管理局","2017-08-09","2022-08-08"
"913311225803666325","浙江和仁科技股份有限公司","杭州市东信大道66号E座210室","杨一兵","第二类6870软件","杨波","330108","浙食药监械生产许20130152号","浙江省食品药品监督管理局","2014-01-06","2018-11-07"
"913311225803666326","浙江温医雷赛医用激光科技有限公司","浙江省温州高新技术产业开发区创业服务中心科技企业孵化器中试大楼301","叶恬恬","第三类6824医用激光仪器设备；第二类6822医用光学器具、仪器及内窥镜设备***","唐兆凯","330303","浙食药监械生产许20140047号","浙江省食品药品监督管理局","2019-04-15","2024-04-14"
"913311225803666327","诸暨脉达生物科技有限公司","诸暨市山下湖镇珍珠工业园区","夏放","第三类6840体外诊断试剂","夏放","330681","浙食药监械生产许20140102号","浙江省食品药品监督管理局","2014-06-27","2019-06-26"
"913311225803666328","宁波骏马医用器械有限公司","宁波望春工业园区科创北路59号","傅泉勇","第Ⅲ类：6866医用高分子材料及制品-2输液、输血器具及管路；第二类：6808腹部外科手术器械-6腹部外科用其他器械，6864医用卫生材料及敷料-4手术用品***","金英魁","330203","浙食药监械生产许20150032号","浙江省食品药品监督管理局","2017-05-18","2020-01-26"
"913311225803666329","余姚市强欣医疗器材有限公司","余姚市阳明科技工业园区舜创路46号","李国强","第Ⅱ类：6855口腔科设备及器具-1口腔综合治疗设备，-4牙科手机***","李国强","330281","浙食药监械生产许20150002号","浙江省食品药品监督管理局","2017-04-05","2020-01-03"
"913311225803666330","宁波戴维医疗器械股份有限公司","浙江省象山经济开发区滨海工业园金兴路35号;浙江省宁波市象山县石浦科技园区科苑路2号","陈再宏","II类:6826-3-光谱辐射治疗仪器，6854-0-其他，6854-6-负压吸引装置，6854-7-呼吸设备配件，6856-0-其他，14-15-病人护理防护用品，
III类:6854-0-其他，6854-4-婴儿保育设备，08-03-急救设备，","陈再宏","330225","浙食药监械生产许20100125号","浙江省食品药品监督管理局","2019-03-21","2020-07-08"
"913311225803666331","诸暨市益佳医疗器械有限公司","诸暨市陶朱街道江山路6号","陈志明","第二类6863口腔科材料 ","陈志明","330681","浙食药监械生产许20160001号","浙江省食品药品监督管理局","2016-01-12","2021-01-11"
"913311225803666332","绍兴美迪康生物技术有限公司","绍兴市上虞区东关街道竺可桢科技园区","王永昌","II类:6840-9-体外诊断试剂，6870-1-诊断图象处理软件，
III类:6840-5-体外诊断试剂，","王永昌","330682","浙食药监械生产许20130045号","浙江省食品药品监督管理局","2016-11-09","2018-04-08"
"913311225803666333","宁波安诺医疗器械科技有限公司","象山县丹西街道白鹤路149号","蔡丰常","第二类6854手术室、急救室、诊疗室设备及器具***","蔡丰常","330225","浙食药监械生产许20140188号","浙江省食品药品监督管理局","2014-11-17","2019-11-16"
"913311225803666334","浙江创想医学科技有限公司","杭州市余杭区余杭经济技术开发区新颜路22号301B","赵哲光","第二类6822医用光学器具、仪器及内窥镜设备***","赵哲光","330110","浙食药监械生产许20170026号","浙江省食品药品监督管理局","2017-05-25","2022-05-24"
"913311225803666335","浙江福康生物技术有限公司","浙江省新昌县羽林街道新岩路2号","黄伟萍","第二类6840体外诊断试剂***","黄伟萍","330624","浙食药监械生产许20100263号","浙江省食品药品监督管理局","2015-10-09","2020-10-08"
"913311225803666336","贝普医疗科技有限公司","温州市龙湾区永兴街道兴吉路14号","张洪杰","第三类6866医用高分子材料及制品，第二、三类6815注射穿刺器械***","张洪杰","330303","浙食药监械生产许20110026号","浙江省食品药品监督管理局","2017-06-20","2020-08-11"
"913311225803666337","杭州正大医疗器械有限公司","杭州余杭经济开发区新颜路22号501","严红成","第二类6810矫形外科（骨科）手术器械，第二类6826物理治疗及康复设备，6854手术室、急救室、诊疗室设备及器具***","严红成","330110","浙食药监械生产许20100238号","浙江省食品药品监督管理局","2017-04-12","2020-08-30"
"913311225803666338","缙云县庄冠义齿制品厂","缙云县缙云工业园区下东山综合楼五楼","王伟","第二类6863口腔科材料***","丁志光","331122","浙食药监械生产许20140206号","浙江省食品药品监督管理局","2014-12-26","2019-12-25"
"913311225803666339","嘉兴市正群医疗器械有限公司","浙江省嘉兴市南湖区大桥镇北环三路北侧江南路西侧新嘉工业园3幢","陈政钦","第二类6866医用高分子材料及制品，第二类6815注射穿刺器械，第二类6822医用光学器具、仪器及内窥镜设备***","李建达","330402","浙食药监械生产许20130057号","浙江省食品药品监督管理局","2013-09-03","2018-05-19"
